role,participant,pl_brl_current,pl_dated_brl_current,vehicles_current,funds_current,share_current,dated_coverage_current,rank_current,pl_brl_previous,pl_dated_brl_previous,vehicles_previous,funds_previous,share_previous,dated_coverage_previous,rank_previous,delta_pl_brl,delta_share_pp,delta_rank,competencia_current,competencia_previous,history_quality
gestor,BLESS CAPITAL GESTORA DE RECURSOS LTDA,5100122724.62,5100122724.62,76.0,76.0,0.005320743856459727,1.0,40.0,2829001630.25,237229726.05,44.0,44.0,0.0036148755669100667,0.08385634123124769,56.0,2271121094.37,0.17058682895496605,16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,QI TECH + SINGULARE,4911885951.61,4911885951.61,17.0,17.0,0.005124364336273301,1.0,41.0,798878092.5,479056747.34999996,10.0,10.0,0.0010208000117917111,0.599661890653235,122.0,4113007859.1099997,0.41035643244815895,81.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VCM GESTAO DE CAPITAL LTDA,4846510824.46,4846510824.46,24.0,24.0,0.005056161211577993,1.0,42.0,4470462049.309999,112426128.82,16.0,16.0,0.005712320509840548,0.025148659708978536,39.0,376048775.1500006,-0.06561592982625553,-3.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BRAVE GESTORA DE RECURSOS LTDA,4376372204.889999,4376372204.889999,27.0,27.0,0.004565685333480781,1.0,43.0,3009845940.34,2132537254.38,24.0,24.0,0.0038459569742054305,0.7085204015920838,51.0,1366526264.5499992,0.07197283592753506,8.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LASS CAPITAL GESTAO DE RECURSOS LTDA,4346824803.35,4346824803.35,13.0,13.0,0.00453485977031161,1.0,44.0,2554363107.84,0.0,12.0,12.0,0.0032639446682578596,0.0,59.0,1792461695.5100002,0.12709151020537504,15.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PORTOFINO GESTAO DE RECURSOS LTDA,4344457175.13,4344457175.13,11.0,11.0,0.004532389723219383,1.0,45.0,3566944912.56,1521008493.3700001,10.0,10.0,0.004557813567533312,0.4264177133810488,45.0,777512262.5700002,-0.002542384431392878,0.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPACOES LTDA,4285819588.64,4285819588.64,35.0,35.0,0.004471215591748352,1.0,46.0,1981369985.06,1134731774.41,16.0,16.0,0.0025317786569707323,0.5727005975492447,68.0,2304449603.58,0.193943693477762,22.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA,4189743621.41,4189743621.41,6.0,6.0,0.004370983569894303,1.0,47.0,3327842252.57,0.0,3.0,3.0,0.004252290108536692,0.0,47.0,861901368.8399997,0.011869346135761055,0.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ACURA GESTORA DE RECURSOS LTDA,4044196054.04,4044196054.04,14.0,14.0,0.004219139905198119,1.0,48.0,5200456378.38,193133669.12,13.0,13.0,0.006645101401841963,0.037137830810949575,33.0,-1156260324.3400002,-0.2425961496643844,-15.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ECO GESTAO DE ATIVOS LTDA,3979050191.58,3979050191.58,9.0,9.0,0.004151175962725805,1.0,49.0,5316406817.95,4499272058.389999,16.0,16.0,0.006793261942469518,0.8462994297575055,31.0,-1337356626.37,-0.2642085979743713,-18.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GESTORA DE RECURSOS ID - GRID LTDA,3965921746.0,3965921746.0,57.0,57.0,0.0041374796067876534,1.0,50.0,4003026537.59,233780361.04999998,42.0,42.0,0.005115035166362889,0.05840090213110257,41.0,-37104791.59000015,-0.09775555595752357,-9.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CARMEL GESTORA DE ATIVOS LTDA,3804172311.07,3804172311.07,26.0,26.0,0.003968733214071436,1.0,51.0,4764519188.76,3975214798.23,23.0,23.0,0.006088064361419502,0.8343370318683884,34.0,-960346877.69,-0.21193311473480655,-17.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SUESTE CAPITAL GESTAO DE RECURSOS LTDA,3779427818.6200004,3779427818.6200004,17.0,17.0,0.003942918324255357,1.0,52.0,3410183860.74,476765004.34999996,13.0,13.0,0.004357505554272406,0.1398062461789211,46.0,369243957.8800006,-0.04145872300170489,-6.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,INVISTA GESTORA DE RECURSOS LTDA,3731463508.86,3731463508.86,4.0,4.0,0.0038928791741672836,1.0,53.0,3002880284.7599998,0.0,4.0,4.0,0.003837056315437896,0.0,52.0,728583224.1000004,0.005582285872938759,-1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SECURITY ADM. DE RECURSOS LTDA,3715379541.24,3715379541.24,2.0,2.0,0.0038760994462033863,1.0,54.0,3718416942.6,0.0,2.0,2.0,0.004751363311233345,0.0,44.0,-3037401.3600001335,-0.08752638650299589,-10.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,QUADRA GESTAO DE RECURSOS S.A,3605249422.74,3605249422.74,23.0,23.0,0.003761205318540269,1.0,55.0,2913072843.95,19288676.88,19.0,19.0,0.0037223010887036854,0.0066214193442019785,54.0,692176578.79,0.0038904229836583554,-1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MILENIO CAPITAL GESTAO DE INVESTIMENTOS LTDA,3491652328.89,3491652328.89,35.0,35.0,0.0036426942410918138,1.0,56.0,3156513404.9900002,1925189349.7,33.0,33.0,0.004033367482829662,0.6099100820090131,48.0,335138923.8999996,-0.03906732417378483,-8.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,INTRA ASSET MANAGEMENT LTDA,3407402160.44,3407402160.44,10.0,10.0,0.003554799578474762,1.0,57.0,825394336.04,0.0,4.0,4.0,0.0010546822548678709,0.0,120.0,2582007824.4,0.2500117323606891,63.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ARTESANAL FINANCEIRO LTDA,3402898699.1,3402898699.1,10.0,10.0,0.003550101306383791,1.0,58.0,155908900.68,26036418.79,4.0,4.0,0.00019921914137678863,0.16699764206175274,259.0,3246989798.42,0.33508821650070025,201.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,H2 KAPITAL S.A,3378653739.42,3378653739.42,16.0,16.0,0.0035248075581285304,1.0,59.0,2538752968.14,822166561.76,15.0,15.0,0.003243998157094981,0.3238466176417136,60.0,839900771.2800002,0.028080940103354962,1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MULTIPLIKE GESTAO DE RECURSOS LTDA,3301105102.87,3301105102.87,2.0,2.0,0.003443904322308654,1.0,60.0,2391187865.39,1213950211.08,2.0,2.0,0.0030554406537143947,0.5076766358054456,62.0,909917237.48,0.038846366859425926,2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BANK OF AMERICA MERRILL LYNCH BANCO MULTIPLO S.A,3167591673.65,3167591673.65,2.0,2.0,0.0033046153685648764,1.0,61.0,2932040889.94,0.0,1.0,1.0,0.0037465383055607215,0.0,53.0,235550783.71000004,-0.0441922936995845,-8.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MORE INVEST GESTORA DE RECURSOS LTDA,3167290809.96,3167290809.96,4.0,4.0,0.0033043014901120164,1.0,62.0,2409351906.28,2409351906.28,4.0,4.0,0.0030786505193106245,1.0,61.0,757938903.6799998,0.022565097080139193,-1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NEBRASKA CAPITAL GESTAO DE RECURSOS LTDA,3165139500.64,3165139500.64,5.0,5.0,0.0033020571194437424,1.0,63.0,2626019806.68,33890360.77,3.0,3.0,0.0033555070226490295,0.01290559982974637,58.0,539119693.96,-0.0053449903205287155,-5.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GUARDIAN CREDITO LTDA,3108489509.54,3108489509.54,14.0,14.0,0.0032429565627730634,1.0,64.0,138541991.08,0.0,1.0,1.0,0.00017702784374214287,0.0,266.0,2969947518.46,0.30659287190309203,202.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VINCI GESTORA DE RECURSOS LTDA,3100971795.0,3100971795.0,13.0,13.0,0.0032351136469035624,1.0,65.0,2378016077.01,1287771873.16,11.0,11.0,0.00303860984828882,0.5415320298335328,63.0,722955717.9899998,0.019650379861474228,-2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NORTH SEA GESTORA DE RECURSOS LTDA,2967850847.67,2967850847.67,7.0,7.0,0.0030962341530331536,1.0,66.0,715972270.3000001,0.0,4.0,4.0,0.0009148636178989703,0.0,132.0,2251878577.37,0.21813705351341833,66.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EMERALD GESTAO DE INVESTIMENTOS SOCIEDADE UNIPESSOAL LIMITADA,2956263542.31,2956263542.31,4.0,4.0,0.0030841456039655945,1.0,67.0,1919853143.0900002,0.0,3.0,3.0,0.0024531729302673623,0.0,73.0,1036410399.2199998,0.06309726736982323,6.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PHRONESIS INVESTIMENTOS LTDA,2818319335.09,2818319335.09,3.0,3.0,0.0029402342056070955,1.0,68.0,998582884.87,0.0,3.0,3.0,0.0012759811918991845,0.0,108.0,1819736450.2200003,0.1664253013707911,40.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NOVA S.R.M. ADMINISTRACAO DE RECURSOS E FINANCAS S/A,2746384695.22,2746384695.22,9.0,9.0,0.0028651878167609396,1.0,69.0,977522066.4399999,0.0,4.0,4.0,0.001249069847222791,0.0,110.0,1768862628.7799997,0.16161179695381486,41.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BLUE SOLUTIONS ASSET MANAGEMENT LTDA,2675134405.31,2675134405.31,16.0,16.0,0.002790855381488443,1.0,70.0,1665647745.33,146882834.62,17.0,17.0,0.0021283513142196986,0.08818361207032968,84.0,1009486659.98,0.06625040672687443,14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ARTESANAL MCMS LTDA,2656203376.84,2656203376.84,12.0,12.0,0.002771105434503448,1.0,71.0,373492286.53999996,86161142.88,4.0,4.0,0.0004772454446848474,0.23069055502642188,184.0,2282711090.3,0.22938599898186005,113.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,REGIA CAPITAL LTDA,2585230919.89,2585230919.89,8.0,8.0,0.002697062850690388,1.0,72.0,1789489978.47,1142257199.6100001,6.0,6.0,0.002286595925301738,0.6383143875366215,78.0,795740941.4199998,0.041046692538864976,6.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,APEX GROUP INVESTIMENTOS LTDA,2532101392.72,2532101392.72,1.0,1.0,0.0026416350461942813,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2532101392.72,0.2641635046194281,-73.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VINCI SPS GESTAO DE RECURSOS LTDA,2493142902.39,2493142902.39,9.0,9.0,0.002600991289313757,1.0,74.0,1795509910.1299999,27871172.86,8.0,8.0,0.0022942881456382382,0.0155227062255435,77.0,697632992.26,0.03067031436755187,3.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EUQUEROINVESTIR GESTAO DE RECURSOS LTDA,2471267501.22,2471267501.22,28.0,28.0,0.002578169601941216,1.0,75.0,1911120169.72,1814972936.45,18.0,18.0,0.002442014007018916,0.9496906396607773,74.0,560147331.4999998,0.01361555949223,-1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FARMTECH GESTAO DE RECURSOS LTDA,2444047404.45,2444047404.45,12.0,12.0,0.0025497720181022884,1.0,76.0,1966729718.09,567132424.16,13.0,13.0,0.0025130714413943963,0.28836317412784795,69.0,477317686.3599999,0.0036700576707892132,-7.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EUROVEST ASSET MANAGEMENT LTDA,2167261890.4700003,2167261890.4700003,2.0,2.0,0.0022610133151093406,1.0,77.0,2174255777.91,0.0,2.0,2.0,0.0027782465742465256,0.0,65.0,-6993887.43999958,-0.0517233259137185,-12.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BURITI INVESTIMENTOS GESTORA DE RECURSOS LTDA,2144323058.74,2144323058.74,41.0,41.0,0.0022370821952928353,1.0,78.0,2111092766.53,888672081.08,38.0,38.0,0.0026975373854894137,0.4209535910355607,66.0,33230292.21000004,-0.04604551901965784,-12.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LETO ASSET MANAGEMENT LTDA,2128731158.31,2128731158.31,12.0,12.0,0.0022208158203636643,1.0,79.0,726222968.89,0.0,7.0,7.0,0.000927961878246553,0.0,131.0,1402508189.42,0.12928539421171115,52.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AUGME CAPITAL GESTAO DE RECURSOS LTDA,2121053106.83,2121053106.83,26.0,26.0,0.0022128056316980892,1.0,80.0,1151304121.6200001,454059345.84000003,18.0,18.0,0.0014711271619024173,0.3943869715337187,99.0,969748985.2099998,0.07416784697956719,19.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,IORQ GESTAO DE RECURSOS LTDA,2111506564.6,2111506564.6,17.0,17.0,0.002202846125101218,1.0,81.0,1649679812.53,573930567.27,12.0,12.0,0.0021079476179066354,0.3479042192980481,86.0,461826752.06999993,0.009489850719458272,5.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EB CAPITAL CREDITO PRIVADO LTDA,2084491053.34,2084491053.34,1.0,1.0,0.002174661976733205,1.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084491053.34,0.2174661976733205,-82.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,2067324375.5,2067324375.5,9.0,9.0,0.002156752702665725,1.0,83.0,1568059512.16,0.0,5.0,5.0,0.0020036538534858282,0.0,87.0,499264863.3399999,0.015309884917989692,4.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PRAVALER S/A,2054916276.52,2054916276.52,4.0,4.0,0.0021438078540840476,1.0,84.0,177940614.66,0.0,1.0,1.0,0.00022737108859090705,0.0,247.0,1876975661.86,0.19164367654931405,163.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LATACHE GESTAO DE RECURSOS LTDA,2051804645.93,2051804645.93,11.0,11.0,0.002140561620563942,1.0,85.0,1889296337.2,951178373.49,12.0,12.0,0.002414127689065146,0.5034564217171341,75.0,162508308.73000002,-0.02735660685012041,-10.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,KINEA INVESTIMENTOS LTDA,1978199653.56,1978199653.56,4.0,4.0,0.0020637726231018025,1.0,86.0,658234053.68,0.0,1.0,1.0,0.0008410861883263494,0.0,135.0,1319965599.88,0.12226864347754532,49.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAM ASSET MANAGEMENT GESTORA DE RECURSOS LTDA,1945034361.84,1945034361.84,4.0,4.0,0.002029172667042896,1.0,87.0,1876318341.5900002,0.0,6.0,6.0,0.002397544510484966,0.0,76.0,68716020.24999976,-0.036837184344207026,-11.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,OPEA GESTORA DE RECURSOS LTDA,1896183868.05,1896183868.05,10.0,10.0,0.0019782089983720534,1.0,88.0,2738901184.01,1942149686.93,12.0,12.0,0.0034997459401901673,0.7090981223669108,57.0,-842717315.9600003,-0.1521536941818114,-31.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PRISMA CAPITAL LTDA,1877456387.2,1877456387.2,6.0,6.0,0.0019586714040709225,1.0,89.0,1677780962.5800002,791282311.32,5.0,5.0,0.0021438550417948437,0.47162432341776556,81.0,199675424.6199999,-0.01851836377239212,-8.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RENOVA GESTORA DE RECURSOS LTDA,1821071976.43,1821071976.43,18.0,18.0,0.001899847916205357,1.0,90.0,1059002522.83,268774036.19,12.0,12.0,0.0013531849201288693,0.2537992406965643,106.0,762069453.6,0.05466629960764879,16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LIBERTAS ASSET S/A,1810355504.31,1810355504.31,35.0,35.0,0.001888667870886024,1.0,91.0,811121100.77,174292952.18,18.0,18.0,0.0010364440294506156,0.21487907541123405,121.0,999234403.54,0.08522238414354083,30.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,KUMB INVEST S.A,1800662464.82,1800662464.82,3.0,3.0,0.0018785555298500185,1.0,92.0,3757989903.84,0.0,1.0,1.0,0.0048019293233441665,0.0,43.0,-1957327439.0200002,-0.2923373793494148,-49.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TRIUS CAPITAL GESTAO DE INVESTIMENTOS E CONSULTORIA LTDA,1782546719.98,1782546719.98,5.0,5.0,0.001859656134037969,1.0,93.0,1325929768.92,0.0,2.0,2.0,0.001694262411819131,0.0,94.0,456616951.05999994,0.016539372221883793,1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BERKANA INVESTIMENTOS E GESTAO DE RECURSOS LTDA,1772099509.24,1772099509.24,6.0,6.0,0.0018487569978086272,1.0,94.0,1727010565.26,0.0,5.0,5.0,0.0022067602327971183,0.0,80.0,45088943.98000002,-0.03580032349884911,-14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PRISMA CLAIMS LTDA,1771616873.73,1771616873.73,11.0,11.0,0.0018482534844495575,1.0,95.0,1749475250.0,729376764.4,9.0,9.0,0.0022354654265717105,0.4169117364764091,79.0,22141623.73000002,-0.0387211942122153,-16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,KP GESTAO DE RECURSOS LTDA,1750563413.75,1750563413.75,11.0,11.0,0.001826289293802723,1.0,96.0,1495995780.24,1304667188.23,11.0,11.0,0.0019115713954934146,0.872106195393609,89.0,254567633.51,-0.008528210169069156,-7.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PATRIMONIAL GESTAO DE RECURSOS LTDA,1727950607.47,1727950607.47,14.0,14.0,0.0018026983026466056,1.0,97.0,1185640592.65,877467664.87,12.0,12.0,0.0015150020288706959,0.7400789668552008,95.0,542310014.8199999,0.028769627377590975,-2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ARTESANAL AGRO LTDA,1717452403.4599998,1717452403.4599998,6.0,6.0,0.0017917459672801598,1.0,98.0,301392822.51,301392822.51,1.0,1.0,0.0003851173284891964,1.0,202.0,1416059580.9499998,0.14066286387909632,104.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,KOBOLD GESTORA DE FUNDOS LTDA,1705586513.38,1705586513.38,4.0,4.0,0.001779366782473526,1.0,99.0,1404389682.34,1162523758.35,4.0,4.0,0.0017945178591723986,0.8277786236744477,90.0,301196831.0400002,-0.0015151076698872654,-9.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VERDE ASSET MANAGEMENT S.A,1697983196.05,1697983196.05,6.0,6.0,0.001771434560808149,1.0,100.0,1351111344.72,894724719.16,4.0,4.0,0.0017264392271741896,0.6622139046174761,93.0,346871851.3299999,0.004499533363395937,-7.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CULTINVEST ASSET MANAGEMENT LTDA,1654041358.87,1654041358.87,10.0,10.0,0.001725591887437096,1.0,101.0,3078482598.88,354375196.09000003,10.0,10.0,0.00393366034535148,0.11511359402158948,50.0,-1424441240.0100002,-0.2208068457914384,-51.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MENESTYS GESTORA DE RECURSOS LTDA,1653818133.23,1653818133.23,31.0,31.0,0.0017253590055013536,1.0,102.0,230856325.63,86913087.28999999,9.0,9.0,0.0002949863591675536,0.37648129005266273,227.0,1422961807.6,0.14303726463337998,125.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HARBOUR CAPITAL ADMINISTRADORA DE CARTEIRAS DE VALORES MOBILIARIOS LTDA,1633276490.3500001,1633276490.3500001,38.0,38.0,0.0017039287721409412,1.0,103.0,745330799.02,98526308.99,16.0,16.0,0.0009523777101552468,0.13219138283235787,128.0,887945691.3300002,0.07515510619856944,25.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,STRATA CAPITAL GESTAO DE RECURSOS LTDA,1586867338.92,1586867338.92,33.0,33.0,0.0016555120534289263,1.0,104.0,1662864105.93,607959322.45,19.0,19.0,0.002124794402146354,0.36560974542774377,85.0,-75996767.00999999,-0.04692823487174279,-19.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,B.OND CAPITAL LTDA,1552167256.28,1552167256.28,3.0,3.0,0.001619310914457475,1.0,105.0,1130200087.9,0.0,3.0,3.0,0.0014441605970754708,0.0,103.0,421967168.3799999,0.017515031738200414,-2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,WNT GESTORA DE RECURSOS LTDA,1436306710.37,1436306710.37,30.0,30.0,0.0014984384725295927,1.0,106.0,1952114661.1,538891245.67,31.0,31.0,0.0024943964389280734,0.2760551193065367,70.0,-515807950.73,-0.09959579663984808,-36.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ARTESANAL IMOBILIARIO LTDA,1418933308.87,1418933308.87,2.0,2.0,0.0014803135323490952,1.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418933308.87,0.1480313532349095,-107.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ALGARVE CAPITAL GESTAO DE RECURSOS LTDA,1375840875.33,1375840875.33,20.0,20.0,0.001435357006124535,1.0,108.0,1156243923.58,945487171.16,17.0,17.0,0.0014774392011814472,0.8177229318814943,98.0,219596951.75,-0.004208219505691217,-10.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SOSU CAPITAL GESTAO DE INVESTIMENTOS LTDA,1364512755.78,1364512755.78,21.0,21.0,0.0014235388547279148,1.0,109.0,781706352.24,64779529.63,14.0,14.0,0.000998858099972553,0.08286939135696232,123.0,582806403.54,0.042468075475536174,14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ORIZ ASSET MANAGEMENT LTDA,1361091743.66,1361091743.66,17.0,17.0,0.001419969856450188,1.0,110.0,373443388.61,156435896.24,8.0,8.0,0.0004771829633025324,0.41890123379147964,185.0,987648355.0500001,0.09427868931476556,75.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,APUAMA CAPITAL GESTORA DE RECURSOS LTDA,1348286855.76,1348286855.76,19.0,19.0,0.0014066110546516182,1.0,111.0,380244679.51,133859593.78999999,9.0,9.0,0.00048587359820177246,0.3520354156236909,182.0,968042176.25,0.09207374564498458,71.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GUARDIAN GESTORA LTDA,1323494814.42,1323494814.42,12.0,12.0,0.0013807465590754398,1.0,112.0,2104571040.1299999,1256791241.97,13.0,13.0,0.002689203975863436,0.597172163830767,67.0,-781076225.7099998,-0.13084574167879962,-45.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SUNO GESTORA DE RECURSOS LTDA,1319568873.5,1319568873.5,5.0,5.0,0.0013766507897854036,1.0,113.0,28177044.3,28192615.95,6.0,6.0,3.6004400951445e-05,1.0005526360335815,401.0,1291391829.2,0.13406463888339584,288.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SRM EMPIRICA GESTAO DE CREDITO LTDA,1316352831.09,1316352831.09,28.0,28.0,0.001373295627798317,1.0,114.0,728881137.61,73827334.39,19.0,19.0,0.000931358464892494,0.10128857859057748,130.0,587471693.4799999,0.0441937162905823,16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LUMINA CAPITAL MANAGEMENT LTDA,1261017580.6200001,1261017580.6200001,9.0,9.0,0.0013155666848137443,1.0,115.0,932995115.37,831999115.64,8.0,8.0,0.001192173666686579,0.8917507733253803,114.0,328022465.2500001,0.012339301812716542,-1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PATRIA INVESTIMENTOS LTDA,1233033077.7,1233033077.7,6.0,6.0,0.0012863716281401299,1.0,116.0,1144194542.7,110605865.1,5.0,5.0,0.001462042599046702,0.09666700982422016,101.0,88838535.0,-0.01756709709065721,-15.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CONTEA CAPITAL GESTAO DE RECURSOS LTDA,1228876795.4,1228876795.4,18.0,18.0,0.0012820355533616381,1.0,117.0,1074727307.49,995849935.15,16.0,16.0,0.0013732779237010633,0.9266070827545861,105.0,154149487.9100001,-0.00912423703394252,-12.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ROOT CAPITAL - GESTAO DE RECURSOS LTDA,1224550257.52,1224550257.52,15.0,15.0,0.0012775218580864983,1.0,118.0,573761782.61,211916194.51,10.0,10.0,0.0007331481986457418,0.3693452595361247,149.0,650788474.91,0.05443736594407566,31.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,1205729272.87,1205729272.87,4.0,4.0,0.0012578867151975647,1.0,119.0,1526452828.74,0.0,3.0,3.0,0.0019504891675037176,0.0,88.0,-320723555.8700001,-0.06926024523061529,-31.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BRZ GESTAO DE RECURSOS LTDA,1201573026.1599998,1201573026.1599998,11.0,11.0,0.0012535506775486253,1.0,120.0,56236766.71,0.0,2.0,2.0,7.185888893391543e-05,0.0,347.0,1145336259.4499998,0.11816917886147099,227.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CVPAR INVESTIMENTOS LTDA,1172066586.8,1172066586.8,11.0,11.0,0.0012227678485016208,1.0,121.0,907430063.99,312448458.29,9.0,9.0,0.0011595068493146158,0.34432235682841916,116.0,264636522.80999994,0.006326099918700493,-5.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GOLDEN ASSET GESTORA DE RECURSOS LTDA,1152703953.6299999,1152703953.6299999,4.0,4.0,0.0012025676264585644,1.0,122.0,945267362.25,836451172.0400001,4.0,4.0,0.0012078550452065623,0.8848831615734759,113.0,207436591.37999988,-0.0005287418747997952,-9.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TAG INVESTIMENTOS LTDA,1144391244.47,1144391244.47,15.0,15.0,0.001193895326088204,1.0,123.0,650709367.15,127093914.42,9.0,9.0,0.0008314712042997935,0.19531594416206186,139.0,493681877.32000005,0.03624241217884104,16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ARC CAPITAL LTDA,1144069583.44,1144069583.44,8.0,8.0,0.0011935597506439165,1.0,124.0,651822135.89,546683356.2,6.0,6.0,0.0008328930912604921,0.8387002007128169,138.0,492247447.5500001,0.03606666593834243,14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
