review_id,competencia_referencia,cnpj_fundo,denominacao_referencia,status,tipo_analitico,foco_analitico,tabela_ii_analitica,taxonomia_funcional_n1,taxonomia_funcional_n2,confianca,documento_id,fonte_documental,documento_data,pagina_clausula,evidencia,cedente_originador_expresso,notas,responsavel,competencia_inicio,updated_at_utc
28472392000100,2026-06,28472392000100,UPL 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO RESPONSABILIDADE LIMITADA,aprovado,"Agro, Indústria e Comércio",Agronegócio,N/D,Multissetorial / Outros,Multicarteira outros,media,1107793,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=28472392000100,,p. 2,ORES DE SERVICOS ........................................................................... 39 10. POLITICA DE INVESTIMENTO ......................................................................................... 42 11. DIREITOS CREDITORIOS ................................................................................................. 45 12. CRITERIOS DE ELEGIBILIDADE E CONDICOES DE CESSAO ............................................. 49 13. PROCEDIMENTOS E CUSTOS DE COBRANCA ................................................................. 51 14. FATORES DE RISCO ......................................................................................................... 52 15. COTAS .............................................................................................................................,N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
28651441000172,2026-06,28651441000172,VERMILLION I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,1018181,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=28651441000172,,p. 22 — política/definição do lastro,"O PAGAMENTO PELO ACEITANTE, NO CASO DA DUPLICATA DIGITAL, SAO FEITOS POR BOL ETO BANCARIO. DESSA FORMA, O FUNDO PODERA ENCONTRAR DIFICULDADES PARA REALIZAR A EXECUCAO JUDICIAL DOS DIREITOS CREDITORIOS REPRESENTADOS POR DUPLICATAS DIGITAIS. 13.8.18. RISCO LEGAL NORMATIVO – A RCVM 175 E UM NOVO MARCO PARA A INDUSTRIA DE FUNDOS DE INVESTIMENTO NO BRASIL, UMA VEZ QUE PROMOVEU IMPORTANTES MUDANCAS NAS ESTRUTURAS DOS FUNDOS DE INVESTIMENTO COM A CRIACAO DAS CLASSES E SUBCLASSES DE COTAS, POR EXEMPLO. TODA ESSA NOVA DINAMICA RE GULATORIA DEPENDERA DE NOVO ENTENDIMENTO, NAO SO PELO MERCADO FINANCEIRO, MAS SOBRETUDO PELOS OPERADORES DO DIREITO, ADVOGADOS, JUIZES, ENTRE OUTROS. ISSO SIGNIFICA QUE DECISOES E MANIFESTACOES EQUIVOCADAS A RESPEITO DO FU",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
28819553000190,2026-06,28819553000190,PÁTRIA CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,aprovado,"Agro, Indústria e Comércio",Crédito Corporativo,N/D,Multissetorial / Outros,Multicarteira outros,media,792688,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=28819553000190,,p. 2,"............................ ................................ ............... 34 CAPITULO SEIS – DA POLITICA DE INVESTIMENTO, COMPOSICAO E DIVERSIFICACAO DA CARTEIRA DO FUNDO ................................ ......................... 35 CAPITULO SETE – DOS CRITERIOS DE AVALIACAO DOS DIREITOS DE CREDITO E DOS ATIVOS FINANCEIROS INTEGRANTES DA CARTEIRA ............................... 39 CAPITULO OITO – DO PATRIMONIO DO FUNDO ................................ .................... 41 CAPITULO NOVE – DAS CARACTERISTICAS, DIREITOS, CONDICOES DE EMISSAO, SUBSCRICAO E INTEGRALIZACAO DAS COTAS ................................ . 42 CAPITULO DEZ – DA ASSEMBLEIA GERAL DE COTISTAS ................................ .... 54 CAPITULO ONZE – DOS COMITES DO FUNDO ................................ ...................... 64 CAPITUL",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
29109350000172,2026-06,29109350000172,JC DIVERSIFICADO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,aprovado,Outros,Poder Público,Ações judiciais,Judicial/Precatórios/NPL,Precatórios/direitos judiciais,alta,703174,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=29109350000172,,p. 32 — política/definição do lastro,"AZENDO-SE O PAGAMENTOATEO FINAL DOEXERCICIO SEGUINTE. DESTA FORMA, CASO A ENTIDADE DE DIREITO PUBLICO NAO TENHA EFETUADO A DEVIDA INCLUSAO EM SEU ORCAMENTO DE VERBAS RELATIVAS AOS DIREITOS CREDITORIOS ORIGINADOS DE PRECATORIOSJUDICIAIS, PODERAOCORRER AINADIMPLENCIA OUO ATRASO DA ENTIDADE DEDIREITO PUBLICONO PAGAMENTODOS DIREITOSCREDITORIOS,PROPORCIONANDOPREJUIZOSAO FUNDO E, CONSEQUENTEMENTE, AOSCOTISTAS;(IX) APESAR DAS REGRAS DISCIPLINADAS PARA PAGAMENTO DEPRECATORIOSJUDICIAIS PREVISTAS NACONSTITUICAO FEDERAL, NAO EXISTE OBICEPARA QUE A ENTIDADE DE DIREITOPUBLICO FACAO PAGAMENTO ANTECIPADO, O QUE, NA HIPOTESE DE NAO HAVER OUTROS DIREITOS CREDITORIOS NA CARTEIRA DO FUNDO, PODE ACARRETAR AANTECIPACAODO PRAZO DEDURACAOEMRELACAO AQUELEORIGI",p. 35: CNPJ DA CEDENTE,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
29225241000110,2026-06,29225241000110,ALTERNATIVE ASSETS III BTG,aprovado,Outros,Poder Público,Ações judiciais,Judicial/Precatórios/NPL,Precatórios/direitos judiciais,media,IMG_8592,Comentário manual do usuário — IMG_8592.jpg,2026-07-29,Linha do FIDC na imagem,"Precatórios BTG (Whirlpool Brastemp, Usina Central Paraná, Sertrading e Comexport)",BTG e cedentes dos direitos judiciais,Decisão manual: direitos judiciais e precatórios enquadrados em Poder Público. Nenhum dos demais tipos ANBIMA acomoda adequadamente os direitos judiciais descritos.,usuario_curadoria_manual,2026-06,2026-07-29T20:21:37+00:00
29226654000110,2026-06,29226654000110,INVESTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,"Agro, Indústria e Comércio",Recebíveis Comerciais,N/D,Multissetorial / Outros,Multicarteira outros,media,1023849,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=29226654000110,,p. 23,"ARTIGO 37 DO ANEXO NORMATIVO II DA RESOLUCAO CVM 175/22, TENDO EM VISTA QUE A CLASSE UNICA TEM POR POLITICA DE INVESTIMENTO A AQUISICAO DE DIREITOS CREDITORIOS QUE SAO PASSIVEIS DE REGISTRO EM REGISTRADORA, DE ACORDO COM O ARTIGO 2O DA RESOLUCAO CMN N° 4.593 DE 28 DE AGOSTO DE 2017, O REGISTRO DE TAIS DIREITOS CREDITORIOS SERA OBRIGATORIO, NOS TERMOS DO OFICIO-CIRCULAR NO 8/2023/CVM/SSE, MOTIVO PELO QUAL A ADMINISTRADORA NAO NECESSITARA CONTRATAR O CUSTODIANTE PARA REALIZACAO DO SERVICO DE CUSTODIA PARA A CARTEIRA DE DIREITOS CREDITORIOS DA CLASSE UNICA. 9.1.2. OS SERVICOS DE CONTROLADORIA DE ATIVOS DA CLASSE UNICA SERAO PRESTADOS PELA ADMINISTRADORA. 9.1.3. O FUNDO CONTRATOU, POR MEIO DA GESTORA, O AGENTE DE COBRANCA EXTRAORDINARIA PARA A PRESTACAO DOS SERVICOS DE COBRANCA DOS DIREITOS CREDITORIOS TRANSFERI",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
29292312000106,2026-06,29292312000106,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS NPL II,aprovado,Outros,Recuperação,N/D,Judicial/Precatórios/NPL,Não padronizado/NPL,alta,929790,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=29292312000106,,p. 2 — política/definição do lastro,"DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS NPL II”, DORAVANTE DESIGNADO SIMPLESMENTE “FUNDO”, CONSTITUIDO COM UMA CLASSE E SUBCLASSE UNICA DE COTAS, TEM POR OBJETO A AQUISICAO DE DIREITOS CREDITORIOS, CONFORME DEFINICAO CONSTANTE DO ANEXO I, E TITULOS REPRESENTATIVOS DE CREDITOS PERFORMADOS OU NAO, VENCIDOS, PENDENTES DE PAGAMENTO, ORIGINADOS DE OPERACOES QUE INCLUEM MAS NAO SE LIMITAM A FINANCEIRAS, DE EMPRESTIMOS EM GERAL, DE HIPOTECAS, DE ARRENDAMENTO MERCANTIL, COMERCIAIS, IMOBILIARIAS, INDUSTRIAIS OU DE PRESTACAO DE SERVICOS, DE TITULOS DE PRECATORIO DEVIDOS PELAS FAZENDAS PUBLICAS, INCLUINDO REQUISICOES DE PEQUENO VALOR (RPV), QUE ATENDAM AOS CRITERIOS DE ELEGIBILIDADE E AS CONDICOES DE CESSAO PREVISTAS RESPECTIVAMENTE NAS CLAUSULAS 5 E 6 ABAIXO. 2. FORMA DE CONSTITUICAO 2.1. O FUNDO E CONSTITUIDO SOB A FORMA D",p. 41: CEDENTE PARA REGULAR AS CONDICOES DE UMA OU MAIS CESSOES FUTURAS DE DIREITOS CREDITORIOS. CMN: CONSELHO MONETARIO NACIONAL. CNPJ/MF: CADASTRO NACIONAL DA PESSOA JURIDICA DO MINISTERIO DA FAZENDA. CONSULTORA E,Conclusão documental propõe reclassificação; confirmar a materialidade do lastro antes de Aprovar e aplicar. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
29301202000155,2026-06,29301202000155,RSCRED MULTIESTRATÉGIA FIDC,aprovado,Outros,Poder Público,Ações judiciais,Judicial/Precatórios/NPL,Precatórios/direitos judiciais,media,IMG_8592,Comentário manual do usuário — IMG_8592.jpg,2026-07-29,Linha do FIDC na imagem,Special Sits - Precatórios INCRA x Fazenda São Bernardino (Nova Iguaçu – RJ),Cedentes dos direitos judiciais contra o INCRA,Decisão manual: precatórios e direitos judiciais contra ente público enquadrados em Poder Público. Nenhum dos demais tipos ANBIMA acomoda adequadamente os direitos judiciais descritos.,usuario_curadoria_manual,2026-06,2026-07-29T20:21:37+00:00
29469420000101,2026-06,29469420000101,MULTIPLIKE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,1242445,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=29469420000101,,p. 12 — política/definição do lastro,"NTRATAR PRESTADORES DE SERVICOS HAB ILITADOS PARA A VERIFICACAO E A GUARDA FISICA DOS DOCUMENTOS COMPROBATORIOS. 11 CRITERIOS DE ELEGIBILIDADE 11.1 O FUNDO SOMENTE PODERA ADQUIRIR DIREITOS CREDITORIOS QUE ATENDAM, EXCLUSIVA E CUMULATIVAMENTE, AOS SEGUINTES CRITERIOS DE ELEGIBILIDADE: A) SER REPRESENTADO POR DUPLICATAS, NOTAS COMERCIAIS (NCC), RECEBIVEIS DE CARTAO DE CREDITO ORIUNDOS DE ARRANJOS DE PAGAMENTOS REALIZADOS COM INSTITUICOES FINANCEIRAS, CEDULAS DE CREDITO BANCARIO – CCB S, CONTRATOS EM GERAL E CPR FINANCEIRA. B) SER ORIGINADOS DE OPERACOES REALIZADAS COM CEDENTES QUE TENHAM DOMICILIO OU SEDE NO PAIS, NOS SEGMENTOS INDUSTRIAL, COMERCIAL, IMOBILIARIO, AGRICOLA, FINANCEIRO, HIPOTECARIO, DE ARRENDAMENTO MERCANTIL E DE SERVICOS EM GERAL, E DEVEM SER REPRESENTADOS POR D UPLICATAS, CHEQUES, CONTRATOS, RECEBIVEIS DE CARTAO",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
29492605000129,2026-06,29492605000129,GAZIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS - RESPONSABILIDADE LIMITADA,aprovado,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",N/D,Crédito PJ,Recebíveis comerciais/multissetorial,alta,1117213,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=29492605000129,,p. 30 — política/definição do lastro,A política admite recebíveis documentados por NF-e e NFC-e e créditos representados por CCBs em múltiplos segmentos econômicos. O enquadramento oficial multicarteira é aderente.,"p. 6: CNPJ SOB O NO 11.760.553/0001-69. “CEDENTES” SIGNIFICA, EM CONJUNTO OU INDISTINTAMENTE, AS CEDENTE",Conclusão documental recomenda manter a classificação oficial pelo lastro multissetorial. A carteira pode alternar entre recebíveis comerciais e CCBs.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
30576260000170,2026-06,30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,Financeiro,Crédito Pessoal,N/D,Multissetorial / Outros,Multicarteira outros,media,703355,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=30576260000170,,p. 13,"S FINANCEIROS O E, CONFORME O CASO, ALIENACAO PELO FUNDO E/OU PELA CLASSE, EM ESTRITA OBSERVANCIA A POLITICA DE INVESTIMENTO, BEM COMO A COMPOSICAO E A DIVERSIFICACAO DA CARTEIRA DO FUNDO; B) EFETUAR A DEVIDA FORMALIZACAO DOS INSTRUMENTOS DE AQUISICAO; C) VALIDAR, PREVIAMENTE A CADA CESSAO, A ADERENCIA DOS DIREITOS CREDITORIOS AS CONDICOES DE CESSAO; D) VERIFICAR PREVIAMENTE O ENQUADRAMENTO DOS DIREITOS CREDITORIOS A POLITICA DE INVESTIMENTO, COMPREENDENDO, NO MINIMO, A VALIDACAO DOS DIREITOS CREDITORIOS QUANTO AOS CRITERIOS DE ELEGIBILIDADE E A OBSERVANCIA AOS REQUISITOS DE COMPOSICAO E DIVERSIFICACAO, DE FORMA INDIVIDUALIZADA OU POR AMOSTRAGEM, UTILIZANDO MODELO ESTATISTICO CONSISTENTE E PASSIVEL DE VERIFICACAO; E) AVALIAR A ADERENCIA DO RISCO DE PERFORMANCE DOS DIREITOS CREDITORIOS, SE HOUVER, A POLITICA D",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
31024386000103,2026-06,31024386000103,GAVEA OPEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,1200288,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=31024386000103,,p. 18 — política/definição do lastro,"FERIDA AUTARQUIA OU PELA CVM. 10.17. CONFORME ESTABELECIDO EM CADA UM DOS CONTRATOS DE CESSAO, OS BOLETOS DE COBRANCA DOS VALORES DEVIDOS PELOS DEVEDORES COM RELACAO A CADA UM DOS DIREITOS CREDITORIOS REPRESENTADOS POR DUPLICATAS SERAO PAGOS DIRETAMENTE EM CONTA CORRENTE DE TITULARIDADE DO FUNDO JUNTO AO BANCO COBRADOR E MOVIMENTADA PELO CUSTODIANTE, POR","p. 49: CEDENTES E OS DEVEDORES OU ENTRE OS DEVEDORES, DEVIDAMENTE IDENTIFICADOS PELO CPF/MF OU CNPJ/ME, REPRESENTADOS POR DOCUMENTOS COMPROBATORIOS DA OPERACAO, OBSERVADO O DISPOS",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
31739396000117,2026-06,31739396000117,LF III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,aprovado,"Agro, Indústria e Comércio",Recebíveis Comerciais,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,1146939,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=31739396000117,,p. 59 — política/definição do lastro,"ANSACOES DE PAGAMENTO NECESSARIAS AO RECEBIMENTO PELOS ESTABELECIMENTOS CREDENCIADOS OU O DIREITO AO RECEBIMENTO DESSES RECURSOS PARA O CUMPRIMENTO DESSA MESMA FINALIDADE, COMO OS DIREITOS CREDITORIOS, NAO PODEM SER OBJETO DE CESSAO DE DIREITOS CREDITORIOS NEM SER DADOS EM GARANTIA, EXCETO SE O PRODUTO DA CESSAO DOS CREDITOS OU DA OPERACAO GARANTIDA FOR DESTINADO PARA CUMPRIR AS OBRIGACOES DE LIQUIDACAO ENTRE OS PARTICIPANTES DOS ARRANJOS DE PAGAMENTO REFERENTES AS TRANSACOES DE PAGAMENTO ATE O RECEBIMENTO PELOS ESTABELECIMENTOS CREDENCIADOS, OU PARA ASSEGURAR O CUMPRIMENTO DESSAS OBRIGACOES, CONFORME AS REGRAS DOS ARRANJO DE PAGAMENTO. AINDA NAO EXISTE JURISPRUDENCIA DOS TRIBUNAIS BRASILEIROS SOBRE A APLICACAO DA REFERIDA NORMA, DE MODO QUE, C ASO A CESSAO DE DIREITOS CREDITORIOS CEDIDOS PELA CEDENTE AO FUNDO VENHA A SER QUESTIONADA JUDICIALMENTE, A AQUISICAO DE DIREITOS CREDITORIOS CEDIDOS PELO FUNDO PODERA SER ANULADA OU SE TORNAR INEFICAZ, GERANDO PERDAS AO","p. 6: CEDENTE. “CIP” E A CAMARA INTERBANCARIA DE PAGAMENTOS. “CMN” E O CONSELHO MONETARIO NACIONAL. “CNPJ” E O CADASTRO NACIONAL DA PESSOA JURIDICA, DO MINISTERIO DA FAZENDA. “CODIGO AN",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
32113885000121,2026-06,32113885000121,MN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,media,956980,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=32113885000121,,p. 73 — política/definição do lastro,"O PAGAMENTO PELO ACEITANTE, NO CASO DA DUPLICATA DIGITAL, SAO FEITOS POR BOLETO BANCARIO. DESSA FORMA, O FUNDO PODERA ENCONTRAR DIFICULDADES PARA REALIZAR A EXECUCAO JUDICIAL DOS DIREITOS CREDITORIOS REPRESENTADOS POR DUPLICATAS DIGITAIS. RISCO RELACIONADOS A AQUISICAO DE CREDITOS PERFORMADOS DE CEDENTES EM RECUPERACAO EXTRAJUDICIAL OU JUDICIAL: OS DIREITOS CREDITORIOS ADQUIRIDOS DE CEDENTES EM RECUPERACAO EXTRAJUDICIAL OU JUDICIAL, CONFORME POLITICA DE INVESTIMENTO ESTABELECIDA NESTE ANEXO, PODERAO SER ALCANCADOS POR DECISAO JUDICIAL DETERMINANDO A ARRECADACAO DOS CREDITOS A MASSA FALIDA, EM DECORRENCIA DE FALENCIA, OU ATE MESMO PELA ANULACAO DA CESSAO, O QUE PODERA IMPACTAR NEGATIVAMENTE NOS RESULTADOS DESTA CLASSE DE COTAS. RISCO DE NA",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
32159534000151,2026-06,32159534000151,ITAÚ PRECISION ADVANCED FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIV RESP LIMITADA,aprovado,"Agro, Indústria e Comércio",Recebíveis Comerciais,N/D,Multissetorial / Outros,Multicarteira outros,media,665348,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=32159534000151,,p. 3,"TO DE CUSTODIA ”: E O “CONTRATO DE PRESTACAO DE SERVICOS QUALIFICADOS PARA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS E OUTRAS AVENCAS”, CELEBRADO PELO FUNDO, REPRESENTADO PELO ADMINISTRADOR, E O CUSTODIANTE, QUE PODERA, POR MEIO DE ADITIVO, SOFRER ALTERACOES ENTENDIDAS PELAS PARTES COMO PERTINENTES. “COTAS”: SAO AS COTAS DE EMISSAO DO FUNDO, REPRESENTANDO A TOTALIDADE DAS COTAS EM CIRCULACAO. “COTA DE ABERTURA”: E AQUELA QUE PERMITE AO INVESTIDOR CONHECER NO INICIO DO DIA O VALOR DA COTA DO FUNDO. ASSIM, E POSSIVEL SABER COM ANTECEDENCIA O VALOR QUE DEVERA PAGAR PELA COTA EM CASO DE INVESTIMENTO, OU O VALOR QUE VAI RECEBER EM CASO DE RESGATE. “COTA DE FECHAMENTO”: E AQUELA OBTIDA A PARTIR DO PATRIMONIO APURADO DEPOIS DO ENCERRAMENTO DOS MERCADOS EM QUE A CLASSE ATUE. “COTISTAS”: SAO OS TITULARES DE COTAS;",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
32321307000180,2026-06,32321307000180,CITY - 02 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE ILIMITADA,aprovado,Fomento Mercantil,Fomento Mercantil,N/D,Multissetorial / Outros,Multicarteira outros,media,1057633,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=32321307000180,,p. 11,"AXAS DE ADMINISTRACAO, DE GESTAO, MAXIMA DE DISTRIBUICAO, DE INGRESSO OU DE SAIDA; II. ALTERACAO DA POLITICA DE INVESTIMENTO; III. MUDANCA NAS CONDICOES DE RESGATE; OU IV. INCORPORACAO, CISAO, FUSAO OU TRANSFORMACAO QUE ACARRETE ALTERACAO, PARA OS COTISTAS ENVOLVIDOS, DAS CONDICOES ELENCADAS NOS ITENS ACIMA. B) NO CASO DE CLASSE FECHADA, COM RELACAO A INCORPORACAO, CISAO, FUSAO OU TRANSFORMACAO, APENAS A PARTIR DO DECURSO DO PRAZO PARA PAGAMENTO DO REEMBOLSO AOS COTI STA DISSIDENTE OU QUE NAO PARTICIPOU DA ASSEMBLEIA, QUE OBSERVARA OS SEGUINTES PASSOS: I. O COTISTA TERA 10 (DEZ) DIAS PARA SOLICITAR O REEMBOLSO, A CONTAR DA COMUNICACAO DA DECISAO DA ASSEMBLEIA; E II. O PAGAMENTO DO REEMBOLSO DEVERA OCORRER EM ATE 10 (DEZ) DIAS DA RECEPCAO DA COMUNICACAO ENCAMINHADA PELO COTISTA, ADOTANDO PARA O VALOR DO REEMBO",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
32388135000162,2026-06,32388135000162,MULTIAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,926513,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=32388135000162,,p. 62 — política/definição do lastro,"DIREITOS CREDITORIOS CEDIDOS QUE TENHAM UM MESMO DEVEDOR PODERAO REPRESENTAR NO MAXIMO 20% (VINTE POR CENTO) DO PATRIMONIO LIQUIDO. 10.2 ADICIONALMENTE AS CONDICOES DE CESSAO , OS DIREITOS CREDITORIOS QUE PODERAO SER ADQUIRIDOS PELO FUNDO, NA RESPECTIVA DATA DE AQUISICAO E PAGAMENTO, DEVERAO ATENDER, CUMULATIVAMENTE, AOS SEGUINTES CRITERIOS DE ELEGIBILIDADE: (I) REPRESENTADOS POR TITULOS DE CREDITO, INCLUINDO, MAS NAO SE LIMITANDO A CERTIFICADO DE DEPOSITO AGROPECUARIO (CDA), WARRANT AGROPECUARIO (WA), CERTIFICADO DE DIREITOS CREDITORIOS DO AGRONEGOCIO (CDCA), DUPLICATAS, CONFISSOES DE DIVIDA, NOTAS PROMISSORIAS (NP), CEDULAS DE CREDITO BANCARIO (CCB) CEDULAS DE PRODUTO RURAL FISICA (CPR), CEDULAS DE PRODUTO RURAL FINANCEIRA (CPR); CERTIFICADO DE RECEBIMENTO DO AGRONEGOCIO (CRA), CERTIFICADO DE RECEBIVEIS IMOBILIARIOS (CRI), CONTRATO DE EXPORTACAO, CONTRATOS DE FORNECIMENTO EM GERAL, PODENDO ESTAREM ACOMPANHADOS DE CEDULAS DE PRODUTO RURAL OU NAO; TODO E QUALQUER INSTRUMENTO REPRESENTATIVO DE CREDITO; (II) SER ORIGINADOS DE OPERACOES REALIZADAS COM CEDENTES QUE TENHAM DOMICILIO OU",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
