cnpj_fundo,documento_id_regulamento,documento_data_regulamento,pagina_clausula,subordinacao_minima_junior_pct,subordinacao_minima_junior_display,subordinacao_minima_texto,subordinacao_minima_fonte,subordinacao_minima_natureza,suporte_estrutural_minimo_pct,suporte_estrutural_minimo_display,suporte_estrutural_minimo_texto,subordinacao_minima_formula,comparabilidade_tranche_flag,comparabilidade_tranche_motivo,emissao_data,emissao_data_display,emissao_fonte,paginas_lidas,status_curadoria_documental,observacao_documental
47151680000108,993922,2025-07-22,6,,N/D,"N/D — o regulamento foi lido integralmente; não foi isolado mínimo específico de cotas subordinadas júnior sobre o PL. A evidência mais próxima usa cotas subordinadas em conjunto, outro denominador, condição de emissão ou não contém percentual comparável.",FundosNet/B3; documento 993922; referência 2025-07-22; p. 6,suporte_total_pl,20.0,"20,0%*","Suporte total implícito na relação PL / cotas seniores de 125,0%.*","calculado: 1 − 1/1,25",true,Suporte total ou combinado; não representa mínimo júnior isolado.,2022-06-24,JUN/22,FundosNet/B3; documento 360352; Atos de Deliberação do Administrador; Instrumento Particular de Constituição/Encerramento do Fundo,171,revisto — suporte estrutural total localizado,Leitura documental revisada; suporte total/combinado registrado com asterisco e separado do mínimo júnior.
43309233000183,943032,2025-07-09,30,,N/D,"N/D — o regulamento foi lido integralmente; não foi isolado mínimo específico de cotas subordinadas júnior sobre o PL. A evidência mais próxima usa cotas subordinadas em conjunto, outro denominador, condição de emissão ou não contém percentual comparável.",FundosNet/B3; documento 943032; referência 2025-07-09; p. 30,suporte_total_pl,15.0,"15,0%*","Suporte total implícito na relação PL / cotas seniores de 117,64%.*","calculado: 1 − 1/1,1764",true,Suporte total ou combinado; não representa mínimo júnior isolado.,2021-08-03,AGO/21,FundosNet/B3; documento 211464; Atos de Deliberação do Administrador; Instrumento Particular de Constituição/Encerramento do Fundo,169,revisto — suporte estrutural total localizado,Leitura documental revisada; suporte total/combinado registrado com asterisco e separado do mínimo júnior.
43616659000180,791844,2024-11-28,7,,N/D,"N/D — o regulamento foi lido integralmente; não foi isolado mínimo específico de cotas subordinadas júnior sobre o PL. A evidência mais próxima usa cotas subordinadas em conjunto, outro denominador, condição de emissão ou não contém percentual comparável.",FundosNet/B3; documento 791844; referência 2024-11-28; p. 7,suporte_total_pl,25.0,"25,0%*","Suporte total implícito na relação PL / cotas seniores de 133,33%.*","calculado: 1 − 1/1,3333",true,Suporte total ou combinado; não representa mínimo júnior isolado.,2021-09-09,SET/21,FundosNet/B3; documento 291563; Atos de Deliberação do Administrador; Instrumento Particular de Constituição/Encerramento do Fundo,170,revisto — suporte estrutural total localizado,Leitura documental revisada; suporte total/combinado registrado com asterisco e separado do mínimo júnior.
52343195000176,791944,2024-11-27,7,,N/D,"N/D — o regulamento foi lido integralmente; não foi isolado mínimo específico de cotas subordinadas júnior sobre o PL. A evidência mais próxima usa cotas subordinadas em conjunto, outro denominador, condição de emissão ou não contém percentual comparável.",FundosNet/B3; documento 791944; referência 2024-11-27; p. 7,suporte_total_pl,15.0,"15,0%*","Suporte total regular implícito na relação PL / cotas seniores de 117,65%; patamar inicial distinto.*","calculado: 1 − 1/1,1765",true,Suporte total ou combinado; não representa mínimo júnior isolado.,2025-10-31,OUT/25,FundosNet/B3; documento 1070921; Outras Demonstrações Financeiras ; Demonstrações Financeiras - Encerramento de atividades,168,revisto — suporte estrutural total localizado,Leitura documental revisada; suporte total/combinado registrado com asterisco e separado do mínimo júnior.
44574361000117,928360,2025-06-12,133,,N/D,"N/D — o regulamento foi lido integralmente; não foi isolado mínimo específico de cotas subordinadas júnior sobre o PL. A evidência mais próxima usa cotas subordinadas em conjunto, outro denominador, condição de emissão ou não contém percentual comparável.",FundosNet/B3; documento 928360; referência 2025-06-12; p. 133,suporte_total_pl,15.0,"15,0%*","Suporte total regular implícito na relação PL / cotas seniores de 117,64%; patamar inicial distinto.*","calculado: 1 − 1/1,1764",true,Suporte total ou combinado; não representa mínimo júnior isolado.,2021-12-06,DEZ/21,FundosNet/B3; documento 250443; Atos de Deliberação do Administrador; Instrumento Particular de Constituição/Encerramento do Fundo,179,revisto — suporte estrutural total localizado,Leitura documental revisada; suporte total/combinado registrado com asterisco e separado do mínimo júnior.
45123558000100,N/D,N/D,N/D,,N/D,N/D — veículo fora do endpoint documental FIDC consultado.,N/D — documento FIDC não localizado,fora_perimetro,,,,N/D,false,Veículo fora do endpoint documental FIDC consultado.,N/D,N/D,N/D — ato de emissão não localizado,0,fora do perímetro FIDC — regulamento não localizado,"Canaã FIAGRO Imobiliário, identificado pela oferta pública; métricas e curadoria FIDC não foram imputadas."
50857998000113,1017825,2025-10-06,62,5.0,"5,0%","Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 5,0%.",FundosNet/B3; documento 1017825; referência 2025-10-06; p. 62,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-01-05,JAN/26,FundosNet/B3; documento 1076194; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,75,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
38376526000143,948252,2025-07-02,68,21.0,"21,0%","Cotas subordinadas júnior / PL, mínimo de 21,0%.",FundosNet/B3; documento 948252; referência 2025-07-02; p. 68,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2024-04-01,ABR/24,FundosNet/B3; documento 631728; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,82,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
45598747000121,883977,2025-04-22,95,4.7619047619,"4,76%*","Mínimo júnior implícito na relação PL / cotas seniores de 105,0%.",FundosNet/B3; documento 883977; referência 2025-04-22; p. 95,junior_pl_calculado,4.7619047619,"4,76%*","Mínimo júnior implícito na relação PL / cotas seniores de 105,0%.","calculado: 1 − 1/1,05",true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2025-05-14,MAI/25,FundosNet/B3; documento 903840; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,110,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
41197066000109,1076481,2025-12-30,89,10.0,"10,0% → 20,0% (gatilho)","Cotas júnior / PL: 10,0% até o gatilho contratual e 20,0% depois de atingido o novo patamar.",FundosNet/B3; documento 1076481; referência 2025-12-30; p. 89,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2025-08-27,AGO/25,FundosNet/B3; documento 982677; Atos de Deliberação do Administrador; Instrumento Particular de Emissão de Cotas,130,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
44124617000194,851798,2025-02-28,101–102,5.0,"5,0%","Cotas subordinadas / PL, mínimo de 5,0%; estrutura com uma única classe residual.",FundosNet/B3; documento 851798; referência 2025-02-28; p. 101–102,junior_pl,5.0,"5,0%","Cotas subordinadas / PL, mínimo de 5,0%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2021-10-28,OUT/21,FundosNet/B3; documento 257878; Atos de Deliberação do Administrador; Instrumento Particular de Constituição/Encerramento do Fundo,118,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
42085816000105,733165,2024-09-05,98,4.8,"4,8%","Cotas subordinadas / PL, mínimo de 4,8%; estrutura com uma única classe residual.",FundosNet/B3; documento 733165; referência 2024-09-05; p. 98,junior_pl,4.8,"4,8%","Cotas subordinadas / PL, mínimo de 4,8%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2021-09-01,SET/21,FundosNet/B3; documento 211003; Atos de Deliberação do Administrador; Instrumento Particular de Emissão de Cotas,111,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
38385876000176,719764,2024-08-14,11,10.0,"10,0%","Relação Mínima Subordinada: cotas júnior / PL, mínimo de 10,0%.",FundosNet/B3; documento 719764; referência 2024-08-14; p. 11,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2021-10-14,OUT/21,FundosNet/B3; documento 224338; Atos de Deliberação do Administrador; Instrumento Particular de Emissão de Cotas,72,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
40919667000107,1118056,2026-02-12,31,50.0,"50,0%","Cotas subordinadas / PL, mínimo de 50,0%; estrutura com uma única classe residual.",FundosNet/B3; documento 1118056; referência 2026-02-12; p. 31,junior_pl,50.0,"50,0%","Cotas subordinadas / PL, mínimo de 50,0%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2023-12-28,DEZ/23,FundosNet/B3; documento 577066; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,104,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
42102603000144,733239,2024-09-05,99,6.8,"6,8%","Cotas subordinadas / PL, mínimo de 6,8%; estrutura com uma única classe residual.",FundosNet/B3; documento 733239; referência 2024-09-05; p. 99,junior_pl,6.8,"6,8%","Cotas subordinadas / PL, mínimo de 6,8%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2024-10-31,OUT/24,FundosNet/B3; documento 828702; Outras Demonstrações Financeiras ; Demonstrações Financeiras - Encerramento de atividades,115,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
28169275000172,1149521,2026-03-25,44,50.0,"50,0%","Cotas subordinadas júnior / PL, mínimo de 50,0%; há classe mezanino.",FundosNet/B3; documento 1149521; referência 2026-03-25; p. 44,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega mais de uma classe subordinada ou usa denominador distinto.,2026-03-30,MAR/26,FundosNet/B3; documento 1148251; Oferta Pública de Distribuição de Cotas; Anúncio de Início,98,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
38658727000133,1216296,2026-06-05,62,26.665,"26,67%*","Mínimo júnior implícito na relação PL / cotas seniores de 136,36%.",FundosNet/B3; documento 1216296; referência 2026-06-05; p. 62,junior_pl_calculado,26.665,"26,67%*","Mínimo júnior implícito na relação PL / cotas seniores de 136,36%.","calculado: 1 − 1/1,3636",true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2026-06-16,JUN/26,FundosNet/B3; documento 1223025; Oferta Pública de Distribuição de Cotas; Anúncio de Início,89,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
52271464000136,1155755,2026-03-18,18,6.0,"6,0%","Cotas subordinadas júnior / PL, mínimo de 6,0%.",FundosNet/B3; documento 1155755; referência 2026-03-18; p. 18,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2025-12-29,DEZ/25,FundosNet/B3; documento 1072777; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,135,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
29226654000110,1023848,2025-10-28,3–4; 9–10,67.4267100977,"67,43%*","Mínimo júnior implícito na relação PL / cotas seniores de 307,0%.",FundosNet/B3; documento 1023848; referência 2025-10-28; p. 3–4; 9–10,junior_pl_calculado,67.4267100977,"67,43%*","Mínimo júnior implícito na relação PL / cotas seniores de 307,0%.","calculado: 1 − 1/3,07",true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2025-10-31,OUT/25,FundosNet/B3; documento 1026237; Oferta Pública de Distribuição de Cotas; Anúncio de Início,88,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
54857414000160,1263627,2026-06-01,74,15.0,"15,0%","Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 15,0%.",FundosNet/B3; documento 1263627; referência 2026-06-01; p. 74,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2024-12-23,DEZ/24,FundosNet/B3; documento 808216; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,183,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
44124465000120,951239,2025-07-08,85,3.0,"3,0%","Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 3,0%.",FundosNet/B3; documento 951239; referência 2025-07-08; p. 85,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2021-10-28,OUT/21,FundosNet/B3; documento 242313; Atos de Deliberação do Administrador; Instrumento Particular de Constituição/Encerramento do Fundo,99,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
55401645000128,1051890,2025-12-01,17,3.0,"3,0%","Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 3,0%.",FundosNet/B3; documento 1051890; referência 2025-12-01; p. 17,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2025-09-09,SET/25,FundosNet/B3; documento 987420; Oferta Pública de Distribuição de Cotas; Anúncio de Início,91,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
63622842000103,1051646,2025-12-01,69,50.0,"50,0%","Cotas subordinadas / PL, mínimo de 50,0%; estrutura com uma única classe residual.",FundosNet/B3; documento 1051646; referência 2025-12-01; p. 69,junior_pl,50.0,"50,0%","Cotas subordinadas / PL, mínimo de 50,0%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2025-12-09,DEZ/25,FundosNet/B3; documento 1058151; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,90,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
