review_scope,rank_reference,cnpj_fundo,nome_fidc,pl_max,competencia_pl_max,competencias_observadas,tipo_anbima_oficial,foco_anbima_oficial,document_id,document_reference_date,document_url,local_path,documentos_lidos,paginas_lidas,pagina_clausula,cedent_originator_explicit,evidence_summary,tipo_anbima_sugerido,foco_anbima_sugerido,tabela_ii_sugerida_documental,taxonomia_funcional_n1_sugerida,taxonomia_funcional_n2_sugerida,decision_status,confianca_documental,justificativa_curta,family_scores,perimeter_proposal,is_fic_fidc_suggested,manual_validation_reason,reading_method,source_limitations
outros_expansao_documental,Outros — PL máximo em 2026-06,60431592000128,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS KINEA CRÉDITO ESTRUTURADO RESPONSABILIDADE LIMITADA,1116265513.27,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,1183784,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=60431592000128,data/raw/industry_outros_reclassification/60431592000128/1183784_regulamento.pdf,regulamento 1183784,62,regulamento 1183784 p. 25,,"regulamento 1183784 p. 25 [crédito corporativo / mercado de capitais]: 25 DIREITOS CREDITORIOS CRITERIOS DE ELEGIBILIDADE DEBENTURES/NOTAS COMERCIAIS (I) OS DIREITOS CREDITORIOS ESTEJAM DEPOSITADOS PARA NEGOCIACAO NA B3 OU OUTRO SISTEMA DE REGISTRO, LIQUIDACAO E CUSTODIA RECONHECIDO PELO BACEN OU AUTORIZADO PELA CVM DE FORMA QUE A LIQUIDACAO FINANCEIRA DE SUA AQUISICAO POSSA SER REALIZADA EM UM DE TAIS SISTEMAS DE REGISTRO; (II) NAO SEJAM DIREITOS  || CEDENTE/ORIGINADOR: regulamento 1183784 p. 23: CEDENTE E ESTARAO DISCRIMINADOS NO RESPECTIVO DOCUMENTO DE CESSAO DE DIREITOS CREDITORIOS, QUANDO DA AQUISICAO DOS DIREITOS CREDITORIOS PELO FUNDO","Agro, Indústria e Comércio",Crédito Corporativo,Financeiro,Crédito PJ,Crédito privado/mercado de capitais,aprovado,alta,"A família crédito corporativo / mercado de capitais domina a definição do lastro (escore 18.4 contra 2.5 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",crédito corporativo / mercado de capitais=18.4; direitos judiciais privados=2.5; agronegócio=0.7,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2026-06,49916151000183,ASA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RESP. LTDA,1099424222.75,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,1179608,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=49916151000183,data/raw/industry_outros_reclassification/49916151000183/1179608_regulamento.pdf,regulamento 1179608,64,regulamento 1179608 p. 18,,"regulamento 1179608 p. 18 [receitas e dívidas do poder público]: SPESAS COM FECHAMENTO DE CAMBIO, VINCULADAS AS OPERACOES DA CARTEIRA DE ATIVOS; (N) DISTRIBUICAO PRIMARIA DAS COTAS; (O) ADMISSAO DAS COTAS A NEGOCIACAO EM MERCADO ORGANIZADO; (P) ROYALTIES DEVIDOS PELO LICENCIAMENTO DE INDICES DE REFERENCIA, DESDE QUE COBRADOS DE ACORDO COM CONTRATO ESTABELECIDO ENTRE A ADMINISTRADORA E A INSTITUICAO QUE DETEM OS DIREITOS SOBRE O RESPECTIVO INDICE; (Q) MONTANTES DEVIDOS A FUNDOS INVESTIDORES NA HIPOTESE DE ACORDO DE REMUNERACAO COM BASE NA TAXA DE ADMINISTRACAO, TAXA DE",Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,em_revisao,baixa,"O documento foi lido integralmente, mas nenhuma família de direitos creditórios atingiu evidência suficiente na definição do lastro, na política de investimento ou nos critérios de elegibilidade.",receitas e dívidas do poder público=2.0,,True,"Confirmar o lastro predominante com prospecto, suplemento ou anexo descritivo antes de reclassificar.",leitura_pagina_a_pagina_regulamento,O regulamento não individualiza o lastro em cláusula decisiva.
outros_expansao_documental,Outros — PL máximo em 2026-06,12236809000104,PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1064742280.90,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,946808,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=12236809000104,data/raw/industry_outros_reclassification/12236809000104/946808_regulamento.pdf,regulamento 946808,66,"regulamento 946808 p. 14, regulamento 946808 p. 30",,"regulamento 946808 p. 14 [precatórios e requisitórios contra entes públicos]: ANDO, NO MINIMO, PAGAMENTOS, PRE -PAGAMENTOS E INADIMPLENCIA; E (IX) CASO A CLASSE DE COTAS SEJA DESTINADA AO PUBLICO EM GERAL OU INVESTIDORES QUALIFICADOS E, DESDE QUE APLIQUE EM PRECATORIOS FEDERAIS: A) SE CERTIFICAR ACERCA DA INEXISTENCIA DE IMPUGNACOES, PODENDO CONTRATAR SERVICOS DE ADVOCACIA EM NOME DO FUNDO E AS EXPENSAS DA CLASSE, PARA ATUAR NA DEFESA DOS INTERESSES REFERENTES AOS PRECATORIOS, INCLUINDO REPRESENTACAO JUDICIAL E MONITORAMENTO DE TAIS DIREITOS CREDITORIOS, CASO O FUNDO APLIQUE EM PREC | regulamento 946808 p. 30 [agronegócio]: UNDOS DE: A) DIREITOS E TITULOS REPRESENTATIVOS DE CREDITO, VALORES MOBILIARIOS REPRESENTATIVOS DE CREDITO REALIZADAS NOS SEGMENTOS COMERCIAL, FINANCEIRO, INDUSTRIAL, IMOBILIARIO, AGRONEGOCIO E PRESTACAO DE SERVICOS ; B) CERTIFICADOS DE RECEBIVEIS E OUTROS VALORES MOBILIARIOS REPRESENTATIVOS DE OPERACOES DE SECURITIZACAO, QUE NAO SEJAM LASTREADOS EM DIREITOS CREDITORIOS NAO-PADRONIZADOS; E C) COTAS FIDCS, CUJAS CARTEIRAS SEJAM COMPOSTAS PELOS ATIVOS RELACIONADOS NAS ALINEAS “A” E “B” ACIMA. 4.6. ADEMAIS, A || CEDENTE/ORIGINADOR: regulamento 946808 p. 45: CEDENTE SERA SUCESSIVAMENTE ATRIBUIDA AS COTAS SUBORDINAS MEZANINO DE CADA SUBCLASSE, ATE O LIMITE DE SEUS RESPECTIVOS BENCHMARK, OBSERVANDO -SE SEMPRE A ORDEM DE SUBORDINACAO, SENDO QUE A RENT",Outros,Poder Público,Ações judiciais,Judicial/Precatórios/NPL,Precatórios/direitos judiciais,aprovado,media,"A família precatórios e requisitórios contra entes públicos domina a definição do lastro (escore 14.7 contra 8.0 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",precatórios e requisitórios contra entes públicos=14.7; agronegócio=8.0,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2026-06,34780492000105,SOLIS CAPITAL ANTARES LIGHT MASTER FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS CREDITORIOS,1052506551.94,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=34780492000105,,,0,N/D,,,,,,,,pendente,baixa,Nenhum documento com camada de texto foi obtido; a leitura documental não pôde ser concluída.,,,False,Reprocessar quando houver documento legível.,sem_documento,Regulamento ausente no FundosNet ou PDF sem texto extraível.
outros_expansao_documental,Outros — PL máximo em 2026-06,54519672000137,POLÍGONO BRAVO CRÉDITO PRIVADO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1025784460.88,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,1200774,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=54519672000137,data/raw/industry_outros_reclassification/54519672000137/1200774_regulamento.pdf,regulamento 1200774,53,"regulamento 1200774 p. 11, regulamento 1200774 p. 49",,"regulamento 1200774 p. 11 [crédito corporativo / mercado de capitais]: PODEM SER REPRESENTADOS PELOS MAIS DIVERSOS INSTRUMENTOS, INCLUINDO, SEM LIMITACAO, INSTRUMENTOS PARTICULARES, CONTRATOS, TITULOS DE CREDITO, NOTAS PROMISSORIAS, NOTAS COMERCIAIS, DEBENTURES OBJETO DE COLOCACAO PRIVADA OU PUBLICA. A CLASSE BUSCARA ADQUIRIR DIREITOS CREDITORIOS DIVERSOS, SENDO QUE CADA CARTEIRA DE DIREITOS CREDITORIOS TERA SIDO OBJETO DE PROCESSOS DE ORIGINACAO E DE POLITICAS DE CONCESSAO DE CREDITO DISTINTOS. POR CONSEQUENCIA, ESTE REGULAMENTO E ESTE ANEXO NAO INCLUE M A DESCRICAO DOS PRO | regulamento 1200774 p. 49 [precatórios e requisitórios contra entes públicos]: UDICIAL OU EXTRAJUDICIAL, DESDE QU E NAO SEJAM ORIGINADOS POR CONTRATOS MERCANTIS DE COMPRA E VENDA DE PRODUTOS, MERCADORIAS E SERVICOS PARA ENTREGA OU PRESTACAO FUTURA; E (II) OS PRECATORIOS FEDERAIS, DESDE QUE CUMULATIVAMENTE ATENDAM AOS SEGUINTES REQUISITOS: (A) NAO APRESENTEM NENHUMA IMPUGNACAO, JUDICIAL OU NAO; E (B) JA TENHAM SIDO EXPEDIDOS E REMETIDOS AO TRIBUNAL REGIONAL FEDERAL COMPETENTE; “DOCUMENTOS COMPROBATORIOS”: SIGNIFICAM OS DOCUMENTOS QUE EVIDENCIAM O LASTRO DOS DIREITOS CREDITORIOS, OS QU || CEDENTE/ORIGINADOR: regulamento 1200774 p. 14: CEDENTE E SUAS PARTES RELACIONADAS 4","Agro, Indústria e Comércio",Crédito Corporativo,Financeiro,Crédito PJ,Crédito privado/mercado de capitais,aprovado,alta,"A família crédito corporativo / mercado de capitais domina a definição do lastro (escore 20.0 contra 7.0 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",crédito corporativo / mercado de capitais=20.0; precatórios e requisitórios contra entes públicos=7.0; agronegócio=5.0,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2025-12,54029912000115,TABOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,1018280994.09,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,1214688,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=54029912000115,data/raw/industry_outros_reclassification/54029912000115/1214688_regulamento.pdf,regulamento 1214688,78,regulamento 1214688 p. 37,,"regulamento 1214688 p. 37 [créditos inadimplidos / NPL]: SE DE INADIMPLEMENTO DO DIREITO CREDITORIO, NAO SANADO NO DEVIDO PRAZO, AS EVENTUAIS GARANTIAS VINCULADAS A TAL DIREITO CREDITORIO (I) PODEM NAO SER SUFICIENTES PARA SATISFACAO DO CREDITO INADIMPLIDO, (II) PODEM NAO SER EXEQUIVEIS E/OU NAO POSSUIR LIQUIDEZ ADEQUADA E/OU O PRAZO PARA REALIZACAO DAS MESMAS, EM CASO DE EXECUCAO DAS GARANTIAS, PODE SER DEMASIADAMENTE LONGO. ADICIONALMENTE, REITERA-SE QUE A GESTORA PODERA SEMPRE ADQUIRIR ATIVOS SEM QUALQUER GARANTIA, FATO QUE PODERA TORNAR A RECUPERACAO DE EVENTUAL ATI || CEDENTE/ORIGINADOR: regulamento 1214688 p. 15: CEDENTE E O MONTANTE DE CREDITOS RECOMPRADOS OU INDENIZADOS",Outros,Recuperação,N/D,Judicial/Precatórios/NPL,Não padronizado/NPL,aprovado,alta,"A família créditos inadimplidos / NPL domina a definição do lastro (escore 18.8 contra 5.9 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",créditos inadimplidos / NPL=18.8; precatórios e requisitórios contra entes públicos=5.9; receitas e dívidas do poder público=5.7; direitos judiciais privados=5.0,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2026-06,66737102000100,PAN CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1016603043.91,2026-06,2026-06,N/D,N/D,,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=66737102000100,,,0,N/D,,,,,,,,pendente,baixa,Nenhum documento com camada de texto foi obtido; a leitura documental não pôde ser concluída.,,,False,Reprocessar quando houver documento legível.,sem_documento,Regulamento ausente no FundosNet ou PDF sem texto extraível.
outros_expansao_documental,Outros — PL máximo em 2026-06,17024362000115,EXP 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,1001151211.75,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,1164788,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=17024362000115,data/raw/industry_outros_reclassification/17024362000115/1164788_regulamento.pdf,regulamento 1164788,62,"regulamento 1164788 p. 29, regulamento 1164788 p. 29",,"regulamento 1164788 p. 29 [recebíveis comerciais / multissetorial]: OS OU NA PRESTACAO DE SERVICOS, CUJA EXISTENCIA, VALIDADE E EXEQUIBILIDADE QUE INDEPENDAM DE PRESTACAO FUTURA, PORTANTO, SAO CREDITOS JA PERFORMADOS, PODENDO SER REPRESENTADOS POR DUPLICATAS, CHEQUES OU POR QUAISQUER OUTROS TITULOS DE CREDITO OU INSTRUMENTOS CONTRATUAIS OS DIREITOS CREDITORIOS PODEM POSSUIR AS SEGUINTES CARACTERISTICAS: (I) ESTAR VENCIDOS E PENDENTES DE PAGAMENTO QUANDO DA CESSAO; (II) DECORRER DE RECEITAS PUBLICAS ORIGINARIAS OU DERIVADAS DA UNIAO, DOS ESTADOS, DO DISTRITO FEDERAL E DOS  | regulamento 1164788 p. 29 [receitas e dívidas do poder público]: DITO OU INSTRUMENTOS CONTRATUAIS OS DIREITOS CREDITORIOS PODEM POSSUIR AS SEGUINTES CARACTERISTICAS: (I) ESTAR VENCIDOS E PENDENTES DE PAGAMENTO QUANDO DA CESSAO; (II) DECORRER DE RECEITAS PUBLICAS ORIGINARIAS OU DERIVADAS DA UNIAO, DOS ESTADOS, DO DISTRITO FEDERAL E DOS MUNICIPIOS, BEM COMO DE SUAS AUTARQUIAS E FUNDACOES; (III) RESULTAR DE ACOES JUDICIAIS OU PROCEDIMENTOS ARBITRAIS EM CURSO, CONSTITUAM SEU OBJETO DE LITIGIO, TENHAM SIDO JUDICIALMENTE PENHORADOS OU DADOS EM GARANTIA; (IV) TER SUA CONSTITUICAO OU || CEDENTE/ORIGINADOR: regulamento 1164788 p. 31: CEDENTE E SUAS PARTES RELACIONADAS A VALOR DE MERCADO","Agro, Indústria e Comércio",Recebíveis Comerciais,Comercial,Crédito PJ,Recebíveis comerciais/multissetorial,aprovado,media,"A família recebíveis comerciais / multissetorial domina a definição do lastro (escore 12.5 contra 7.0 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",recebíveis comerciais / multissetorial=12.5; receitas e dívidas do poder público=7.0; créditos inadimplidos / NPL=3.1,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2024-12,26405874000112,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATACADO RESPONSABILIDADE LIMITADA,994291234.24,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,786625,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=26405874000112,data/raw/industry_outros_reclassification/26405874000112/786625_regulamento.pdf,regulamento 786625,40,"regulamento 786625 p. 10, regulamento 786625 p. 10",,"regulamento 786625 p. 10 [CCB e capital de giro]: TES ORIGINARIOS QUE VIERAM A CEDER OS DIREITOS CREDITORIOS AOS CEDENTES, E SEUS CLIENTES DEVEDORES E/OU GARANTIDORES (“DEVEDORES”), TAIS COMO, MAS NAO SE LIMITANDO, A DEBENTURES E CEDULAS DE CREDITO BANCARIO (CCBS); E (II) TODOS OS DEMAIS DOCUMENTOS SUFICIENTES A COMPROVACAO DA EXISTENCIA, VALIDADE E EXIGIBILIDADE DOS DIREITOS CREDITORIOS (“DOCUMENTOS COMPROBATORIOS”). DOCUSIGN ENVELOPE ID: 38B77BA4-4503-47A0-95CE-0E091F2E7A7B | regulamento 786625 p. 10 [crédito corporativo / mercado de capitais]: TES, OU CEDENTES ORIGINARIOS QUE VIERAM A CEDER OS DIREITOS CREDITORIOS AOS CEDENTES, E SEUS CLIENTES DEVEDORES E/OU GARANTIDORES (“DEVEDORES”), TAIS COMO, MAS NAO SE LIMITANDO, A DEBENTURES E CEDULAS DE CREDITO BANCARIO (CCBS); E (II) TODOS OS DEMAIS DOCUMENTOS SUFICIENTES A COMPROVACAO DA EXISTENCIA, VALIDADE E EXIGIBILIDADE DOS DIREITOS CREDITORIOS (“DOCUMENTOS COMPROBATORIOS”). DOCUSIGN ENVELOPE ID: 38B77BA4-4503-47A0-95CE-0E091F2E7A7B || CEDENTE/ORIGINADOR: regulamento 786625 p. 10: CEDENTE E O FUNDO",Financeiro,Multicarteira Financeiro,Financeiro,Crédito PJ,CCB/Notas comerciais/Capital de giro,em_revisao,baixa,"A família CCB e capital de giro lidera a evidência documental (escore 20.1), mas a família seguinte permanece próxima (15.0); a predominância não é conclusiva.",CCB e capital de giro=20.1; crédito corporativo / mercado de capitais=15.0; agronegócio=7.0; crédito imobiliário=6.0; receitas e dívidas do poder público=2.0; créditos inadimplidos / NPL=0.7,,False,Medir a materialidade por família na carteira antes de fechar a reclassificação.,leitura_pagina_a_pagina_regulamento,Duas famílias concorrentes com evidência comparável no mesmo regulamento.
outros_expansao_documental,Outros — PL máximo em 2025-12,42827518000143,VERDE AM CRÉDITO ESTRUTURADO FIDC - CIC EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,974582205.10,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,405205,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=42827518000143,data/raw/industry_outros_reclassification/42827518000143/405205_regulamento.pdf,regulamento 405205,38,N/D,,,Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,em_revisao,baixa,"O documento foi lido integralmente, mas nenhuma família de direitos creditórios atingiu evidência suficiente na definição do lastro, na política de investimento ou nos critérios de elegibilidade.",,,True,"Confirmar o lastro predominante com prospecto, suplemento ou anexo descritivo antes de reclassificar.",leitura_pagina_a_pagina_regulamento,O regulamento não individualiza o lastro em cláusula decisiva.
outros_expansao_documental,Outros — PL máximo em 2026-06,40770670000101,MEZZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,969334455.98,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,972724,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=40770670000101,data/raw/industry_outros_reclassification/40770670000101/972724_regulamento.pdf,regulamento 972724,42,"regulamento 972724 p. 9, regulamento 972724 p. 39",,"regulamento 972724 p. 9 [crédito corporativo / mercado de capitais]:  SUA EXISTENCIA, VALIDADE E EXEQUIBILIDADE PERANTE OS RESPECTIVOS DEVEDORES . 4.5.1 OS DIREITOS CREDITORIOS SERAO ADQUIRIDOS PEL A CLASSE NOS TERMOS DOS BOLETINS DE SUBSCRICAO DAS DEBENTURES E DOS CONTRATOS DE CESSAO FIRMADOS ENTRE A CLASSE E OS RESPECTIVOS CEDENTES, PREFERENCIALMENTE ACOMPANHADOS DE TODOS OS DIREITOS, PRIVILEGIOS, PREFERENCIAS, PRERROGATIVAS, ACOES E GARANTIAS ASSEGURADOS AOS SEUS TITULARES E/OU OUTROS DOCUMENTOS QUE FORMALIZEM A AQUISICAO PELA CLASSE DOS RECEBIVEIS . 4.5.2 OS DEVEDORES  | regulamento 972724 p. 39 [precatórios e requisitórios contra entes públicos]: IS E OUTROS VALORES MOBILIARIOS REPRESENTATIVOS DE OPERACOES DE SECURITIZACAO, INCLUINDO OS DIREITOS CREDITORIOS NAO-PADRONIZADOS; (III) RECEBIVEIS DECORRENTES DE ACOES JUDICIAIS, PRECATORIOS, PROCEDIMENTOS ARBITRAIS E/OU HONORARIOS ADVOCATICIOS RELACIONADOS A TAIS RECEBIVEIS ; “DIREITOS CREDITORIOS NAO-PADRONIZADOS”: DIREITOS CREDITORIOS QUE POSSUAM AO MENOS UMA DAS SEGUINTES CARACTERISTICAS: (A) ESTEJAM VENCIDOS E PENDENTES DE PAGAMENTO QUANDO DA CESSAO; (B) DECORRENTES DE RECEITAS PUBLICAS ORIGINARIAS O || CEDENTE/ORIGINADOR: regulamento 972724 p. 11: CEDENTE E SUAS PARTES RELACIONADAS 4","Agro, Indústria e Comércio",Crédito Corporativo,Financeiro,Crédito PJ,Crédito privado/mercado de capitais,em_revisao,baixa,"A família crédito corporativo / mercado de capitais lidera a evidência documental (escore 55.9), mas a família seguinte permanece próxima (39.0); a predominância não é conclusiva.",crédito corporativo / mercado de capitais=55.9; precatórios e requisitórios contra entes públicos=39.0; agronegócio=5.0,,False,Medir a materialidade por família na carteira antes de fechar a reclassificação.,leitura_pagina_a_pagina_regulamento,Duas famílias concorrentes com evidência comparável no mesmo regulamento.
outros_expansao_documental,Outros — PL máximo em 2024-12,36017588000133,JEITTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,946111432.41,2024-12,"2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,942699,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=36017588000133,data/raw/industry_outros_reclassification/36017588000133/942699_regulamento.pdf,regulamento 942699,69,"regulamento 942699 p. 46, regulamento 942699 p. 14, regulamento 942699 p. 65",,"regulamento 942699 p. 46 [crédito imobiliário]:  SERVICOS REPRESENTADOS POR (A) TITULOS DE CREDITO, TAIS COMO MAS NAO MAS LIMITADAMENTE A DUPLICATAS, NOTAS PROMISSORIAS, NOTAS COMERCIAIS, CEDULAS DE CREDITO BANCARIO, CEDULAS DE CREDITO IMOBILIARIO, CEDULAS DE PRODUTOR RURAL, (B) TODO E QUALQUER INSTRUMENTO REPRESENTATIVO DE CREDITO, DESDE QUE APROVADO PELA ADMINISTRADORA E GESTORA NO QUE DIZ RESPEITO AS SUAS RESPECTIVAS ESFERAS DE ANALISE; (C) COTAS DE EMISSAO DE FIDCS; (D) OS DIREITOS CREDITORIOS INDICADOS NAS ALINEAS ANTERIORES QUE SE ENQUADREM NO CONCEITO DE | regulamento 942699 p. 14 [precatórios e requisitórios contra entes públicos]: MAR, IMEDIATAMENTE, VIA COMUNICADO AO MERCADO OU FATO RELEVANTE, A DEPENDER DA RELEVANCIA, SOBRE QUAISQUER EVENTOS DE REAVALIACAO DO ATIVO NO QUE SE REFERE A CLASSE QUE ADQUIRA OS PRECATORIOS FEDERAIS PREVISTOS NO ART. 2O, § 1O, INCISO II, DO ANEXO NORMATIVO II DA RCVM 175. 1.1.8. O DOCUMENTO REFERIDO NA ALINEA “B” DEVE SER ENCAMINHADO MENSALMENTE, EM ATE 10 (DEZ) DIAS UTEIS APOS O ENCERRAMENTO DO MES A QUE SE REFERIREM. 1.2. DA GESTORA 1.2.1. A GESTORA, OBSERVADAS AS LIMITACOES ESTABELECIDAS NESTE REGULAM | regulamento 942699 p. 65 [banco emissor / cartão de crédito]: RES PARA INICIAR A RENEGOCIACAO DO PAGAMENTO DO DIREITO DE CREDITO; OU (II) ENTRAR EM CONTATO COM A GESTORA PARA QUE ELA SOLICITE A CEDENTE A RECOMPRA DO: (A) DIREITO DE CREDITO – CREDITO ROTATIVO APOS 90 (NOVENTA) DIAS DA RESPECTIVA DATA DE VENCIMENTO DO DIREITO CREDITORIO– CREDITO ROTATIVO; E (B) DIREITO DE CREDITO – CREDITO PESSOAL APOS 180 (CENTO E OITENTA) DIAS DA RESPECTIVA DATA DE VENCIMENTO DO DIREITO CREDITORIO – CREDITO PESSOAL, NOS TERMOS DO CONTRATO DE CESSAO. 4. SEM PREJUIZO DO PREVISTO NOS ITENS 2 || CEDENTE/ORIGINADOR: regulamento 942699 p. 49: CEDENTE E DEVEDORES INTEGRANTES DO MESMO GRUPO ECONOMICO; (III) O PRAZO MAXIMO DE CADA UM DOS DIREITOS DE CREDITO NAO PODE SUPERAR 36 (TRINTA E SEIS) MESES; (IV) O DIREITO DE CREDITO NAO POD",Financeiro,Crédito Imobiliário,Imobiliário,Imobiliário,Imobiliário,aprovado,media,"A família crédito imobiliário domina a definição do lastro (escore 12.0 contra 7.0 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",crédito imobiliário=12.0; precatórios e requisitórios contra entes públicos=7.0; banco emissor / cartão de crédito=6.0; agronegócio=4.0,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2026-06,24069733000140,MEG - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,933195240.21,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,764895,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=24069733000140,data/raw/industry_outros_reclassification/24069733000140/764895_regulamento.pdf,regulamento 764895,61,regulamento 764895 p. 15,,"regulamento 764895 p. 15 [precatórios e requisitórios contra entes públicos]: AL DE COMPUTADORES; (III) OBTER AUTORIZACAO ESPECIFICA D A DEVEDORA, PASSIVEL DE COMPROVACAO, PARA FINS DE CONSULTA AS INFORMACOES CONSTANTES DO SCR; E (IV) CASO A CLASSES ADQUIRA PRECATORIOS FEDERAIS, CONFORME PREVISTOS NO INCISO II DO §1O DO ARTIGO 2O DO ANEXO NORMATIVO II , MONITORAR E INFORMAR, IMEDIATAMENTE, VIA || CEDENTE/ORIGINADOR: regulamento 764895 p. 34: CEDENTE SERA RESPONSAVEL POR DAR CIENCIA AS RESPECTIVAS DEVEDORAS ACERCA DA CESSAO DOS DIREITOS DE CREDITO AO FUNDO, NOS TERMOS DO ARTIGO 290 DO CODIGO CIVIL, FICANDO O GESTOR RESPONSAVEL POR V",Outros,Poder Público,Ações judiciais,Judicial/Precatórios/NPL,Precatórios/direitos judiciais,aprovado,alta,"A família precatórios e requisitórios contra entes públicos domina a definição do lastro (escore 41.0 contra 0.0 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",precatórios e requisitórios contra entes públicos=41.0,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
