cnpj_fundo,denominacao,competencia,is_fic,fic_detection_method,fic_detection_evidence,fic_exclusion_reason,revisao_manual_sugerida,motivo_revisao,pl
53273475000118,ANNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2025-04,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,14141918844.25
53273475000118,ANNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2025-02,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,13860795455.09
53273475000118,ANNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2024-12,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,13074060031.11
53273475000118,ANNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2024-11,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,8435010566.15
53273475000118,ANNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2024-10,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,8328612805.47
53273475000118,ANNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2024-09,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,8204961186.23
53273475000118,ANNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2024-07,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,6202509236.07
53273475000118,ANNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2024-06,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,6184426082.65
53273475000118,ANNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2024-08,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,6053815034.08
53273475000118,ANNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2024-01,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,4905813414.61
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2026-06,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,4520325687.36
53273475000118,ANNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2024-04,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,4435590220.27
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2026-04,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,4349759716.83
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2026-05,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,4349759716.83
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2026-03,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,4186013974.04
55859549000128,ZETA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,2025-12,True,informe_mensal,"Informe mensal 2026-06 (id 1100305): cotas de FIDC R$ 4,116,675,722.66 de R$ 4,172,521,955.99 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 2 de 2 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,4172307002.74
53273475000118,ANNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2024-05,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,4157794306.22
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2026-02,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,4088535502.54
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2026-01,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,4067144610.31
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2025-12,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,4043771962.02
55859549000128,ZETA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,2025-11,True,informe_mensal,"Informe mensal 2026-06 (id 1100305): cotas de FIDC R$ 4,116,675,722.66 de R$ 4,172,521,955.99 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 2 de 2 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3947243300.21
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2025-11,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3947179483.06
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2025-10,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3882611224.37
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2025-09,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3750942854.57
53073485000100,EXPERT III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,2026-02,True,informe_mensal,"Informe mensal 2026-06 (id 1246225): cotas de FIDC R$ 2,997,031,517.81 de R$ 3,520,183,548.48 aplicados (85%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 4 de 4 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3549175583.33
53073485000100,EXPERT III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,2026-05,True,informe_mensal,"Informe mensal 2026-06 (id 1246225): cotas de FIDC R$ 2,997,031,517.81 de R$ 3,520,183,548.48 aplicados (85%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 4 de 4 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3548071251.28
53073485000100,EXPERT III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,2026-06,True,informe_mensal,"Informe mensal 2026-06 (id 1246225): cotas de FIDC R$ 2,997,031,517.81 de R$ 3,520,183,548.48 aplicados (85%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 4 de 4 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3516792400.64
53073485000100,EXPERT III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,2026-04,True,informe_mensal,"Informe mensal 2026-06 (id 1246225): cotas de FIDC R$ 2,997,031,517.81 de R$ 3,520,183,548.48 aplicados (85%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 4 de 4 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3491824243.1
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2025-08,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3481596986.77
53073485000100,EXPERT III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,2026-03,True,informe_mensal,"Informe mensal 2026-06 (id 1246225): cotas de FIDC R$ 2,997,031,517.81 de R$ 3,520,183,548.48 aplicados (85%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 4 de 4 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3447363241.54
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2025-07,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3442890510.73
58900579000129,MONEE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,2026-06,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,3438585492.93
13054656000139,SOLIS CAPITAL CORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2026-06,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,3424302623.16
13054656000139,SOLIS CAPITAL CORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2026-05,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,3345232923.52
53073485000100,EXPERT III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,2026-01,True,informe_mensal,"Informe mensal 2026-06 (id 1246225): cotas de FIDC R$ 2,997,031,517.81 de R$ 3,520,183,548.48 aplicados (85%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 4 de 4 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3291050287.76
13054656000139,SOLIS CAPITAL CORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2026-04,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,3267111004.51
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2025-06,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3241233458.41
13054656000139,SOLIS CAPITAL CORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2026-03,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,3228821299.38
55859549000128,ZETA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,2025-10,True,informe_mensal,"Informe mensal 2026-06 (id 1100305): cotas de FIDC R$ 4,116,675,722.66 de R$ 4,172,521,955.99 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 2 de 2 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3225370890.02
53073485000100,EXPERT III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,2025-12,True,informe_mensal,"Informe mensal 2026-06 (id 1246225): cotas de FIDC R$ 2,997,031,517.81 de R$ 3,520,183,548.48 aplicados (85%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 4 de 4 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3222503069.23
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2025-05,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3213731917.76
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2025-04,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3208459253.63
13054656000139,SOLIS CAPITAL CORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2026-02,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,3166696154.78
13054656000139,SOLIS CAPITAL CORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2025-11,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,3158751931.05
30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2025-03,True,informe_mensal,"Informe mensal 2026-06 (id 1250311): cotas de FIDC R$ 4,493,877,340.22 de R$ 4,525,930,844.43 aplicados (99%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 3 de 3 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3157346507.19
13054656000139,SOLIS CAPITAL CORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2025-08,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,3156435862.88
53073485000100,EXPERT III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,2025-11,True,informe_mensal,"Informe mensal 2026-06 (id 1246225): cotas de FIDC R$ 2,997,031,517.81 de R$ 3,520,183,548.48 aplicados (85%); direitos creditórios R$ 0.00. A base reporta carteira de direitos creditórios igual a zero em 4 de 4 competências observadas.","Detém cotas de outros FIDCs em vez de adquirir direitos creditórios; o patrimônio alimenta o saldo de FIC e sai dos quatro tipos ANBIMA, evitando dupla contagem do mesmo patrimônio.",False,,3149802126.92
13054656000139,SOLIS CAPITAL CORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2026-01,True,sinal_nominal_legado,Sinal nominal legado: is_fic_fidc derivado localmente por regex sobre a denominação social.,"Excluído pelo sinal nominal legado derivado da denominação social. O sinal, isoladamente, não comprova a composição da carteira.",False,,3139225502.02
