ordem,cnpj_fundo,nome_exibicao,pl_brl,cobertura_mensal,top1_brl,top1_pct_dc_bruto,soma_reportada_brl,soma_reportada_pct_dc_bruto,numero_total_devedores,produto_documental,concentracao_contratual,classificacao_contratual,status_concentracao_observada,conclusao_individual,pendencias,documento_id,documento_data,fonte_regulamento,sha256_pdf,incluir_pfpj,decisao
11,53877402000135,Sólido,254502042.9,4/25 posições positivas,27401.27,0.0078718492534866,89519.87,0.0257173087901298,N/D,"CCBs de empréstimos pessoaisPF originados pelaCredsystemSCD. 7.1p61 vedaNP e7.2delimita produto;8.1.2e p67 exigeadimplentes/vincendos naaquisição. Cobrançaordinária porboletos p97. Texto7.17p63 menciona naturezasdiversas e riscos94–95 citam defeito/devolução deproduto/duplicatas; preservados como ressalva de redação, sem sobrepor a cláusula específica7.2 e definição8 nem atribuir carteira de comércio sem evidência.","8.1.2c p66:prazomáx24meses desdeemissão. 8.1.2i p67:valormínR$100,concentraçãomáximaR$15milporCPF corrigidaanualmenteIPCA. Teto naaquisição; Top1devidoR$27.401,27 não é diretamente comparável semdata,valorpresente/nominal,juros e índice deatualização. 15.3.2p86:100%dosDCendossadosporumúnicoEndossante,distintodedispersãodePF.",Teto por CPF; reporte mensal muito curto,Baixa no Top1 reportado; completude parcial,O produto PF e o teto contratual por CPF estão documentados. Apenas quatro valores apareceram na VIII e cobrem parcela ínfima dos DC brutos; a pulverização observada fica N/D.,"Esclarecer rubricaFinanceiroOutros e trechos genéricos7.17/15.7.11–14 se buscada confirmação operacional adicional; nenhuma autorização positiva de outroproduto foiidentificada. | VIIItem4linhas; solicitar complemento se necessária coberturaTop25/HHI/grupoeconômico. Nenhumtotal dePF/PJ por sacado deduzido de campos anonimizados. | Percentual de cedente136,77% e alocação emB versusDCemA preservados comoqualidadedado; não equivalem a136,77%da carteira nem acoobrigação. | AnexoV104remete a políticaPDDexterna nãoanexa; tabelaVI105serveíndicesajustados e não foi aplicada comoPDDcontábil atual.",1188653,2026-05-05,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1188653,7ea1f3606bb4fac4629d76c946144cb7e8f49b404de9cae5de9e43a5c59f5419,False,Excluir da abertura por decisão do usuário; manter em Financeiro.
12,65473122000140,Sol Agora IV,204566279.58,24/25 posições positivas,240373.82,0.136665561401717,3079899.66,1.7510900983096147,N/D,"Empréstimos para financiar projetos de geração solar, formalizados por CCBs. Instalação em residência ou garantia de equipamento não caracteriza financiamento imobiliário. Mandato ordinário não contém o recebível de cartão admitido pelo Warehouse.","11.3.1(vii): valor presente da totalidade dos DC por único devedor PF≤400.000 e PJ≤850.000 por Grupo Econômico, pro forma aquisição. Exceção: até50grupos acima desse limite, cada≤1%PL e20maiores≤10%PL. Integrador≤10%DCcarteira após50milhõesadquiridos; isso mede fornecedor de equipamento, não devedor. PrazoDC≤2921dias, carência≤180dias e aquisição sem atrasos. Grupos informados mensalmente pela SolAgora, relatório não obtido. Limites contratuais não demonstram cumprimento da carteira ou definem automaticamente pulverização.",Teto agregado absoluto e exceções controladas,Baixa no Top1 reportado; completude parcial,"Há limite por devedor/grupo e até50 grupos excepcionados, com teto individual e coletivo. O relatório mensal de grupos mencionado no documento não foi obtido.","Abertura observada PF/PJ e de grupos/coobrigados; o contrato permite ambas naturezas e o informe não as separa. | Natureza dos Outros Ativos CP e métrica final de exposição de todo o PL; elegibilidade da estratégia fica segregada desse problema. | Contrato de Endosso, contratos operacionais, manuais de provisão/precificação e relatórios de monitoramento/grupos não estão integralmente anexados. | GlossárioDCcom/semgarantia83 diverge da garantia obrigatória43; lastro remete a ComplementoV ausente, enquanto o complemento efetivamente presente éIV99; cobrança remete IV, porém constaIII97–98. | Lastro: glossário87 cita margem de erro1,5% e verificação trimestral; ComplementoIV99 prevê5% e mensal. Não escolher silenciosamente uma redação. | Não há inventário exaustivo de todos os atos/waivers posteriores à referência de5maio2026; catálogo oficial selecionou último REGUL atéjunho e recebimento7maio, com identidade corroborada na capa. | A definiçãoIFparceira lista CelcoinInstituição de Pagamento como instituiçãofinanceira; ficha preserva a redação sem validar licença nem inferir produto de adquirência.",1182206,2026-05-05,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1182206,704a35ba5951ee567e13310fa4aabfae8b7d1e01b5a4bd5fdc597f30cee4b203,True,Incluir na abertura Multicarteira Pulverizado PF/PJ.
13,42067134000170,Banqi EP,185616518.04,24/25 posições positivas,13715.94,0.0053887127515984,273877.38,0.1076008301276017,N/D,"CCBs de empréstimo pessoal sem finalidade específica/CDC, incluindo refinanciamentos; legado CCBs CDCI de financiamento de consumo Via, cuja nova originação cessa após primeira integralização sênior. Pool de Testes permanece restrito a produtos EP.","Regra geral3.15:20%PL por devedor/grupo/coobrigação em DC+AF. EP:5%PL por devedor eR20mil porCCB; Pool de Testes≤10%originação mensal dispensa métricas/limites específicos EP, logo sem universalização desses caps. Razão EP100%=(PLjúnior−DCnãoEP líquidosPDD)/PLsênior, não participação de EP na carteira.",Teto de 5% do PL com pool de testes,Baixa no Top1 reportado; completude parcial,"O produto EP tem teto por devedor e por CCB, mas o pool de testes pode dispensar métricas específicas. A regra não é universal para toda originação.","Explicar retenção de risco I2A versus endosso sem coobrigação e eventual aval Via no legado; contratos operacionais, CCBs e posições analíticas não fornecidos. Top25/HHI e grupos econômicosN/D; valor devidoVIII/valor presenteII é proxy. Não usar Razão EP como composição nem aplicar indiscriminadamente caps do EP ao Pool. Preservadas inconsistências do original:FPD30 textual/fórmula, Reserva de Caixa2meses+serviço dívida no corpo versus3mesesdespesas no glossário; modelos de emissão não preenchidos.",1122394,2026-02-18,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1122394,5df6e8a0f1207b59416d75dc9582524e0345a5a5a6b439f6e14e8963f37f9268,True,Incluir na abertura Multicarteira Pulverizado PF/PJ.
14,62222488000159,GONN III,169285530.81,24/25 posições positivas,19177.12,0.009260601327026,405221.26,0.1956807142102229,N/D,"Empréstimo pessoal direto representado por CCB, com exclusão expressa das outras CCBs originadas fora da política do Anexo III.","Até R$15.000 de valor nominal por CCB; não é teto agregado por devedor. Até 15% dos DCs de devedores cujo total devido/não pago exceda R$10.000. Regra geral 20%PL com exceções; demais limites de score, UF, prazo e recorrência no Anexo V. Alterações pela assembleia são possíveis.",Limite por CCB e concentração indireta,Baixa no Top1 reportado; completude parcial,Há teto por CCB e limite para a parcela dos DC em devedores com saldo acima de R$10 mil. Não há teto agregado baixo e universal por devedor.,"Acordos de garantia/bilaterais e manual externo de crédito não integram os 141p lidos. Remissões “0/00”, erro de referência p58 e PDD referida como Anexo IX embora obtida no VIII precisam de versão corrigida para análise jurídica de execução. Modelos de emissão não são suplementos concretos. Não afirmar violação do cap por CCB a partir do top1 devedor. A ficha atesta escopo documental e mensal; não autentica assinaturas nem audita lastros individualmente.",1053264,2025-11-24,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1053264,89344429456639f64f38a3043676801365b22dec02912061521b02b4e9e0477b,True,Incluir na abertura Multicarteira Pulverizado PF/PJ.
15,49920525000134,Solfácil III,147651064.59,24/25 posições positivas,189409.79,0.1295667284344687,3386695.01,2.3166859149732457,N/D,"Empréstimos/financiamentos solares prefixados formalizados em CCBs para equipamentos, engenharia, instalação e homologação. Integração no recorte PF/PJ restrito por finalidade e obrigação direta do tomador. A palavra imobiliários aparece em Projetos Elegíveis ESG, preservada como ressalva textual; não foi convertida em financiamento para compra de imóvel.","§14.2(i), PDF89: por devedor individual no máximo 0,10% do PL e Top10 devedores no máximo 1% do PL, pro forma cada aquisição. §14.2(x): nominal por CCB até R$350 mil PF/R$600 mil PJ. Anexo I PDF118–119: ticket por devedor R$300 mil PF/R$500 mil PJ na originação, prazo até150 meses; os critérios de aquisição mantêm prazo individual3845 dias e médio2000 dias, com glossário da média em meses. Preservar bases/unidades e a exigência cumulativa, sem escolher um limite observado nem presumir dispensa. §8.15 PDF56 contém limite geral de20%PL por responsabilidade/coobrigação do mesmo devedor com exceções remetidas ao art45; ele não define pulverizado. §14.4 permite desenquadramento posterior à compra sem venda compulsória. Agregação econômica dos devedores/coobrigados permanece dependente de informação adicional.","Teto agregado de 0,10% do PL",Baixa no Top1 reportado; completude parcial,"O regulamento impõe teto individual e Top10 na aquisição, além do ticket. Desenquadramento posterior pode permanecer; grupo econômico/coobrigação não é reconstruível na VIII pública.","Último REGUL FDO do catálogo selecionado: referência30/12/2025, recebimentos30/12/2025 e07/01/2026. Capa informa vigência30/12/2025; fecho PDF117 conserva16/05/2025. Não foi obtida cadeia integral de atas, dispensas e contratos posteriores. Fnet1076645 é link alternativo de catálogo, não o arquivo aqui baixado. | Divisão efetiva do PL/DC entre PF e PJ e agrupamento de partes relacionadas/coobrigados não constam dos dados públicos analisados. Baixa concentração observada será aplicada separadamente; os limites do regulamento não provam seu cumprimento no estoque atual. | Política de originação (R$300/500mil por devedor,150meses) e elegibilidade (R$350/600mil por CCB,3845dias; média2000dias versus fórmula em meses) usam bases e limites distintos; preservar cumulatividade e solicitar esclarecimento de redação se usados como covenant. Lastro PDF121 menciona carência de5DiasÚteis e elegibilidade PDF89 carência185dias; não harmonizado artificialmente. | Projetos Elegíveis PDF19 usa direitos creditórios imobiliários no contexto ESG. A classificação analítica adotada se funda nas definições específicas de financiamento para equipamento solar, tomador e garantias; nenhuma autorização ampla para financiamento imobiliário foi inferida dessa palavra. | Alocação Mínima genérica67%PL inclui referência a cotasFIDC no glossário, enquanto evento de avaliação mantém80%PL em DC; política de caixa específica é restrita e informe mensalFIDC=0. Percentuais têm funções distintas e não foram tratados como estoque realizado. | Contrato de Endosso, CCBs individuais e sua cessão, laudos ESG, relatórios mensais de gestão e política detalhada de PDD são mencionados e não integram integralmente este PDF. Apêndices de cotas125–132 são modelos com campos abertos. Leitura integral do arquivo não equivale à obtenção desses documentos externos. | Múltiplas remissões e numerações antigas no original; fonte preservada. Fórmulas de amostragem122–123 foram omitidas no nativo, recuperadas por OCR e verificadas visualmente; z literal1,64485363 em ambos os termos. Amostra ilustrativa568 não equivale ao número de devedores nem ao lastro efetivamente testado.",DOC_REGUL_73312_174284_2026_01.pdf,2025-12-30,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_73312_174284_2026_01.pdf,31378c4dabc6ab46c9735abb7c592db8b99e0a6f114255ca41d35939999d4bff,True,Incluir na abertura Multicarteira Pulverizado PF/PJ.
16,33489701000195,Extra Balance Top Sierra,143612699.46,25/25 posições positivas,20060.05,0.0109536613432992,286041.74,0.1561912532624823,N/D,"Empréstimos pessoais performados, representados por CCBs eletrônicas, cobrados por débito em contas de pagamento digitais pré-pagas. Política ordinária p26–28 e anexos integrais p72–73. Vínculo CLT e limite baseado na renda não estabelecem consignação em folha; o mecanismo contratual expresso é débito em conta.","Cláusula6.1I p30: maior devedor até3%PL na aquisição, sem regra explícita de agregação por grupo nessa cláusula. AnexoII p72: valor máximo de cada empréstimo65%renda líquida, limitado a6000; teto do contrato não é teto agregado por devedor. Prazo médio da carteira≤120dias; condições de endosso até50%PL em DC≤210dias e até100%PL em DC≤35dias. Não adquirir vencidos. Nenhum desses limites mede a carteira efetiva ou define pulverização.",Teto contratual de 3% do PL,Baixa no Top1 reportado; 25 posições presentes,"Há teto de 3% do PL para o maior devedor, superior ao corte analítico anterior de 1%. O pequeno Top1 de junho é uma observação mensal.","Conferência cobre integralmente o regulamento selecionado, cuja capa declara vigência03/06/2026 e catálogo registra recebimento em junho. Não comprova a inexistência de assembleias/waivers posteriores fora do pacote. | OutrosCP19268.80 (0.013417197833097538%PL) sem natureza econômica informada. A estratégia dos DC e o PL integral devem ficar separados; nenhum corte ad hoc de materialidade foi aplicado. | Manual de provisionamento e contratos operacionais externos são referenciados, mas não integram o arquivo; leitura integral do PDF não equivale à obtenção desses documentos. | Texto p28 registra '180 (cento)' dias para enquadramento mínimo50%PL; divergência entre numeral e extenso preservada. Definição de ativos financeiros p26 remete a5.14, ausente na sequência p29. | Taxa de consultoria p35:4% sobre volume mensal adquirido em11.3, mas11.3.1 referencia cálculo diário sobrePL. Bases conflitantes não foram arbitradas. | Subordinação p36:40% e divisões10/15/15; p69 admite amortização preservando30%. Conflito específico conservado, sem presumir requisito prudencial final. | TabelaVIII pública não identifica CPF/grupo econômico; avaliar Top1/DC bruto e demais medidas posteriormente com essa limitação.",1212409,2026-06-03,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1212409,edeade15193773ea30a9a03ce9398285d856caea752d065a6d14dd5dc379762f,True,Incluir na abertura Multicarteira Pulverizado PF/PJ.
17,42462306000100,Solfácil II,96077249.15,24/25 posições positivas,361211.86,0.3371844793998281,5828950.0,5.441215222550081,N/D,"Crédito direto por CCB para equipamentos/sistemas solares, incluindo instalação e engenharia; vedada aquisição ordinária de NP e não performados. Não enquadrado como imobiliário pelo simples equipamento estar instalado em imóvel.","ApósR$50miDCadquiridos, devedorindividual≤2%PL eTop10≤10%PL na aquisição; regra geral20%PL por grupo/coobrigação com exceções legais. NominalCCB PF300mil/PJ500mil p53; SuplA92–93 estabelece tickets por DEVEDOR nos mesmos montantes. Limiares contratuais não substituem VIII; nenhum Top1 foi usado nesta decisão.",Teto contratual de 2% do PL,Baixa no Top1 reportado; completude parcial,"Há teto individual e Top10 depois do gatilho de carteira, além de tickets. O limite contratual admite concentração acima do corte analítico de 1%.","Separação quantitativa PF/PJ e agregação econômica/coobrigação permanecemN/D na base pública anonimizada. | Seleção do último REGULatéjun26 não garante inexistência de atos/waivers avulsos; aquisições antes27/11/2024 seguem regras históricas e não têm compliance retroativo comprovado. | Contratos integrais de endosso, CCBs, garantias e relatórios de lastro não estão neste arquivo. | Divergências de texto preservadas: prazo médio definido em meses versus limite em dias; carência180dias nos critérios versus5DU na verificação de lastro; referências antigas356/2682 e Instrução175/160 mantidas como fonte, sem parecer normativo. | PDDzero e inadimplido positivo exigem esclarecimento de avaliação/reporte para análise de risco; nenhum valor oficial foi corrigido por suposição.",896879,2025-05-05,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=896879,bd8c07849bfd388bb5761ab8adf46e3fcc69c0fe0875f53dfda6f0aa5b0fe0c0,True,Incluir na abertura Multicarteira Pulverizado PF/PJ.
18,54565372000194,Crédito Plus I,91917167.8,21/25 posições positivas,9589.05,0.0069035476488712,160143.44,0.1152937849624478,N/D,"Empréstimo pessoal PF: sem compra, PIX Parcelado e Varejo. Todos representados porCCB de empréstimo; compra de DC não padronizados vedada, com cobrança/renegociação de próprios inadimplidos.",AgregadoDCproforma≤10000 por tomadorPF; lojistas20/30/45%PL top1/5/10comexceçãoBig4+rating>AA. Até18meses/60dias1aparcela.10.5limitegenéricoDC+AF20%PLgrupo/exceções; sem confundir contrapartes.,Teto agregado absoluto por tomador,Baixa no Top1 reportado; completude parcial,Há teto de R$10 mil por tomador PF pro forma aquisição. Os limites de lojistas tratam outra contraparte. A VIII trouxe21 posições; concentração total e grupos continuam N/D.,Cedentes percentuais133.88/15.28% anômalos; OutrosCP23307.44 não caracterizados. DenominadorVIII distinto doPL. FronteiraPDD121/formulaprêmio63/remissões17.4–17.5/sobreposição360dias preservadas. Contratos externos/suplementos efetivos não obtidos.,1217984,2026-06-09,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1217984,0eeda9d1d8b2e2d5f18aef418139d440708f2a08dc117394d0d623b8222a679f,True,Incluir na abertura Multicarteira Pulverizado PF/PJ.
19,26758072000196,Empírica Noverde,90787060.8,24/25 posições positivas,48093.57,0.0137750073511376,691625.51,0.1980960549296776,N/D,"Crédito pessoal PF, descrito como sem garantia na política, com seguro prestamista opcional. Mandato não autoriza produto de consignado/FGTS, veículo, imobiliário ou adquirência. Cessão de crédito atual; renegociação/cobrança/alienação posterior de inadimplidos próprios separadas de aquisição NPL.","§5.15:por devedor/PL1.5%até1milhão;1%de1000001a3000000;0.35%de3000001a5000000;0.20%acima5milhões. §6critérioVP de cadaCCB<=20000.00, não soma por devedor. Acompanhamento diário/pro forma; limite não prova cumprimento efetivo. Valor devidoVIII e VP não reconciliados por contrato.",Teto percentual escalonado,Baixa no Top1 reportado; completude parcial,"O limite por devedor cai conforme o PL cresce, além do teto por CCB. Parte das faixas permite mais de1%PL; a base contratual difere da proxy VIII/DC bruto.","Não lidos contratos concretos de crédito/endosso/seguro externos. VIII anonimizada impede grupos econômicos/HHI e Top25éN/D24/25. Não se afirma conformidade integral da carteira de junho com todos gatilhos; estoque inadimplido e PDD elevados exigem análise de risco própria. Preservar divergências reserva0.5%versus extenso0.05%, horizonte do gatilho de liquidez e faixas de backup120–2300/230–350milhões, erro de referência e caso de amostragemN=100 não expresso. Fonte fiscal genérica não amplia política de ativos.",1114213,2026-02-12,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1114213,847c12bb0b72b56dc9ea25eaa07cb5a7d49eb687c160ce99075aac479916307b,True,Incluir na abertura Multicarteira Pulverizado PF/PJ.
20,55255330000110,Inclusão Financeira Plus,67540425.16,24/25 posições positivas,4562.11,0.0035025746124165,99731.4,0.0765691028275871,N/D,"Empréstimo pessoal parceladoCCBviaSuperSim;DCvincendos,NPvedado;bloqueio opcional de smartphone.","CCBprincipal1000–3000,150–570dias;SuplA10impede novaCCBaofundoatéquitaçãoanterior.17.7teto20%PLdevedor/coobrigação. Principal não equivale a saldo comjuros;29.6prevêrecompra dedesenquadrados.","Baixo ticket e uma CCB ativa, com teto geral amplo",Baixa no Top1 reportado; completude parcial,"O suplemento restringe o principal e impede nova CCB antes da quitação; o teto geral é20%PL. A estrutura reduz recorrência simultânea, mas não mede saldo com juros nem grupos.","IIsetorialdivergente,cedentes117.33/68.50/7.02%reportados,CLASSE_UNICA=N. OutrosCP4777.28semidentificação. ConflitooperacionalSuplA10/29.6,remissõesquebradas eextensostaxas; cumprimento individualnãoverificado. Contratos eManualPDDexternosnãolidos.",DOC_REGUL_82177_181332_2026_03.pdf,2026-03-02,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_82177_181332_2026_03.pdf,bb4912071806b1a4033355157b0a51224410429fab024b946c32eed892202226,True,Incluir na abertura Multicarteira Pulverizado PF/PJ.
21,45963673000185,K-FIDC,62757211.36,24/25 posições positivas,88810.08,0.0997349568649872,1222046.5,1.3723752412396053,N/D,"Crédito direto para aquisição deprodutos/serviços, inclusiveBNPL e turismo, representado porCCBApp/Turismo/Outros segundo canal. Não écessão deagenda adquirente nem compra deNFcomercial realizada. Política não autoriza produtossegregadosFGTS/consignado/veículos/imobiliário. A siglaCCB não foiúnicabase.","§4.32VPpor devedor semPDD<=0.1%DCbrutos quandoVPDC>50mi;top100<=5%DCnetapósPL50mi. Geral§4.7:20%PLcomexceçõesregulatórias. CanaisApp60%/Outros15%/Turismo35%minbaseDCnet,comexceçõesdetombamento2025/subordinação;originaçãomensalApp20%PLcomexceção2parcelaspagas. Top100nãoobservado eVIIIvalor_devido≠VPreconciliado; nãoafirmarcumprimentodeenquadramento.","Teto agregado de 0,10% dos DC brutos",Baixa no Top1 reportado; completude parcial,"Há teto por devedor e Top100, sujeito a gatilhos de escala e exceções dos canais. A VIII não fornece Top100 nem base de valor presente reconciliada por contrato.",Ata vinculada aoAnexoII eApensoVIImezaninoreferido não constamdoPDF100p; modelosdesuplementos não foram tratados como emissõesefetivas. Vigênciadeclarada18juncontrarecebimento23jul/adminBancoGenialversusGenialCTVM exigem rastreio próprio; cobertura100p não validaexternamenteata/assinatura. DivisãoPF/PJ egruposeconômicosN/D. Não calcularTop25com24nemTop100. EsclarecerclassificaçãoOutrosMulticarteiraversusCréditoPessoal; vedaçãoversuspermissãoAFrelacionados; registroversusriscodeausênciaderegistro; amostragem1.5%versus7.5%; prazoatéfimdomêsseguinteversus90dias; unidadeambíguataxacobrança e gatilhoTaxaDI. Não seafirma conformidadeintegral emjunho.,1262779,2026-06-18,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1262779,36444fa69793119f2b29d2e8e4b8c8380102e7110d200a87f585d946ce6bff15,True,Incluir na abertura Multicarteira Pulverizado PF/PJ.
22,57340272000158,Estímulo Retomada RS,54850668.82,25/25 posições positivas,219334.44,0.4033058525366625,5053520.91,9.292268733170223,N/D,"Crédito empresarial direto por CCB para liquidez, continuidade e reconstrução de micro/pequenas empresas atingidas por eventos climáticos. Possibilidade de garantia real/fidejussória, inclusive cessão fiduciária de agenda de cartão; agenda constitui garantia da CCB. Ausência de autorização operativa para adquirir ordinariamente créditos contra credenciadoras como produto autônomo.","5.11:até2%PL por mesmo devedor ou coobrigação da mesma pessoa/entidade;7.1ii reforça2%PL devedor proforma. 7.1iii:R400000 por DireitoCreditório, não teto agregado por devedor. Limites diários com PL doDUanterior;5.15 excepciona concentração dos ativos de liquidez. Sem presumir consolidação observada de grupo econômico a partir desses limites ou da Endossante comum.",Teto contratual de 2% do PL,Baixa no Top1 reportado; 25 posições presentes,Há teto agregado por devedor/coobrigação e limite por direito. O teto contratual é superior ao corte analítico de 1%.,"OutrosCP17103.55 não tem natureza econômica identificada; tratado simetricamente sem corte de materialidade. TotalPL inclui caixa/FIF e não mede exposiçãoPJ integral. | Política de crédito externa da Associação Estímulo, contratos de endosso/garantias, atas do comitê e política de cobrança operacional não anexados integralmente. Regras contratuais presentes permitem identificar o produto ordinário. | 7.1xiv/7.2vi vedam créditos de empresas em recuperação com ressalva 'exceto conforme previsto neste Anexo'; nenhuma exceção operacional quantificada identificada na leitura integral. Crédito que se desenquadra após aquisição pode permanecer (7.4). TabelaI créditos especiaiszero. | Capa30/12/2025; seleção oficial de referência/recebimento31/12/2025. Não há data posterior ao corte no arquivo; atos/waivers supervenientes fora do regulamento não foram obtidos. | ApensosI–III83–88 são modelos com campos em branco; ausência de termos efetivamente emitidos não impede ler todo o arquivo, mas não permite inferir benchmark/prazo real das séries. | ApensoVII103 traz provisão por faixa e congelamento após renegociação; 'Acima de211'100% deixa literalidade do dia211 sem ajuste presumido. 12.5remete também ao manual externo. | Base mensal não identifica CPF/CNPJ dos25maiores ou seus garantidores/grupos. TabelaVIII deve ser aplicada separadamente depois da decisão do produto.",1074032,2025-12-31,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1074032,b6de952bfa149f17286b2d570a8ca7bcfb247d7ae2513397dc686422dfde7f66,True,Incluir na abertura Multicarteira Pulverizado PF/PJ.
23,54233886000142,SHR,32964993.32,24/25 posições positivas,20617.06,0.0560545589753836,257175.86,0.6992209078993329,N/D,"Empréstimo parcelado ao consumo para procedimentos de saúde, odontologia e estética, formalizado em CCB QI e originado via Parcelado Lara. A autorização para tratamentos ainda não concluídos introduz risco de performance/cancelamento e recompra contingente, sem transformar o empréstimo em recebível comercial ordinário.","6.6(p32): maior devedor limitado ao menor entre0,20%PL/R30mil; Top10 menor2%PL/R200mil; Top50 menor5%PL/R600mil; Top100 menor8%PL/R1milhão, checados na aquisição.8.1(p37) acrescenta tetoR20mil por novaCCB E por soma do VP da dívida do mesmo devedor incluindo aquisição; ticket médio atéR3.500. Limites por grupos de clínicas25%PL e Top10grupos45%PL têm dispensa escrita do gestor e excluem tratamentos já concluídos; não são limites por grupo econômico dos pacientes. ERP agregado5%PL e porERP1,5%PL. A amostragem de lastro(p81) expressamente ignora diversificação de devedores, portanto não mede pulverização.",Teto agregado baixo e cumulativo,Baixa no Top1 reportado; completude parcial,"Há limites para maior devedor, Top10/50/100 e saldo total por devedor, além de ticket. Dispensas relativas a clínicas/ERP tratam contrapartes diferentes e precisam permanecer separadas.","Documento selecionado pelo catálogo oficial atéjunho, referência04/05/2026, recebimentos04/05 e05/05; não contém ato datado/aprovação assinada que comprove isoladamente a vigência. Modelos de apêndices terminam com DATA em branco. Não localizada contradição temporal posterior ao corte nesta cópia. | OutrosCP16.711,24 não identificado: atribuição integral do PL condicionada, sem limiar de materialidade escolhido depois do resultado. | Limites na aquisição não demonstram carteira efetiva; TabelaVIII anônima não permite reconstruir todos os grupos ou garantidores. Recompra contingente por clínicas/originadora merece avaliação distinta. | Instrumentos externos, contratos de cessão fiduciária/parceria, eventual dispensa de concentração por clínica, evidência de backupservicer e cumprimento de obrigações de transição não foram obtidos neste arquivo. | Inconsistências preservadas: empréstimo sem garantia versus garantias permitidas; remissão ao SuplementoG versus efetivoF; fórmula/descrição over60/90 com palavra trinta; gatilho over30 escrito20%(quinze); modelo de carência principal18meses versus disposição geral; definições de grupo de clínica no glossário e recompra não inteiramente iguais.",DOC_REGUL_80698_188732_2026_05.pdf,2026-05-04,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_80698_188732_2026_05.pdf,080107ea8bf5c7713a28f729b586e83474b2ff98ac81e3ee49cd90b9851aca0f,True,Incluir na abertura Multicarteira Pulverizado PF/PJ.
24,46073462000130,Open II,20586726.89,24/25 posições positivas,99130.33,0.0701866059211782,2247709.68,1.5914313362557932,N/D,"DC fechados a empréstimo pessoal comdesembolso direto, empréstimo pessoal comdesembolso porconta/ordem a terceiro eBNPL(6,9–10,42). Originação99–100 confirma empréstimosPF semgarantia,CCBparceladaPrice. Transferência não pode incluir crédito vencido(40,5.8II); totalidade dasparcelasvincendas. Política de renegociação/flexibilização102–105 refere-se a créditos já adquiridos. MDRp15/17/114 é encargo do parceiro como subsídio de juros, sem converter CCBemadquirência.","5.8VIp41tetoR$100mil de saldo porDevedor, tambémoriginação100;4.9p34limite20%PLcomexceções. VIIIobservadoatendearitmeticamente0,5/1/5%sobreDCbruto;valor devido versusVP e agrupamentopermanecem ressalvas. Ter24linhasnãoautoriza inventar25º nem usar dispersãodascotas.",Teto agregado absoluto por devedor,Baixa no Top1 reportado; completude parcial,Há teto de saldo e de originação por devedor. A VIII trouxe24 posições; grupo econômico e equivalência entre valor devido e saldo contratual permanecem N/D.,"Abrir naturezaOutrosCP R$4.709.655,75 antesdeautorizarPLintegral, comcritério simétrico. | Validar devedor/grupo e basevalor devidoVIII versusVP;24linhasnãofornecemTop25. | Modelos122/125/128CNPJ37.606.580/0001-75 conflitamcomcapa; nãoatribuirseutextoaoutrofundosemverificação. | FórmulaSênior115duplica numeradordosDCnoPDF;referências e índicequebrados,inclusive5.12alíneas inexistentes e encargo derivativos96apesarvedação33. | 5.1IIvedaqualquerinadimplência versus5.5XtoleraoutrosDCaté15dias;5.8IIvedacréditoadquiridovencido. Registrar diferença semassumirNPL.",815620,2024-11-11,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=815620,ccc503836ce40ab04cf16ff1d97205c5340ab05d5b14c5ea38fdd45137724d3c,True,Incluir na abertura Multicarteira Pulverizado PF/PJ.
