cutoff,ranking_table,cnpj,fundo,classe_serie,value,source_kind,source_id,document_date,event_date,page,decision,reason
2026-06-30,Outros · 2026-06,17250006000110,RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA,Sênior · 3ª emissão,"CDI + 2,75% a.a.",assembleia,1170228,2026-05-12,,62,ACEITA,demonstração auditada identifica emissão e Benchmark; emissão mantém PL no quadro
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 8ª Série,"CDI + 4,5% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 9ª Série,"CDI + 5,0% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 10ª Série,"CDI + 5,0% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 11ª Série,"CDI + 5,0% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 12ª Série,"CDI + 4,5% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 13ª Série,"CDI + 5,0% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 14ª Série,"CDI + 4,0% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 15ª Série,"CDI + 5,0% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 16ª Série,"CDI + 4,0% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 17ª Série,"CDI + 5,0% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 19ª Série,"CDI + 4,0% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 20ª Série,"CDI + 5,0% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 21ª Série,"CDI + 5,25% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Sênior · 22ª Série,"CDI + 5,0% a.a.",rating_report,1211314,2026-03-06,,3,ACEITA,benchmark reconstruído da linha da série; havia marca de série ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Mezanino I,"CDI + 6,0% a.a.",rating_report,1211314,2026-03-06,,4,ACEITA,benchmark reconstruído da linha da classe; havia marca de classe ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Mezanino J,"CDI + 7,0% a.a.",rating_report,1211314,2026-03-06,,4,ACEITA,benchmark reconstruído da linha da classe; havia marca de classe ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Mezanino K,"CDI + 5,0% a.a.",rating_report,1211314,2026-03-06,,4,ACEITA,benchmark reconstruído da linha da classe; havia marca de classe ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Mezanino L,"CDI + 5,0% a.a.",rating_report,1211314,2026-03-06,,4,ACEITA,benchmark reconstruído da linha da classe; havia marca de classe ativa em dez/25
2026-06-30,Fomento Mercantil · 2026-06,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,Mezanino N,"CDI + 6,5% a.a.",rating_report,1211314,2026-03-06,,4,ACEITA,benchmark reconstruído da linha da classe; havia marca de classe ativa em dez/25
2025-12-31,Fomento Mercantil · 2025-12,23216398000101,MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Sênior,"CDI + 3,10% a.a.",rating_report,1088162,2025-11-26,,1,ACEITA,relatório de rating nomeia classe e alvo
2025-12-31,Fomento Mercantil · 2025-12,23216398000101,MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Mezanino A,"CDI + 4,10% a.a.",rating_report,1088162,2025-11-26,,1,ACEITA,relatório de rating nomeia classe e alvo
2025-12-31,Fomento Mercantil · 2025-12,23216398000101,MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Mezanino C,"CDI + 4,10% a.a.",rating_report,1088162,2025-11-26,,1,ACEITA,relatório de rating nomeia classe e alvo
2025-12-31,Fomento Mercantil · 2025-12,23216398000101,MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Mezanino D,"CDI + 4,10% a.a.",rating_report,1088162,2025-11-26,,1,ACEITA,relatório de rating nomeia classe e alvo
2026-06-30,Fomento Mercantil · 2026-06,23216398000101,MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Sênior,"CDI + 3,10% a.a.",rating_report,1088162,2025-11-26,,1,ACEITA,relatório de rating nomeia classe e alvo
2026-06-30,Fomento Mercantil · 2026-06,23216398000101,MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Mezanino A,"CDI + 4,10% a.a.",rating_report,1088162,2025-11-26,,1,ACEITA,relatório de rating nomeia classe e alvo
2026-06-30,Fomento Mercantil · 2026-06,23216398000101,MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Mezanino C,"CDI + 4,10% a.a.",rating_report,1088162,2025-11-26,,1,ACEITA,relatório de rating nomeia classe e alvo
2026-06-30,Fomento Mercantil · 2026-06,23216398000101,MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Mezanino D,"CDI + 4,10% a.a.",rating_report,1088162,2025-11-26,,1,ACEITA,relatório de rating nomeia classe e alvo
2025-12-31,Fomento Mercantil · 2025-12,24504464000101,IOX II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Sênior,"CDI + 4,50% a.a.",rating_report,1211296,2025-11-14,,1-2,ACEITA,benchmark composto reconstruído; classe explicitamente nomeada
2025-12-31,Fomento Mercantil · 2025-12,24504464000101,IOX II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mezanino,"CDI + 6,75% a.a.",rating_report,1211296,2025-11-14,,1-2,ACEITA,benchmark composto reconstruído; classe explicitamente nomeada
2026-06-30,Fomento Mercantil · 2026-06,24504464000101,IOX II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Sênior,"CDI + 4,50% a.a.",rating_report,1140778,2026-03-06,,"1,3",ACEITA,benchmark composto reconstruído; classe explicitamente nomeada
2026-06-30,Fomento Mercantil · 2026-06,24504464000101,IOX II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mezanino,"CDI + 6,75% a.a.",rating_report,1140778,2026-03-06,,"1,3",ACEITA,benchmark composto reconstruído; classe explicitamente nomeada
2025-12-31,Financeiro · 2025-12,26287464000114,TAPSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mezanino B · 1ª Série,"CDI + 2,10% a.a.",assembleia,950120,2025-07-16,,4,ACEITA,suplemento aprovado informa Benchmark Mezanino B
2026-06-30,Financeiro · 2026-06,26287464000114,TAPSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mezanino B · 1ª Série,"CDI + 2,10% a.a.",assembleia,950120,2025-07-16,,4,ACEITA,suplemento aprovado informa Benchmark Mezanino B
2025-12-31,Financeiro · 2025-12,28169275000172,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,Sênior,"CDI + 1,85% a.a.",assembleia,365167,2022-10-14,,3,ACEITA,última remuneração-alvo numérica encontrada pelo scanner; demanda sobreposição por emissão mais recente
2026-06-30,Financeiro · 2026-06,28169275000172,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,Sênior,"CDI + 1,85% a.a.",assembleia,365167,2022-10-14,,3,ACEITA,última remuneração-alvo numérica encontrada pelo scanner; demanda sobreposição por emissão mais recente
2025-12-31,"Agro, Indústria e Comércio · 2025-12",28279473000199,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AUTO-HONDA,Sênior,85% do CDI,rating_report,1038240,2025-11-05,,1,ACEITA,relatório publicado antes do cutoff identifica Benchmark da classe
2026-06-30,"Agro, Indústria e Comércio · 2026-06",28279473000199,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AUTO-HONDA,Sênior,85% do CDI,rating_report,1191541,2026-03-31,,1,ACEITA,relatório identifica Benchmark da classe
2025-12-31,Fomento Mercantil · 2025-12,29469420000101,MULTIPLIKE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Sênior,"CDI + 3,00% a.a.",rating_report,731806,2024-07-24,,"2,8",ACEITA,relatório identifica classe e benchmark
2025-12-31,Fomento Mercantil · 2025-12,29469420000101,MULTIPLIKE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Mezanino,"CDI + 4,50% a.a.",rating_report,731806,2024-07-24,,"2,8",ACEITA,relatório identifica classe e meta de remuneração
2026-06-30,Fomento Mercantil · 2026-06,29469420000101,MULTIPLIKE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Sênior,"CDI + 3,00% a.a.",rating_report,731806,2024-07-24,,"2,8",ACEITA,relatório identifica classe e benchmark
2026-06-30,Fomento Mercantil · 2026-06,29469420000101,MULTIPLIKE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Mezanino,"CDI + 4,50% a.a.",rating_report,731806,2024-07-24,,"2,8",ACEITA,relatório identifica classe e meta de remuneração
2025-12-31,Fomento Mercantil · 2025-12,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Sênior · Série A,"CDI + 1,00% a.a.",regulamento,974471,2025-08-11,,46,ACEITA,cláusula de benchmark da série
2025-12-31,Fomento Mercantil · 2025-12,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Sênior · Série B,"CDI + 1,15% a.a.",regulamento,974471,2025-08-11,,47,ACEITA,cláusula de benchmark da série
2025-12-31,Fomento Mercantil · 2025-12,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Sênior · Série C,"CDI + 1,00% a.a.",regulamento,974471,2025-08-11,,48,ACEITA,cláusula de benchmark da série; valor reconstruído do documento
2025-12-31,Fomento Mercantil · 2025-12,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Sênior · Série D,95% do CDI,regulamento,974471,2025-08-11,,48,ACEITA,cláusula de benchmark da série
2025-12-31,Fomento Mercantil · 2025-12,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Sênior · Série E,95% do CDI,regulamento,974471,2025-08-11,,49,ACEITA,cláusula de benchmark da série; valor reconstruído do documento
2025-12-31,Fomento Mercantil · 2025-12,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mezanino,"CDI + 1,50% a.a.",regulamento,974471,2025-08-11,,50,ACEITA,cláusula de benchmark da subclasse
2026-06-30,Fomento Mercantil · 2026-06,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Sênior · Série A,"CDI + 1,00% a.a.",regulamento,974471,2025-08-11,,46,ACEITA,cláusula de benchmark da série
2026-06-30,Fomento Mercantil · 2026-06,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Sênior · Série B,"CDI + 1,15% a.a.",regulamento,974471,2025-08-11,,47,ACEITA,cláusula de benchmark da série
2026-06-30,Fomento Mercantil · 2026-06,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Sênior · Série C,"CDI + 1,00% a.a.",regulamento,974471,2025-08-11,,48,ACEITA,cláusula de benchmark da série; valor reconstruído do documento
2026-06-30,Fomento Mercantil · 2026-06,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Sênior · Série D,95% do CDI,regulamento,974471,2025-08-11,,48,ACEITA,cláusula de benchmark da série
2026-06-30,Fomento Mercantil · 2026-06,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Sênior · Série E,95% do CDI,regulamento,974471,2025-08-11,,49,ACEITA,cláusula de benchmark da série; valor reconstruído do documento
2026-06-30,Fomento Mercantil · 2026-06,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mezanino,"CDI + 1,50% a.a.",regulamento,974471,2025-08-11,,50,ACEITA,cláusula de benchmark da subclasse
2025-12-31,"Agro, Indústria e Comércio · 2025-12",50095909000149,VITA AUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Sênior,40% do CDI,rating_report,1038251,2025-11-05,,1,ACEITA,relatório publicado antes do cutoff identifica Benchmark da classe
2026-06-30,"Agro, Indústria e Comércio · 2026-06",50095909000149,VITA AUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Sênior,40% do CDI,rating_report,1192922,2026-03-31,,1,ACEITA,relatório identifica Benchmark da classe
2025-12-31,Fomento Mercantil · 2025-12,52720932000102,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLIENTES BRF II,Sênior · Série 1,"CDI + 1,30% a.a.",regulamento,561369,2023-11-29,,132,ACEITA,Retorno Alvo da série explicitamente definido
2025-12-31,Fomento Mercantil · 2025-12,52720932000102,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLIENTES BRF II,Mezanino 1 · Série 1,"CDI + 3,00% a.a.",regulamento,561369,2023-11-29,,134,ACEITA,Retorno Alvo da série explicitamente definido
2025-12-31,Fomento Mercantil · 2025-12,52720932000102,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLIENTES BRF II,Mezanino 2 · Série 2,"CDI + 6,00% a.a.",regulamento,561369,2023-11-29,,137,ACEITA,Retorno Alvo da série explicitamente definido
2026-06-30,Fomento Mercantil · 2026-06,52720932000102,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLIENTES BRF II,Sênior · Série 1,"CDI + 1,30% a.a.",regulamento,561369,2023-11-29,,132,ACEITA,Retorno Alvo da série explicitamente definido
2026-06-30,Fomento Mercantil · 2026-06,52720932000102,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLIENTES BRF II,Mezanino 1 · Série 1,"CDI + 3,00% a.a.",regulamento,561369,2023-11-29,,134,ACEITA,Retorno Alvo da série explicitamente definido
2026-06-30,Fomento Mercantil · 2026-06,52720932000102,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLIENTES BRF II,Mezanino 2 · Série 2,"CDI + 6,00% a.a.",regulamento,561369,2023-11-29,,137,ACEITA,Retorno Alvo da série explicitamente definido
2025-12-31,Outros · 2025-12,55344996000144,SCARLET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,Sênior,"CDI + 3,00% a.a.",regulamento,1012738,2025-10-13,,47,ACEITA,cláusula de meta de rentabilidade
2026-06-30,,55344996000144,SCARLET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,Sênior,"CDI + 3,00% a.a.",regulamento,1012738,2025-10-13,,47,ACEITA,cláusula de meta de rentabilidade
2025-12-31,Financeiro · 2025-12,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Sênior · Série 1,"CDI + 0,85% a.a.",regulamento,993693,2025-09-04,,125,ACEITA,cláusula de Benchmark da série
2025-12-31,Financeiro · 2025-12,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Mezanino 1 · Série 1,"CDI + 3,85% a.a.",regulamento,993693,2025-09-04,,128,ACEITA,cláusula de Benchmark da série
