review_scope,rank_reference,cnpj_fundo,nome_fidc,document_id,document_reference_date,document_url,local_path,pagina_clausula,cedent_originator_explicit,evidence_summary,tipo_anbima_sugerido,foco_anbima_sugerido,tabela_ii_sugerida_documental,taxonomia_funcional_n1_sugerida,taxonomia_funcional_n2_sugerida,reclassification_status,confianca_documental,perimeter_proposal,is_fic_fidc_suggested,manual_validation_reason,reading_method,source_limitations
top20_documental_concluido_periodos_2023_2026,"20, 8, 8",34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,974471,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=34197588000137,data/raw/industry_top20_taxonomy/34197588000137/974471_regulamento.pdf,p. 11,"p. 3: CNPJ SOB O NO 62.232.889/0001 -90, SENDO TAL SERVICO PRESTADO PELA AREA ESPECIALIZADA DO BANCO, DISTINTA DA AREA DE ADMINISTRACAO FIDUC IARIA DO FUNDO. “BENCHMARK” E EQUIVALENTE A 100% (CEM POR CENTO) DO QUE EXCEDER O CDI. “CEDENTE","UNDO, NOS TERMOS DO ARTIGO 33, §1O, DO ANEXO NORMATIVO II A RESOLUCAO CVM NO 175/22; (J) EXECUTAR A POLITICA DE INVESTIMENTO DA CLASSE, DEVENDO ANALISAR E SELECIONAR OS DIREITOS CREDITORIOS CEDIDOS AS COTAS INVESTIDAS E OS ATIVOS FINANCEIROS DE LIQUIDEZ PARA A CARTEIRA DA CLASSE, O QUE INCLUI, NO MINIMO, A VERIFICACAO DO ENQUADRAMENTO DOS DIREITOS CREDITORIOS E DAS COTAS INVESTIDAS A POLITICA DE INVESTIMENTO ESTABELECIDA NO ANEXO, COMPREENDENDO A VALIDACAO DOS DIREITOS CREDITORIOS E DAS COTAS INVESTIDAS EM RELACAO AOS CRITERIOS DE ELEGIBILIDADE E A OBSERVANCIA AOS REQUISITOS DE COMPOSICAO E DIV ERSIFICACAO DA CARTEIRA DA CLASSE; (K) REGISTRAR OS DIREITOS CREDITORIOS CEDIDOS NA ENTIDADE REGISTRADORA OU EM MERCADO DE BALCAO ORGANIZADO AUTORIZADO PELA CVM, OU DEPOSITA -LOS EM DEPOSITARIO CENTRAL AUTORIZADO PELA",Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,manter_classificacao_oficial,media,,False,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual.,"revisão documental assistida de 71 páginas; definição, política de investimento, elegibilidade e lastro",A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.
top20_documental_concluido_periodos_2023_2026,"9, 11",62838025000116,ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1058234,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=62838025000116,data/raw/industry_top20_taxonomy/62838025000116/1058234_regulamento.pdf,p. 6 — política/definição do lastro,"p. 3: CEDENTES” SIGNIFICAM, EXCLUSIVAMENTE, AS SEGUINTES SUBCREDENCIADORAS: (I) PAGUEVELOZ INSTITUICAO DE PAGAMENTO LTDA., INSCRITA NO CNPJ SOB O NO 03.816.413/0001-37 (“PAGUEVELOZ”); E (II) SERASA S.A., INSCRITA NO CNP","FICADO QUE LHE E ATRIBUIDO NO ITEM 8.1 DA PARTE GERAL DO REGULAMENTO. “ENTIDADES REGISTRADORAS” SIGNIFICAM AS ENTIDADES AUTORIZADAS PELO BACEN A EXERCER A ATIVIDADE DE REGISTRO DE DIREITOS CREDITORIOS, DENTRE OS QUAIS, RECEBIVEIS DE ARRANJO DE PAGAMENTOS, NOS TERMOS DA RESOLUCAO CMN NO 4.734/19. “ESCRITURADOR”: SIGNIFICA A LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA., COM SEDE NA CIDADE DE SAO PAULO, ESTADO DE SAO PAULO, AVENIDA DOUTOR CARDOSO DE MELO, NO 1184 – 9O ANDAR, CONJUNTO 91, INSCRITA NO CNPJ SOB O NO 24.361.690/0001-72. “ESTABELECIMENTOS COMERCIAIS ” SIGNIFICAM OS ESTABELECIMENTOS COMERCIAIS OU PROFISSIONAIS AUTONOMOS, LOCALIZADOS NO BRASIL, DEVIDAMENTE CREDENCIADOS PELAS SUBCREDENCIADORAS, EM OBSERVANCIA A REGULAMENTACAO EXPEDIDA P","Agro, Indústria e Comércio",Recebíveis Comerciais,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,manter_classificacao_oficial,alta,,False,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual.,"revisão documental assistida de 70 páginas; definição, política de investimento, elegibilidade e lastro",A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.
top20_documental_concluido_periodos_2023_2026,"6, 8",59356753000187,ER - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1001065,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=59356753000187,data/raw/industry_top20_taxonomy/59356753000187/1001065_regulamento.pdf,p. 68 — política/definição do lastro,N/D — cedente/originador nominal não identificado no regulamento disponível.,"11 ANEXO III AO REGULAMENTO DO ER – ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA POLITICA DE ORIGINACAO E CONCESSAO DE CREDITO A CREDORA ORIGINAL PODERA ORIGINAR DIREITOS CREDITORIOS ORIUNDOS DE PROCEDIMENTOS COMPETITIVOS COM A UNIAO FEDERAL E A AGENCIA NACIONAL DE ENERGIA ELETRICA (“ANEEL”), POR MEIO DO QUAL SE COMPROMETA A DISPONIBILIZAR UMA DETERMINADA QUANTIDADE DE ENERGIA PARA O FORNECIMENTO DO SISTEMA INTERLIGADO NACIONAL -SIN, EM CONTRAPARTIDA DE PAGAMENTO EM MOEDA CORRENTE NACIONAL, NOS TERMOS ESTABELECIDOS NA CAMARA DE COMERCIALIZACAO DE ENERGIA ELETRICA – CCEE A POLITICA DE ORIGINACAO E CONCESSAO DE CREDITO CONSISTE NA CONSTITUICAO DE RECEBIVEIS ADVINDOS DOS PROCEDIMENTOS COMPETITIVOS DEVIDOS PELA CCEE, E APLICA -SE AOS DIREITOS CREDITORIOS CER E AS GARANTIAS DOS DIREITOS CREDITORI","Agro, Indústria e Comércio",Infraestrutura,Serviços,Infra/Energia,Energia/infra,manter_classificacao_oficial,alta,,False,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual.,"revisão documental assistida de 93 páginas; definição, política de investimento, elegibilidade e lastro",A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.
top20_documental_concluido_periodos_2023_2026,2,53263761000100,ESPERANZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,830304,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53263761000100,data/raw/industry_top20_taxonomy/53263761000100/830304_regulamento.pdf,p. 31,"p. 29: CEDENTES: PESSOA JURIDICA E/OU FISICA, IDENTIFICADA PELO SEU NUMERO DE INSCRICAO NO CNPJ/MF OU CPF/MF OU FUNDOS DE","IOS COM A UTILIZACAO DE RECURSOS FINANCEIROS ORIGINADOS NA CARTEIRA DE DIREITOS CREDITORIOS; V – DA POLITICA DE INVESTIMENTOS 5.1. VISANDO ATINGIR O OBJETIVO PROPOSTO, A CLASSE UNICA DO FUNDO ALOCARA SEUS RECURSOS NA AQUISICAO DE DIREITOS CREDITORIOS ELEGIVEIS E/OU ATIVOS FINANCEIROS, OBSERVADOS OS LIMITES E AS RESTRICOES PREVISTAS NA LEGISLACAO VIGENTE, NO REGULAMENTO E NESTE ANEXO. 5.2. OS DIREITOS CREDITORIOS CONSISTIRAO EM QUAISQUER DIREITOS CREDITORIOS, INCLUSIVE AQUELES CONSIDERADOS COMO NAO PADRONIZADOS, NOS TERMOS DO ART. 2O, XIII, DO ANEXO II DA RESOLUCAO CVM 175. 5.2.1. A AQUISICAO DOS DIREITOS CREDITORIOS ELEGIVEIS PELA CLASSE SERA REALIZADA NOS TERMOS DESCRITOS NO RESPECTIVO CONTRATO DE CESSAO, BOLETINS DE SUBSCRICAO, CONTRATO DE PROMESSA DE CESSAO, OPCOES, MEMORANDOS DE ENTENDIMENTO, MERCADO DE B",Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,manter_classificacao_oficial,media,,False,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual.,"revisão documental assistida de 59 páginas; definição, política de investimento, elegibilidade e lastro",A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.
top20_documental_concluido_periodos_2023_2026,"3, 3, 3, 4",44229197000100,EUV SP1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,800235,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=44229197000100,data/raw/industry_top20_taxonomy/44229197000100/800235_regulamento.pdf,p. 22 — política/definição do lastro,"p. 27: CEDENTES DOS DIREITOS DE CREDITO DEVEM SER PESSOAS JURIDICAS COM INSCRICAO NO CNPJ/MF; (II) DEVEM SER REPRESENTADOS POR CEDULAS DE CREDITO BANCARIO, NOTAS PROMISS","ECURSOS NA AQUISICAO DE DIREITOS CREDITORIOS ELEGIVEIS E/OU ATIVOS FINANCEIROS , OBSERVADOS OS LIMITES E AS RESTRICOES PREVISTAS NA LEGISLACAO VIGENTE E NESTE REGULAMENTO. 4.3. OS DIREITOS CREDITORIOS CONSISTIRAO EM DIREITOS CREDITORIOS PERFORMADOS E/OU NAO PERFORMADOS, ORIUNDOS DE OPERACOES REALIZADAS PELOS CEDENTES NOS SEGMENTOS FINANCEIRO, INDUSTRIAL, COMERCIAL, IMOBILIARIO E/OU DE PRESTACAO DE SERVICOS DE ACORDO COM OS CRITERIOS DE",Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,manter_classificacao_oficial,alta,,False,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual.,"revisão documental assistida de 54 páginas; definição, política de investimento, elegibilidade e lastro",A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.
top20_documental_concluido_periodos_2023_2026,"16, 16, 15, 11",53073485000100,EXPERT III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53073485000100,,N/D — texto não recuperável,N/D — cedente/originador nominal não identificado no regulamento disponível.,Regulamento sem texto recuperável; proposta baseada na classificação ANBIMA preservada de 2025-12-29.,Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,manter_provisoriamente_por_limitacao_documental,baixa,,False,Conclusão provisória mantém a classificação oficial por insuficiência documental; revisar quando houver regulamento legível.,conclusão provisória por fonte documental sem texto recuperável,"Regulamento ausente ou PDF sem texto extraível; cedente, originador e lastro permanecem não confirmados."
top20_documental_concluido_periodos_2023_2026,6,43616756000172,FIDC - BANCOS EMISSORES DE CARTÃO DE CRÉDITO - STONE IV - RESPONSABILIDADE LIMITADA,752830,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=43616756000172,data/raw/industry_top20_taxonomy/43616756000172/752830_regulamento.pdf,p. 23 — política/definição do lastro,"p. 81: CEDENTE SERAO CORRETOS E SUFICIENTES, PODENDO, ASSIM, EXISTIR ERROS OPERACIONAIS NA REALIZACAO DESTAS CONCILIACOES EXTRAORDINARIAS. ADICIONALMENTE, EM HIPOTESES EXCEPCIONAIS INDICADAS NO CONTRATO DE CESSAO, NAS QUAIS A TRANSFERENCIA A TITULO DE PAGAMENTO DOS DIREITOS CREDITORIOS ELEGIVEIS A CLASSE NAO POSSA S ER IDENTIFICADA PELO CUSTODIANTE, A CEDENTE AUXILIARA EXTRAORDINARIAMENTE O CUSTODIANTE NA CONCILIACAO DOS PAGAMENTOS DOS DIREITOS CREDITORIOS ELEGIVEIS CEDIDOS A CLASSE, CONFIRMANDO O RESPECTIVO DIREITO CREDITORIO ELEGIVEL E/OU RESPECTIVA PARCELA DO DIREI TO CREDITORIO ELEGIVEL ASSOCIADA A TRANSFERENCIA REALIZADA A CONTA AUTORIZADA DA CLASSE . NESTE SENTIDO, A CLASSE E O CUSTODIANTE NAO GARANTEM AOS","Os direitos creditórios são detidos pela credenciadora/cedente contra bancos emissores de cartões, no fluxo financeiro dos arranjos de pagamento.",Financeiro,Multicarteira Financeiro,Cartão de crédito,Meios de Pagamento e Cartões,Bancos Emissores,propor_reclassificacao_documental,alta,,False,Conclusão documental propõe Financeiro / Multicarteira Financeiro pela contraparte bancária emissora.,"revisão documental assistida de 137 páginas; definição, política de investimento, elegibilidade e lastro","A carteira decorre do fluxo de cartão, mas a obrigação cedida recai sobre os bancos emissores."
top20_documental_concluido_periodos_2023_2026,18,44770267000133,FIDC - BANCOS EMISSORES DE CARTÃO DE CRÉDITO V - RESPONSABILIDADE LIMITADA,770155,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=44770267000133,data/raw/industry_top20_taxonomy/44770267000133/770155_regulamento.pdf,p. 109 — política/definição do lastro,"p. 80: CEDENTE SERAO CORRETOS E SUFICIENTES, PODENDO, ASSIM, EXISTIR ERROS OPERACIONAIS NA REALIZACAO DESTAS CONCILIACOES EXTRAORDINARIAS. ADICIONALMENTE, EM HIPOTESES EXCEPCIONAIS INDICADAS NO CONTRATO DE CESSAO, NAS QUAIS A TRANSFERENC IA A TITULO DE PAGAMENTO DOS DIREITOS CREDITORIOS ELEGIVEIS A CLASSE NAO POSSA SER IDENTIFICADA PELO CUSTODIANTE, A CEDENTE AUXILIARA EXTRAORDINARIAMENTE O CUSTODIANTE NA CONCILIACAO DOS PAGAMENTOS DOS DIREITOS CREDITORIOS ELEGIVEIS CEDIDOS A CLASSE, CONFIRMANDO O RESPECTIVO DIREITO CREDITORIO ELEGIVEL E/OU RESPECTIVA PARCELA DO DIREITO CREDITORIO ELEGIVEL ASSOCIADA A TRANSFERENCIA REALIZADA A CONTA AUTORIZADA DA CLASSE . NESTE SENTIDO, A CLASSE E O CUSTODIANTE NAO GARANTEM AOS","Os direitos creditórios são detidos pela credenciadora/cedente contra bancos emissores de cartões, no fluxo financeiro dos arranjos de pagamento.",Financeiro,Multicarteira Financeiro,Cartão de crédito,Meios de Pagamento e Cartões,Bancos Emissores,propor_reclassificacao_documental,alta,,False,Conclusão documental propõe Financeiro / Multicarteira Financeiro pela contraparte bancária emissora.,"revisão documental assistida de 139 páginas; definição, política de investimento, elegibilidade e lastro","A carteira decorre do fluxo de cartão, mas a obrigação cedida recai sobre os bancos emissores."
top20_documental_concluido_periodos_2023_2026,"6, 10, 9",54979779000168,FIDC ACR BEM BANCOS EMISSORES DE CARTÃO DE CRÉDITO - RESPONSABILIDADE LIMITADA,656484,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=54979779000168,data/raw/industry_top20_taxonomy/54979779000168/656484_regulamento.pdf,p. 2 — política/definição do lastro,"p. 77: CEDENTE SERAO CORRETOS E SUFICIENTES, PODENDO, ASSIM, EXISTIR ERROS OPERACIONAIS NA REALIZACAO DESTAS CONCILIACOES EXTRAORDINARIAS. ADICIONALMENTE, EM HIPOTESES EXCEPCIONAIS INDICADAS NO CONTRATO DE CESSAO, NAS QUAIS A TRANSFERENC IA A TITULO DE PAGAMENTO DOS DIREITOS CREDITORIOS ELEGIVEIS A CLASSE NAO POSSA SER IDENTIFICADA PELO CUSTODIANTE, A CEDENTE AUXILIARA EXTRAORDINARIAMENTE O CUSTODIANTE NA CONCILIACAO DOS PAGAMENTOS DOS DIREITOS CREDITORIOS ELEGIVEIS CEDIDOS A CLASSE, CONFIRMANDO O RESPECTIVO DIREITO CREDITORIO ELEGIVEL E/OU RESPECTIVA PARCELA DO DIREITO CREDITORIO ELEGIVEL ASSOCIADA A TRANSFERENCIA REALIZADA A CONTA AUTORIZADA DA CLASSE. NESTE SENTIDO, A CLASSE E O CUSTODIANTE NAO GARANTEM AOS C","O – DEFINICOES DA PARTE GERAL DO REGULAMENTO ........................................................................ 22 ANEXO I - DESCRITIVO DA CLASSE DO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ACR BEM BANCOS EMISSORES DE CARTAO DE CREDITO – RESPONSABILIDADE LIMITADA ............................................. 26 CAPITULO I - DA CLASSE, FORMA DE CONSTITUIC AO, PRAZO DE DURACAO E OBJETO .................................................................................................. 26 CAPITULO II - DO OBJETIVO DA CLASSE, DA POLITICA DE INVESTIMENTO E DA COMPOSICAO DA CARTEIRA ................................................................ 27 CAPITULO III - DAS CONDICOES DE CESSAO E DOS CRITERIOS DE ELEGIBILIDADE ......................",Financeiro,Multicarteira Financeiro,Cartão de crédito,Meios de Pagamento e Cartões,Bancos Emissores,manter_classificacao_oficial,alta,,False,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual.,"revisão documental assistida de 129 páginas; definição, política de investimento, elegibilidade e lastro",A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.
top20_documental_concluido_periodos_2023_2026,7,57532556000146,FIDC BV AUTO I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,966587,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=57532556000146,data/raw/industry_top20_taxonomy/57532556000146/966587_regulamento.pdf,p. 26,N/D — cedente/originador nominal não identificado no regulamento disponível.,"TO DA GESTORA ENCONTRA- SE DISPONIVEL EM SEU WEBSITE, NO SEGUINTE ENDERECO: WWW.ANGAASSET.COM.BR 3. POLITICA DE INVESTIMENTOS E COMPOSICAO DA CARTEIRA 3.1. VISANDO A ATINGIR O OBJETIVO PROPOSTO, A CLASSE A ALOCARA SEUS RECURSOS NA AQUISICAO DE DIREITOS CREDITORIOS ORIUNDOS DE CCCBS ELEGIVEIS E ATIVOS FINANCEIROS DE LIQUIDEZ, OBSERVADOS OS LIMITES E AS RESTRICOES PREVISTAS NA LEGISLACAO VIGENTE E NESTE ANEXO DESCRITIVO. 3.1.1. A CLASSE A ADQUIRIRA APENAS CCCBS QUE ATENDAM, NA RESPECTIVA DATA DE ENDOSSO, AOS CRITERIOS DE ELEGIBILIDADE, CONFORME VERIFICADOS PELA GESTORA, NOS TERMOS DO ITEM 5.1 DESTE ANEXO DESCRITIVO, BEM COMO AOS CRITERIOS PARA VINCULACAO, OS QUAIS SERAO DECLARADOS PELO EMITENTE NO RESPECTIVO CCCB. 3.1.2. NAO SERA ADMITIDA A REVOLVENCIA DE DIRETOS CREDITORIOS. 3.2. A CLASSE A DEVERA OBSERVAR, EM",Financeiro,Crédito Pessoal,N/D,Multissetorial / Outros,Multicarteira outros,manter_classificacao_oficial,media,,False,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual.,"revisão documental assistida de 120 páginas; definição, política de investimento, elegibilidade e lastro",A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.
top20_documental_concluido_periodos_2023_2026,"1, 1, 1, 1",09195235000150,FIDC DO SISTEMA PETROBRAS,792797,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=09195235000150,data/raw/industry_top20_taxonomy/09195235000150/792797_regulamento.pdf,p. 3,p. 43: CNPJ/MF CADASTRO NACIONAL DE PESSOA JURIDICA DO MINISTERIO DA FAZENDA. CONTRATO DE CESSAO CONTRATO A SER CELEBRADO ENTRE O FUNDO E CADA UM DOS CEDENTE,................................................................................17 CAPITULO IV - DA POLITICA DE INVESTIMENTO.................................................19 CAPITULO V - DA FORMA DE COMUNICACAO AOS COTISTAS.............................20 CAPITULO VI - DOS FATORES DE RISCO ...............................................................21 CAPITULO VII - CRITERIOS DE ELEGIBILIDADE E PROCEDIMENTO DE AQUISICAO DE DIREITOS CREDITORIO ..............................................................26 CAPITULO VIII – DESCRICAO DOS DIREITOS CREDITORIO E PROCEDIMENTOS DE COBRANCA .............................................................................................................26 CAPITULO IX – LIQUIDACAO DA CLASSE .....................................................................26 CAPITUL,"Agro, Indústria e Comércio",Recebíveis Comerciais,N/D,Multissetorial / Outros,Multicarteira outros,manter_classificacao_oficial,media,,False,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual.,"revisão documental assistida de 46 páginas; definição, política de investimento, elegibilidade e lastro",A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.
top20_documental_concluido_periodos_2023_2026,"3, 3, 4, 4",11230727000181,FIDC GM - VENDA DE VEÍCULOS,700587,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=11230727000181,data/raw/industry_top20_taxonomy/11230727000181/700587_regulamento.pdf,p. 18,p. 14: CEDENTE GENERAL MOTORS DO BRASIL LTDA. CNPJ CADASTRO NACIONAL DA PESSOA JURIDICA.,"DITORIO CEDIDO SIGNIFICA UM DIREITO CREDITORIO QUE ATENDA A TODOS OS CRITERIOS DE ELEGIBILIDADE E A POLITICA DE INVESTIMENTO E VENHA A SER ADQUIRIDO PELA CLASSE, NOS TERMOS DO CONTRATO DE CESSAO E RESPECTIVO TERMO DE CESSAO. DIREITOS CREDITORIOS SIGNIFICA, CONJUNTA OU SEPARADAMENTE, OS DIREITOS DE CREDITO E VALORES ORIUNDOS DE UMA VENDA DE VEICULOS A PRAZO DO CEDENTE A UMA CONCESSIONARIA, COM TUDO QUE OS REFERIDOS DIREITOS DE CREDITO REPRESENTAM, INCLUINDO AJUSTES MONETARIOS E TODOS OS DIREITOS ASSEGURADOS AO CEDENTE PELOS MESMOS. DIREITOS CREDITORIOS INADIMPLIDOS COM RELACAO A QUALQUER DIREITO CREDITORIO, SIGNIFICA O NAO PAGAMENTO A CLASSE POR PARTE DA CONCESSIONARIA DO VALOR DA VENDA DO VEICULO AO CONSUMIDOR FINAL OU DA ENTREGA FISICA DO VEICULO A TERCEIROS, A QUALQUER TITULO QUE SEJA, NO PRAZO","Agro, Indústria e Comércio",Recebíveis Comerciais,N/D,Multissetorial / Outros,Multicarteira outros,manter_classificacao_oficial,media,,False,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual.,"revisão documental assistida de 71 páginas; definição, política de investimento, elegibilidade e lastro",A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.
top20_documental_concluido_periodos_2023_2026,"10, 19, 19",26405883000103,FIDC MULTISEGMENTOS NPL IPANEMA VI RESPONSABILIDADE LIMITADA,787165,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=26405883000103,data/raw/industry_top20_taxonomy/26405883000103/787165_regulamento.pdf,p. 9 — política/definição do lastro,"p. 40: CEDENTES” SAO TODAS AS PESSOAS FISICAS OU JURIDICAS QUE CEDEM OS DIREITOS CREDITORIOS AO FUNDO, NOS TERMOS DOS RESPECTIVOS CONTRATOS DE CESSAO. “CMN” E O CONSELHO MONETARIO NACIONAL. “CNPJ” SIGNIFICA O CADASTRO NACIONAL DAS PESSOAS JURIDICAS, MANTIDO PELO MINISTERIO D","IVO DO FUNDO. O OBJETIVO DO FUNDO E PROPORCIONAR AOS SEUS COTISTAS A VALORIZACAO DE SUAS COTAS, NO LONGO PRAZO, POR MEIO DA APLICACAO DOS RECURSOS DO FUNDO, PREPONDERANTEMENTE, NA AQUISICAO DE CARTEIRAS DE DIREITOS CREDITORIOS NAO-PADRONIZADOS, VENCIDOS E NAO PAGOS QUANDO DE SUA CESSAO PARA O FUNDO, CONFORME A POLITICA DE INVESTIMENTO DESTE REGULAMENTO. 7.2 CRITERIOS MINIMOS . OS DIREITOS CREDITORIOS DEVERAO OBEDECER PELO MENOS UM DOS CRITERIOS ABAIXO: (I) SER ORIGINADOS DE OPERACOES FINANCEIRAS, COMERCIAIS, IMOBILIARIAS, DE PRESTACOES DE SERVICOS, DE ARRENDAMENTO MERCANTIL E/OU INDUSTRIAIS REALIZADAS POR INSTITUICOES FINANCEIRAS E OUTRAS SOCIEDADES ATUANTES NO MERCADO BRASILEIRO NOS SEGMENTOS ANTERIORMENTE REFERIDOS; (II) SER DECORRENTES DE RECEITAS PUBLICAS ORI",Outros,Recuperação,N/D,Judicial/Precatórios/NPL,Não padronizado/NPL,propor_reclassificacao_documental,alta,,False,Conclusão documental propõe reclassificação; confirmar a materialidade do lastro antes de Aprovar e aplicar.,"revisão documental assistida de 45 páginas; definição, política de investimento, elegibilidade e lastro",A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.
top20_documental_concluido_periodos_2023_2026,"14, 15, 20, 15",07727002000126,FIDC PCG - BRASIL MULTICARTEIRA,790453,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=07727002000126,data/raw/industry_top20_taxonomy/07727002000126/790453_regulamento.pdf,p. 39,N/D — cedente/originador nominal não identificado no regulamento disponível.,"RSIFICACAO; E (C) AVALIAR A ADERENCIA DO RISCO DE PERFORMANCE DOS DIREITOS DE CREDITO, SE HOUVER, A POLITICA DE INVESTIMENTO, OBSERVADO QUE O CUSTODIANTE PODERA SER SUBCONTRATADO PELO GESTOR PARA DESEMPENHAR AS FUNCOES INDICADAS NOS ITENS (A) A (C); (IX) ENTREGAR OS DIREITOS DE CREDITO AO CUSTODIANTE OU ADMINISTRADOR, CONFORME O CASO, NOS TERMOS DESTE ANEXO , POR MEIO DO ENVIO, PELO GESTOR AO CUSTODIANTE, DOS DOCUMENTOS COMPROBATORIOS DE CREDITO, DE FORMA ELETRONICA OU ENTREGA DAS VIAS FISICAS DOS REFERIDOS DOCUMENTOS; (X) NA HIPOTESE DE OCORRER SUBSTITUICAO DE DIREITOS DE CREDITO, POR QUALQUER MOTIVO, DILIGENCIAR PARA QUE A RELACAO ENTRE RISCO E RETORNO DA CARTEIRA DE DIREITOS DE CREDITO NAO SEJA ALTERADA, NOS TERMOS DA POLITICA DE INVESTIMENTOS; (XI) ATUAR PARA QUE OCORRA A CORRETA FORMALIZACAO DOS DOCUMENT",Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,manter_classificacao_oficial,media,,False,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual.,"revisão documental assistida de 59 páginas; definição, política de investimento, elegibilidade e lastro",A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.
