review_scope,rank_reference,cnpj_fundo,nome_fidc,document_id,document_reference_date,document_url,local_path,pagina_clausula,cedent_originator_explicit,evidence_summary,tipo_anbima_sugerido,foco_anbima_sugerido,tabela_ii_sugerida_documental,taxonomia_funcional_n1_sugerida,taxonomia_funcional_n2_sugerida,reclassification_status,confianca_documental,perimeter_proposal,is_fic_fidc_suggested,manual_validation_reason,reading_method,source_limitations
top20_tipo,Fomento-15,19388423000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,1181147,2026-05-06,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=19388423000159,outputs/fidc_director_deep_diagnostic_20260609/pdf_text_cache/19388423000159_1181147_regulamento_regulamento_1181147_2026-05-06_2026-05-06.txt,"itens 1–3 do instrumento de 04/05/2026",Ausência de entidade nominal no conteúdo acessível.,O instrumento disponível contém somente a alteração e remete ao regulamento consolidado em Anexo I ausente.,,,,,,ambigua,baixa,,False,Obter o corpo do regulamento consolidado para concluir a verificação.,Leitura do text_cache canônico; PDF correspondente não localizado.,A ausência de entidade nominal vale somente para o conteúdo acessível.
top20_tipo,Fomento-19,23956882000169,SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,1169059,2026-04-24,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=23956882000169,outputs/fidc_director_deep_diagnostic_20260609/pdf_text_cache/23956882000169_1169059_regulamento_regulamento_1169059_2026-04-24.txt,pp. 1–8,Ausência de entidade nominal no conteúdo acessível.,O arquivo contém ato conjunto e suplementos de emissão; o corpo do regulamento citado não foi incluído.,,,,,,ambigua,baixa,,False,Obter o corpo do regulamento para concluir a verificação.,Leitura do text_cache canônico; PDF correspondente não localizado.,A ausência de entidade nominal vale somente para o conteúdo acessível.
top20_tipo,AIC-5,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,993693,2025-09-04,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=57609282000146,outputs/fidc_director_deep_diagnostic_20260609/pdf_text_cache/57609282000146_993693_regulamento_regulamento_993693_2025-09-04.txt,"pp. 31–32, item 2.1.1; p. 59, item 12.1; p. 102",Cloudwalk Instituição de Pagamento e Serviços Ltda. — CNPJ 18.189.547/0001-42.,A CloudWalk é definida como cedente dos recebíveis de transações de pagamento devidos pelos emissores.,,,,,,ambigua,alta,,False,,Leitura do text_cache canônico e conferência do PDF.,Entidade e papel estão expressos no regulamento.
top20_tipo,AIC-8,59356753000187,ER - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1001065,2025-09-26,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=59356753000187,outputs/fidc_director_deep_diagnostic_20260609/pdf_text_cache/59356753000187_1001065_regulamento_regulamento_1001065_2025-09-26_2025-09-26.txt,"p. 75, item 5.1; pp. 82–83",ÂMBAR ENERGIA S.A. — CNPJ 01.645.009/0003-84.,A Âmbar é credora original e cedente dos recebíveis CER devidos pela CCEE.,,,,,,ambigua,alta,,False,O anexo necessário foi recuperado no PDF correspondente.,Leitura do text_cache canônico e conferência do PDF.,Entidade e papel estão expressos no regulamento.
top20_tipo,AIC-11,62838025000116,ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1058234,2025-12-10,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=62838025000116,outputs/fidc_director_deep_diagnostic_20260609/pdf_text_cache/62838025000116_1058234_regulamento_regulamento_1058234_2025-12-10.txt,pp. 3–4,"PagueVeloz Instituição de Pagamento Ltda. — CNPJ 03.816.413/0001-37 | Serasa S.A. — CNPJ 62.173.620/0133-20",O regulamento identifica exaustivamente as duas subcredenciadoras como cedentes exclusivas.,,,,,,ambigua,alta,,False,,Leitura do text_cache canônico e conferência do PDF.,As duas entidades e seus papéis estão expressos no regulamento.
top20_tipo,AIC-12,53300525000109,IBCB-AF01 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1183189,2026-05-08,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53300525000109,outputs/fidc_director_deep_diagnostic_20260609/pdf_text_cache/53300525000109_1183189_regulamento_regulamento_1183189_2026-05-08_2026-05-08.txt,"verbete Cedentes; Anexo I, item 1.2",Ausência de entidade nominal; cedentes e endossantes definidos genericamente.,O documento define cedentes e endossantes como partes que transferem recebíveis sem individualizar entidades.,,,,,,ambigua,media,,False,O cache termina antes do fim indicado no índice e o PDF selecionado não foi localizado.,Leitura do text_cache canônico.,A ausência nominal foi registrada com confiança média devido à incompletude do arquivo.
top20_tipo,AIC-18,57325251000163,ANGICO FIDC SEGMENTO INFRAESTRUTURA E AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA,1086644,2026-01-14,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=57325251000163,outputs/fidc_director_deep_diagnostic_20260609/pdf_text_cache/57325251000163_1086644_regulamento_regulamento_1086644_2026-01-14_2026-01-14.txt,"pp. 3–6; pp. 21–22, itens 5.3–5.6",Ausência de entidade nominal; empresas de projetos aparecem genericamente como Devedores.,O fundo adquire títulos emitidos por empresas de infraestrutura ou agronegócio descritas apenas como Devedores.,,,,,,ambigua,media,,False,O cache termina de forma abrupta e o PDF não foi localizado.,Leitura do text_cache canônico.,A ausência nominal foi registrada com confiança média devido à incompletude do arquivo.
top20_tipo,Financeiro-10,50473039000102,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,909547,2025-05-19,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=50473039000102,outputs/fidc_director_deep_diagnostic_20260609/pdf_text_cache/50473039000102_909547_regulamento_regulamento_909547_2025-05-19.txt,"p. 35; p. 48; p. 62, itens 3.12–3.13","Mercado Crédito Sociedade de Crédito, Financiamento e Investimento S.A. — CNPJ 37.679.449/0001-38 | Estabelecimentos Comerciais não individualizados",Há recebíveis cedidos por lojistas e recebíveis de pagamento originados ou cedidos pelo Mercado Crédito.,,,,,,ambigua,alta,,False,,Leitura do text_cache canônico e conferência do PDF.,A entidade nominal e o grupo genérico de cedentes foram preservados separadamente.
top20_tipo,Financeiro-11,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,993687,2025-09-04,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=60356171000180,outputs/fidc_director_deep_diagnostic_20260609/pdf_text_cache/60356171000180_993687_regulamento_regulamento_993687_2025-09-04.txt,"pp. 31–32, item 2.1.1; p. 59, item 12.1; p. 103",Cloudwalk Instituição de Pagamento e Serviços Ltda. — CNPJ 18.189.547/0001-42.,A CloudWalk é definida como cedente dos recebíveis de transações de pagamento devidos pelos emissores.,,,,,,ambigua,alta,,False,,Leitura do text_cache canônico e conferência do PDF.,Entidade e papel estão expressos no regulamento.
top20_tipo,Financeiro-12,62588266000154,VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1002580,2025-09-29,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=62588266000154,outputs/fidc_director_deep_diagnostic_20260609/pdf_text_cache/62588266000154_1002580_regulamento_regulamento_1002580_2025-09-29.txt,"p. 27, item 5.1; pp. 28–30, item 7.1(x)",FACTA FINANCEIRA S.A. CRÉDITO FINANCIAMENTO E INVESTIMENTO — CNPJ 15.581.638/0001-30.,A Facta origina digitalmente as CCBs concede os empréstimos e endossa ou transfere os direitos ao fundo.,,,,,,ambigua,alta,,False,,Leitura do text_cache canônico e conferência do PDF.,Entidade e papéis de origem e transferência estão expressos no regulamento.
top20_tipo,Financeiro-13,60010416000112,MT CONSIGNADO PRIVADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1051393,2025-10-09,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=60010416000112,outputs/fidc_director_deep_diagnostic_20260609/pdf_text_cache/60010416000112_1051393_regulamento_regulamento_1051393_2025-10-09.txt,"p. 9, item 4.2; p. 44, definição de Endossante",Parati Crédito Financiamento e Investimento S.A. — CNPJ 03.311.443/0001-91.,A Parati concede os empréstimos consignados e endossa ao fundo as CCBs correspondentes.,,,,,,ambigua,alta,,False,O inventário do payload apontava documento anterior ID 993786; a leitura utilizou o documento local posterior ID 1051393.,Leitura do text_cache local mais recente e conferência do PDF.,A atualização documental foi registrada sem alterar a classificação oficial.
top20_tipo,Financeiro-14,33254370000104,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1128340,2026-03-03,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=33254370000104,outputs/fidc_director_deep_diagnostic_20260609/pdf_text_cache/33254370000104_1128340_regulamento_regulamento_1128340_2026-03-03.txt,Complementos I e II,Ausência de entidade nominal; instituições financeiras parceiras e vendedores usuários da plataforma são definidos genericamente.,O documento define cedentes como instituições financeiras parceiras e vendedores usuários da plataforma sem identificação nominal.,,,,,,ambigua,alta,,False,A lista de Instituições Autorizadas representa outro conceito e não comprova cessão efetiva; o payload apontava documento anterior ID 914386.,Leitura do text_cache local mais recente e conferência do PDF.,A atualização documental foi registrada sem inferir entidade a partir da plataforma.
