Fundo,CNPJ,Data,Classe/Série,Tipo,Qtd cotas,Preço/VNU,Volume identificado (R$ mm),Remuneração-alvo,Amortização/vencimento,Fonte
CRÉDITO UNIVERSITÁRIO IV,55.983.705/0001-68,12/06/2025,2ª série,Sênior,39.000,"R$ 1.000,00","39,0","DI + 1,60% a.a.",60 meses; 12 meses de carência; amortização programada após carência,925293_assembleia_assembleia_925293_2025-05-29.pdf; 938043_emissao_emissao_938043_2025-06-12.pdf; 942812_assembleia_assembleia_942812_2025-06-30.pdf; 974385_emissao_emissao_9743...
CRÉDITO UNIVERSITÁRIO IV,55.983.705/0001-68,12/06/2025,Subordinada Mezanino 2ª emissão,Mezanino,6.000,"R$ 1.000,00","6,0",Taxa DI + sobretaxa mezanino definida em ato,60 meses; 12 meses de carência; amortização programada após carência,925293_assembleia_assembleia_925293_2025-05-29.pdf; 938043_emissao_emissao_938043_2025-06-12.pdf
CRÉDITO UNIVERSITÁRIO IV,55.983.705/0001-68,09/04/2026,3ª série,Sênior,111.000,"R$ 1.000,00","111,0","DI + 1,50% a.a.",60 meses; 12 meses de carência; amortização programada após carência,1158589_assembleia_assembleia_1158589_2026-04-06.pdf; 1158367_emissao_emissao_1158367_2026-04-09.pdf; 1170453_emissao_emissao_1170453_2026-04-08.pdf
CRÉDITO UNIVERSITÁRIO IV,55.983.705/0001-68,09/04/2026,Subordinada Mezanino 3ª emissão,Mezanino,9.000,"R$ 1.000,00","9,0","DI + 3,25% a.a.",60 meses; 12 meses de carência; amortização programada após carência,1158589_assembleia_assembleia_1158589_2026-04-06.pdf; 1158367_emissao_emissao_1158367_2026-04-09.pdf; 1170453_emissao_emissao_1170453_2026-04-08.pdf
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,03/08/2021,7ª série,Sênior,40.000,"R$ 1.000,00","40,0",Taxa DI + sobretaxa sênior definida em ato,—,199890_assembleia_assembleia_199890_2021-08-03.pdf · ID 199890
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,07/01/2022,8ª série,Sênior,50.000,"R$ 1.000,00","50,0",Taxa DI + sobretaxa sênior definida em ato,—,256863_assembleia_assembleia_256863_2022-01-07.pdf · ID 256863
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,14/07/2023,10ª série,Sênior,50.000,"R$ 1.000,00","50,0","DI + 2,80% a.a.",72 meses; 12 meses de carência; amortização programada após carência,487809_assembleia_assembleia_487809_2023-07-05.pdf; 492281_emissao_emissao_492281_2023-07-14.pdf; 494131_emissao_emissao_494131_2023-07-19.pdf
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,14/07/2023,Subordinada Mezanino 7ª emissão,Mezanino,até 10.000,"R$ 1.000,00","10,0","DI + 3,95% a.a.",36 meses; 12 meses de carência; amortização programada após carência,487809_assembleia_assembleia_487809_2023-07-05.pdf; 492281_emissao_emissao_492281_2023-07-14.pdf
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,20/02/2024,11ª série,Sênior,35.000,"R$ 1.000,00","35,0","DI + 2,20% a.a.",72 meses; 12 meses de carência; amortização programada após carência,607724_assembleia_assembleia_607724_2024-02-19.pdf; 607815_emissao_emissao_607815_2024-02-20.pdf; 613017_emissao_emissao_613017_2024-02-29.pdf
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,20/02/2024,Subordinada Mezanino A 8ª emissão,Mezanino,até 3.000,"R$ 1.000,00","3,0","DI + 3,90% a.a.",72 meses; 12 meses de carência; amortização programada após carência,607724_assembleia_assembleia_607724_2024-02-19.pdf; 607815_emissao_emissao_607815_2024-02-20.pdf
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,20/02/2024,Subordinada Mezanino B 1ª emissão,Mezanino,até 22.000,"R$ 1.000,00","22,0",Taxa DI + sobretaxa mezanino definida em suplemento,—,607815_emissao_emissao_607815_2024-02-20.pdf · ID 607815
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,16/09/2024,12ª série,Sênior,até 150.000,"R$ 1.000,00","150,0","DI + 1,80% a.a.",72 meses; 12 meses de carência; amortização programada após carência,728867_assembleia_assembleia_728867_2024-08-27.pdf; 740542_emissao_emissao_740542_2024-09-16.pdf; 852913_emissao_emissao_852913_2025-03-06.pdf
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,16/09/2024,Subordinada Mezanino B 2ª emissão,Mezanino,até 8.000,"R$ 1.000,00","8,0","DI + 5,20% a.a.",72 meses; 12 meses de carência; amortização programada após carência,728867_assembleia_assembleia_728867_2024-08-27.pdf; 740542_emissao_emissao_740542_2024-09-16.pdf
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,13/08/2025,13ª série,Sênior,até 62.500,"R$ 1.000,00","62,5","DI + 1,70% a.a.",72 meses; 12 meses de carência; amortização programada após carência,964756_assembleia_assembleia_964756_2025-08-06.pdf; 969670_emissao_emissao_969670_2025-08-13.pdf; 974567_emissao_emissao_974567_2025-08-18.pdf
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,13/08/2025,Subordinada Mezanino A 9ª emissão,Mezanino,até 10.000,"R$ 1.000,00","10,0","DI + 2,23% a.a.",72 meses; 12 meses de carência; amortização programada após carência,964756_assembleia_assembleia_964756_2025-08-06.pdf; 969670_emissao_emissao_969670_2025-08-13.pdf
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,13/08/2025,Subordinada Mezanino B 3ª emissão,Mezanino,até 2.500,"R$ 1.000,00","2,5","DI + 2,93% a.a.",72 meses; 12 meses de carência; amortização programada após carência,964756_assembleia_assembleia_964756_2025-08-06.pdf; 969670_emissao_emissao_969670_2025-08-13.pdf
