cnpj,fund_name,setor_n1_metadata,setor_n2_metadata,metadata_confidence,setor_n1_document,setor_n2_document,document_classification_evidence,setor_n1_final,setor_n2_final,final_classification_source,regulamento_count,document_count_total,latest_regulamento_file,latest_regulamento_date,pdf_extraction_status,pages_extracted,monocedente_or_multicedente,concentrated_or_pulverized_debtors,credit_rights_allocation_min_pct,subordination_main_pct,subordination_all_pcts,cash_reserve_main_pct,concentration_limit_main_pct,default_trigger_main_pct,asset_class_confirmed,asset_class_confirmed_evidence,named_originator_or_cedente,named_originator_or_cedente_evidence,named_debtor_or_sacado,named_debtor_or_sacado_evidence,revolving_period,revolving_period_evidence,subordination_minimum,subordination_minimum_evidence,mezzanine_layer,mezzanine_layer_evidence,cash_or_liquidity_reserve,cash_or_liquidity_reserve_evidence,repurchase_or_indemnity,repurchase_or_indemnity_evidence,eligibility_criteria,eligibility_criteria_evidence,concentration_limits,concentration_limits_evidence,default_or_performance_triggers,default_or_performance_triggers_evidence,rating_required,rating_required_evidence,derivatives_allowed,derivatives_allowed_evidence,amortization_profile_defined,amortization_profile_defined_evidence,feature_hits_count,feature_hits_share
61631300000163,ORIZ JUS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Crédito PF,Auto/Veículos,descricao_lastro: regex `VEICULO`,Crédito PF,Auto/Veículos,documento_regulamento,7,14,data/raw/61631300000163/962809_regulamento_regulamento_962809_2025-08-07_2025-08-07.pdf,2025-08-07,ok,35,cedente_nomeado,concentrado,,,,,,,sim,POLITICA DE INVESTIMENTO ......................................... 44 8. PROCESSO DE ORIGINACAO DOS DIREITOS CREDITORIOS E POLITICA DE CREDITO ........................ 47 9. POLIT...,sim,"ORIGINADOR E A CONTPETRA CALCULOS JUDICIAIS LTDA , SOCIEDADE EMPRESARIA DE RESPONSABILIDADE LIMITADA, DEVIDAMENTE INSCRITA NO CNPJ",nao,,nao,,sim,"INDICE DE SUBORDINACAO , (C) ESTIMAR O PRAZO MEDIO PONDERADO DA CARTEIRA DE DIREITOS CREDITORIOS , (D ) ESTABELECER COMO SE DARAO OS FLUXOS FINANCEIROS DERIVADOS",nao,,nao,,sim,INDENIZACAO,sim,CRITERIOS DE ELEGIBILIDADE ........................................................................................................ 50 13. FATORES DE RISCO ..........,nao,,sim,EVENTOS DE AVALIACAO E EVENTOS DE LIQUIDACAO ......................................... 68 21. COMUNICACOES AOS COTISTAS ........................................,sim,CLASSIFICACAO DE RISCO,nao_identificado,,definido_textual,AMORTIZACAO,8,0.5714285714285714
58328083000122,PLGN AUTO LOANS I FEEDER FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Crédito PF,Auto/Veículos,media,Crédito PF,Auto/Veículos,descricao_lastro: regex `\bAUTO\b`,Crédito PF,Auto/Veículos,metadado_cvm_oferta,5,9,data/raw/58328083000122/814717_regulamento_regulamento_814717_2025-01-06_2025-01-06.pdf,2025-01-06,ok,2,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
58312065000152,SDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Crédito PF,Auto/Veículos,descricao_lastro: regex `VEICULO`,Crédito PF,Auto/Veículos,documento_regulamento,4,11,data/raw/58312065000152/894433_regulamento_regulamento_894433_2025-04-22_2025-04-22.pdf,2025-04-22,ok,35,indeterminado,concentrado,,,,,,,sim,"DIREITOS CREDITORIOS ADQUIRIDOS SIGNIFICA, OBSERVADO O DISPOSTO NA REGULAMENTACAO VIGENTE, OS DIREITOS CREDITORIOS PADRONIZADOS OU NAO-PADRONIZADOS DECORRENTES DE (I) PRECATORIOS...",nao,,nao,,nao,,sim,INDICE DE SUBORDINACAO SIGNIFICA O INDICE QUE APURA A RELACAO MINIMA ENTRE (A) O VALOR AGREGADO DE TODAS AS COTAS DA SUBCLASSE JUNIOR E MEZANINO EM CIRCULACAO E (,sim,MEZANIN,sim,RESERVA DE AMORTIZACAO TEM O SIGNIFICADO QUE LHE E ATRIBUIDO NA CLAUSULA 16.2 DO ANEXO DESCRITIVO. RESERVA DE ENCARGOS TEM O SIGNIFICADO QUE L,sim,INDENIZACAO,sim,CRITERIOS DE ELEGIBILIDADE ................................................................................................................ 45 13. FATORES DE RISCO ..,nao,,sim,EVENTOS DE AVALIACAO E EVENTOS DE LIQUIDACAO ................................................. 68 21. COMUNICACOES AOS COTISTAS.................................,sim,CLASSIFICACAO DE RISCO,nao_identificado,,definido_textual,AMORTIZACAO,9,0.6428571428571429
59717706000111,SILVER BIRD FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,Crédito PF,Auto/Veículos,descricao_lastro: regex `VEICULO`,Crédito PF,Auto/Veículos,documento_regulamento,2,7,data/raw/59717706000111/851949_regulamento_regulamento_851949_2025-02-28_2025-02-28.pdf,2025-02-28,ok,35,indeterminado,indeterminado,,,,,,,sim,DIREITOS CREDITORIOS DE NATUREZA JUDICIAL E PRECATOR,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,sim,CLASSIFICACAO DE RISCO,permitido_ou_textual,Regra textual de derivativos identificada,definido_textual,AMORTIZACAO,4,0.2857142857142857
58181879000103,SPLENDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Crédito PF,Auto/Veículos,descricao_lastro: regex `VEICULO`,Crédito PF,Auto/Veículos,documento_regulamento,1,2,data/raw/58181879000103/810517_regulamento_regulamento_810517_2024-11-19_2024-11-19.pdf,2024-11-19,ok,35,indeterminado,devedor_nomeado,,,,,,,sim,"DIREITOS CREDITORIOS QUE SERAO ADQUIRIDOS PELA CLASSE PODERAO SER ORIGINADOS EM DIVERSOS SEGMENTOS, SENDO ORIUNDOS DE OPERACOES DE NATUREZA INDUSTRIAL, COMERCIAL, FINANCEIRA, AGRI...",nao,,sim,"SACADOS DEVERAO SER NECESSARIAMENTE PESSOAS NATURAIS, JURIDICAS/FUNDOS DE INVESTIMENTO/ASSOCIACOES COM INSCRICAO ATIVA NO CPF E CNPJ",nao,,nao,,nao,,nao,,nao,,sim,"CRITERIOS DE ELEGIBILIDADE E CONDICOES DE CESSAO A. CRITERIOS DE ELEGIBILIDADE: OS DIREITOS CREDITORIOS QUE PODERAO SER ADQUIRIDOS PELA CLASSE, NA RESPECTIVA DATA DE",nao,,sim,EVENTOS DE AVALIACAO E LIQUIDACAO ANTECIPADA QUADRO 23: OCORRERA EVENTO DE AVALIACAO DA CLASSE NAS SEGUINTES SITUACOES: A. CASO A CLASSE MANTIVER PATRIMONIO LIQ,sim,CLASSIFICACAO DE RISCO,permitido_ou_textual,Regra textual de derivativos identificada,pass_through,FLUXO DE CAIXA,7,0.5
60796225000128,WCS CONSIG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Crédito PF,Auto/Veículos,descricao_lastro: regex `VEICULO`,Crédito PF,Auto/Veículos,documento_regulamento,6,18,data/raw/60796225000128/1142386_regulamento_regulamento_1142386_2026-03-19_2026-03-19.pdf,2026-03-19,ok,35,cedente_nomeado,indeterminado,,,,,,,sim,OBJETIVO DA CLASSE O OBJETIVO DESTA CLASSE CONSISTE EM APLICAR SEUS RECURSOS NA AQUISICAO DE DIREITOS CREDITORIOS,sim,"CONSULTORIA DE CREDITO ESPECIALIZADA SIM QUALIFICACAO DA CONSULTORIA DE CREDITO ESPECIALIZADA WCS SERVICOS LTDA, INSCRITA NO CNPJ",nao,,nao,,nao,,nao,,nao,,nao,,sim,"CRITERIOS DE ELEGIBILIDADE E CONDICOES DE CESSAO CRITERIOS DE ELEGIBILIDADE: TODO E QUALQUER DIREITO CREDITORIO A SER ADQUIRIDO PELA CLASSE DEVERA ATENDER, NA DATA DE",nao,,nao,,sim,CLASSIFICACAO DE RISCO,permitido_ou_textual,Regra textual de derivativos identificada,definido_textual,AMORTIZACAO,6,0.42857142857142855
57246541000111,ZTIRAH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,Crédito PF,Auto/Veículos,descricao_lastro: regex `VEICULO`,Crédito PF,Auto/Veículos,documento_regulamento,4,11,data/raw/57246541000111/1152707_regulamento_regulamento_1152707_2026-04-01_2026-04-01.pdf,2026-04-01,ok,35,indeterminado,indeterminado,,,,,,,sim,"DIREITOS CREDITORIOS SAO ORIUNDOS DE OPERACOES REALIZADAS NOS SEGMENTOS COMERCIAL, INDUSTRIAL, FINANCEIRO, DE PRESTACAO DE SERVICOS, DE BIOENERGIA OU ENERGIA",nao,,nao,,nao,,sim,"INDICE DE SUBORDINACAO NAO SEJA COMPROMETIDO. METODOLOGIA DE AVALIACAO DO PATRIMONIO LIQUIDO, DAS COTAS E DOS ATIVOS DO FUNDO",nao,,nao,,nao,,sim,"CRITERIOS DE ELEGIBILIDADE E CONDICOES DE CESSAO CRITERIOS DE ELEGIBILIDADE: TODO E QUALQUER DIREITO CREDITORIO A SER ADQUIRIDO PELA CLASSE DEVERA ATENDER, NA DATA DE",nao,,sim,"EVENTOS DE AVALIACAO E LIQUIDACAO ANTECIPADA OCORRERA EVENTO DE AVALIACAO DA CLASSE NAS SEGUINTES SITUACOES: POR DETERMINACAO DA CVM, EM CASO DE DESCUMPRIMENTO",sim,CLASSIFICACAO DE RISCO,permitido_ou_textual,Regra textual de derivativos identificada,definido_textual,AMORTIZACAO,7,0.5
47240173000140,BRZ AKRK CONSIGNADOS I FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS,Crédito PF,Consignado/INSS,media,Crédito PF,Consignado/INSS,descricao_lastro: regex `CONSIGNADO`,Crédito PF,Consignado/INSS,metadado_cvm_oferta,18,18,data/raw/47240173000140/1043824_regulamento_regulamento_1043824_2025-11-17_2025-11-17.pdf,2025-11-17,ok,14,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,sim,MEZANIN,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,definido_textual,AMORTIZACAO,2,0.14285714285714285
55843467000195,BRZ CONSIGNADOS VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,Meios de Pagamento e Cartões,Bancos Emissores,descricao_lastro: regex `CARTAO DE CREDITO`,Crédito PF,Consignado/INSS,metadado_cvm_oferta,16,18,data/raw/55843467000195/1104124_regulamento_regulamento_1104124_2026-02-06_2026-02-06.pdf,2026-02-06,ok,35,indeterminado,indeterminado,,,,,,,sim,"DIREITOS CREDITORIOS PELA CLASSE, CONFORME ESPECIFICADOS NESTE 61C4B332-560E-4F9D-B572-0CBD1551CAD3 PAGINA 8 REGULAMENTO, NOS CONTRATOS DE ENDOSSO DE CCB",nao,,nao,,nao,,sim,"RELACAO MINIMA EQUIVALENTE A 133,333% (CENTO E TRINTA E TRES INTEIROS E TREZENTOS E TRINTA E TRES MILESIMOS POR CENTO) ENTRE O PATRIMONIO LIQUIDO DA CLASS",sim,MEZANIN,sim,"RESERVA DE CAIXA REGULAMENTO SIGNIFICA O REGULAMENTO DO FUNDO, INCLUINDO, PARA TODOS OS FINS E FEITOS, TODOS OS SEUS ANEXOS E APENDICES",sim,RECOMPRA,sim,CRITERIOS DE ELEGIBILIDADE ....................................................... 50 CAPITULO 20. PATRIMONIO LIQUIDO E METODOLOGIA DE AVALIACAO DOS ATIVOS ..........,nao,,sim,EVENTOS DE AVALIACAO .......................................................................................................... 90 CAPITULO 33. EVENTOS DE LIQUI,sim,CLASSIFICACAO DE RISCO,hedge_apenas,DERIVATIVOS PARA PROTECAO/HEDGE,pass_through,,10,0.7142857142857143
61188091000125,BYX MOZART FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - CRÉDITO CONSIGNADO RESP. LIMITADA,Crédito PF,Consignado/INSS,media,Crédito PF,Consignado/INSS,descricao_lastro: regex `CONSIGNADO`,Crédito PF,Consignado/INSS,metadado_cvm_oferta,2,9,data/raw/61188091000125/1008327_regulamento_regulamento_1008327_2025-10-03_2025-10-03.pdf,2025-10-03,cache,-1,indeterminado,indeterminado,,,,,,,sim,"OBJETIVO. O OBJETIVO DA CLASSE UNICA E PROPORCIONAR RENDIMENTO AOS COTISTAS, POR MEIO DO INVESTIMENTO DOS RECURSOS DA CLASSE UNICA NA AQUISICAO DE DIREITOS CREDITORIOS",nao,,nao,,nao,,sim,"INDICE DE SUBORDINACAO (B) ALOCACOES MINIMAS (C) INDICE DE COBERTURA (D) INDICE DE COBERTURA SENIOR (E) INDICE DE COBERTURA MEZANINO (F) INDICE DE LIQUIDEZ, CONFO",sim,MEZANIN,sim,"RESERVA DE LIQUIDEZ, CONFORME APLICAVEL, A RESERVA DE DESPESAS E ENCARGOS E A RESERVA DE RESTRITA MTM, CONFORME APLICAVEL, E APURAR, EM CON",sim,RECOMPRA,sim,"CRITERIOS DE ELEGIBILIDADE E (II) NA VERIFICACAO DO LASTRO. RESTRITA CAPITULO 5 ASSEMBLEIA DE COTISTAS 5.1 ASSEMBLEIA. O FUNDO TERA ASSEMBLEIAS DE COTISTAS, NOS TERMO",nao,,sim,"EVENTOS DE AVALIACAO, EVENTOS DE DESALAVANCAGEM, EVENTOS DE LIQUIDACAO ANTECIPADA E EVENTOS DE REALAVANCAGEM. 2.1.3 CABERA A ADMINISTRADORA CONTRATAR, EM NOME D",sim,CLASSIFICACAO DE RISCO,hedge_apenas,DERIVATIVOS PARA PROTECAO/HEDGE,pass_through,FLUXO DE CAIXA,10,0.7142857142857143
38440284000100,CANAL 75 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Crédito PF,Consignado/INSS,descricao_lastro: regex `CONSIGNADO`,Crédito PF,Consignado/INSS,documento_regulamento,11,18,data/raw/38440284000100/847128_regulamento_regulamento_847128_2025-02-24_2025-02-24.pdf,2025-02-24,ok,35,cedente_nomeado,indeterminado,,,,,,,sim,DIREITOS CREDITORIOS REPRESENTADOS POR OUTROS TIPOS DE ATIVOS COMO CCB,sim,"CEDENTE EQUATORIAL PREVIDENCIA COMPLEMENTAR , SEM FINS LUCRATIVOS, CNPJ",nao,,nao,,sim,INDICE DE SUBORDINACAO 21 16. INTEGRALIZACAO E RESGATE DE COTAS 22 17. METODOLOGIA DE AVALIACAO DOS ATIVOS DO FUNDO E DAS COTAS 25 18. DESPESAS E ENCARGOS DO FUND,sim,MEZANIN,nao,,nao,,sim,"CRITERIOS DE ELEGIBILIDADE 11 12. DESCRICAO DOS DIREITOS CREDITORIOS, POLITICA DE CONCESSAO DE CREDITO E MECANISMOS E PROCEDIMENTOS PARA A COBRANCA DOS DIREITOS CREDI",sim,"LIMITES DE CONCENTRACAO ALEM DOS DEFINIDOS NESTE REGULAMENTO, EXCLUSIVAMENTE NOS SEGUINTES ATIVOS ( ATIVOS FINANCEIROS ): (I) TITULOS DE EMISSAO DO TESOURO NACIONA",sim,EVENTOS DE AVALIACAO E EVENTOS DE LIQUIDACAO ANTECIPADA DO FUNDO 31 23. PROCEDIMENTOS DE DACAO EM PAGAMENTO 33 24. DA RESPONSABILIDADE DOS COTISTAS E PATRIMONIO,sim,CLASSIFICACAO DE RISCO,permitido_ou_textual,Regra textual de derivativos identificada,amortizacao_programada,AMORTIZACAO PROGRAMADA,10,0.7142857142857143
58561243000189,CLASSE ÚNICA - F3 FALCON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Crédito PF,Consignado/INSS,descricao_lastro: regex `CONSIGNADO`,Crédito PF,Consignado/INSS,documento_regulamento,5,18,data/raw/58561243000189/1065991_regulamento_regulamento_1065991_2025-12-11_2025-12-11.pdf,2025-12-11,ok,35,indeterminado,indeterminado,,,,,,,sim,DIREITOS CREDITORIOS ( CCB,nao,,nao,,sim,REVOLVENCIA,nao,,sim,MEZANIN,nao,,nao,,sim,"CRITERIOS DE ELEGIBILIDADE PARA MELHORAR OS LIMITES E CONDICOES DE TAXAS, PRAZOS, AGIO E CONCENTRACAO POR SACADO, COM A CONSEQUENTE ALTERACAO DO ARTIGO 8.1 E SEGUINTE",sim,"LIMITE DE CONCENTRACAO PELAS 3 (TRES) MAIORES EMPRESAS DO PATRIMONIO LIQUIDO DA CLASSE, COM A CONSEQUENTE ALTERACAO DO ARTIGO 8.2 E SEGUINTES DO ANEXO DESCRITIVO",sim,EVENTOS DE AVALIACAO E OS EVENTOS DE LIQUIDACAO VIII. OBSERVAR AS DISPOSICOES CONSTANTES DESTE REGULAMENTO E IX. CUMPRIR AS DELIBERACOES DA ASSEMBLEIA DE COTIST,sim,CLASSIFICACAO DE RISCO,hedge_apenas,DERIVATIVOS PARA PROTECAO/HEDGE,revolvente_mais_amortizacao,REVOLVENCIA + AMORTIZACAO,9,0.6428571428571429
54871427000194,CONSIGNADO DELTA RECEIVABLES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Crédito PF,Consignado/INSS,media,Crédito PF,Consignado/INSS,descricao_lastro: regex `CONSIGNADO`,Crédito PF,Consignado/INSS,metadado_cvm_oferta,6,28,data/raw/54871427000194/670690_regulamento_regulamento_670690_2024-05-28_2024-05-28.pdf,2024-05-28,ok,1,indeterminado,indeterminado,,,,,,,sim,DIREITOS CREDITORIOS REPRESENTADOS POR CERTIFICADOS DE CEDULAS DE CREDITO BANCARIO ( CCCB,nao,,nao,,nao,,nao,,nao,,nao,,nao,,sim,"CRITERIOS DE ELEGIBILIDADE PARA AQUISICAO DOS DIREITOS CREDITORIOS, OS DOCUMENTOS COMPROBATORIOS DO LASTRO E FATORES DE RISCO APLICAVEIS . 4.2. TENDO EM VISTA A APROV",nao,,nao,,nao,,nao_identificado,,nao_identificado,,2,0.14285714285714285
52596071000100,CONSIGNADO PLGN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,Crédito PF,FGTS,descricao_lastro: regex `\bFGTS\b`,Crédito PF,Consignado/INSS,metadado_cvm_oferta,6,17,data/raw/52596071000100/815390_regulamento_regulamento_815390_2025-01-06_2025-01-06.pdf,2025-01-06,ok,35,indeterminado,concentrado,,,,,,,sim,DIREITOS CREDITORIOS SAO ORIGINADOS NO AMBITO DE OPERACOES DE EMPRESTIMOS PESSOAIS CONCEDIDOS POR UM ENDOSSANTE A UM DEVEDOR E REPRESENTADOS POR CCB,nao,,sim,FGTS,sim,REVOLVENCIA,sim,"INDICE DE SUBORDINACAO. EMISSAO, SUBSCRICAO E INTEGRALIZACAO DAS COTAS 5.6 APOS A PRIMEIRA EMISSAO, INDEPENDENTE DA SUBCLASSE DE COTAS, EVENTUAIS NOVAS EMISSOES D",sim,MEZANIN,sim,"RESERVA DE DESPESAS DE MODO QUE ESTA, AO FINAL DE CADA DIA UTIL, SEJA EQUIVALENTE AO MONTANTE ESTIMADO DOS ENCARGOS, A SEREM INCORRIDOS NOS",sim,RECOMPRA,sim,CRITERIOS DE ELEGIBILIDADE (XI) CUSTOS REFERENTES A DEFESA DOS INTERESSES DE CADA CLASSE DE COTAS E (XII) FATORES DE RISCO. CAPITULO 2 RESPONSABILIDADE DOS PRESTADORE,sim,"LIMITES DE CONCENTRACAO E VEDACOES PARA A COMPOSICAO DA CARTEIRA 4.9 DECORRIDOS 180 (CENTO E OITENTA) DIAS DA DATA DA 1A INTEGRALIZACAO DE COTAS, A CLASSE DEVERA M",sim,"EVENTOS DE AVALIACAO, EVENTOS DE LIQUIDACAO E LIQUIDACAO ANTECIPADA DA CLASSE (IX) ORIGEM DOS DIREITOS CREDITORIOS (X) CRITERIOS DE ELEGIBILIDADE (XI) CUSTOS RE",sim,CLASSIFICACAO DE RISCO,permitido_ou_textual,Regra textual de derivativos identificada,revolvente_mais_amortizacao,REVOLVENCIA + AMORTIZACAO,13,0.9285714285714286
59086325000181,CONSIGNADOS IX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,Crédito PF,Consignado/INSS,descricao_lastro: regex `CONSIGNADO`,Crédito PF,Consignado/INSS,metadado_cvm_oferta,11,18,data/raw/59086325000181/1201433_regulamento_regulamento_1201433_2026-05-22_2026-05-22.pdf,2026-05-22,ok,2,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
53286391000119,CONSIGNADOS VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,Meios de Pagamento e Cartões,Bancos Emissores,descricao_lastro: regex `CARTAO DE CREDITO`,Crédito PF,Consignado/INSS,metadado_cvm_oferta,12,18,data/raw/53286391000119/1182131_regulamento_regulamento_1182131_2026-05-07_2026-05-07.pdf,2026-05-07,ok,35,indeterminado,indeterminado,,,,,,,sim,DIREITOS CREDITORIOS LASTREIAM AS CCB,nao,,nao,,nao,,sim,RELACAO MINIMA EQUIVALENTE A 125% (CENTO E VINTE E CINCO POR CENTO) ENTRE O PATRIMONIO LIQUIDO DA CLASSE E O 21 VALOR DAS COTAS INTEGRANTES DO GRUPO SENIO,sim,MEZANIN,sim,"RESERVA DE CAIXA REGULAMENTO SIGNIFICA O REGULAMENTO DO FUNDO, INCLUINDO, PARA TODOS OS FINS E FEITOS, TODOS OS SEUS ANEXOS E APENDICES",sim,RECOMPRA,sim,CRITERIOS DE ELEGIBILIDADE ................................................................................................... 50 CAPITULO 20. PATRIMONIO LIQUIDO E ME,nao,,sim,EVENTOS DE AVALIACAO .......................................................................................................... 92 3 CAPITULO 33. EVENTOS DE LIQ,sim,CLASSIFICACAO DE RISCO,hedge_apenas,DERIVATIVOS PARA PROTECAO/HEDGE,pass_through,,10,0.7142857142857143
53189745000107,CRÉDITO CONSIGNADO PREFIXADO FI EM COTAS DE FI EM DIR CRED FINANCEIROS DE RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,Crédito PF,Consignado/INSS,descricao_lastro: regex `CONSIGNADO`,Crédito PF,Consignado/INSS,metadado_cvm_oferta,4,17,data/raw/53189745000107/613176_regulamento_regulamento_613176_2024-02-29_2024-02-29.pdf,2024-02-29,ok,35,indeterminado,concentrado,,,,,,,sim,POLITICA DE INVESTIMENTOS E COMPOSICAO DA CARTEIRA CARACTERISTICAS DOS DIREITOS CREDITORIOS COTAS DOS FUNDOS-ALVO 4.1 OS DIREITOS CREDITORIOS,nao,,nao,,nao,,sim,"INDICE DE SUBORDINACAO (III) CONFEREM DIREITO DE VOTO NAS DELIBERACOES DAS ASSEMBLEIAS DE COTISTAS , OBSERVADOS OS PROCEDIMENTOS E QUORUNS PREVISTOS NESTE REGULAM",sim,MEZANIN,sim,"RESERVA DE DESPESAS. EMISSAO, SUBSCRICAO E INTEGRALIZACAO DAS COTAS 5.7 APOS A 1A (PRIMEIRA) EMISSAO DE COTAS , EVENTUAIS NOVAS EMISSOES DE",nao,,nao,,sim,"LIMITES DE CONCENTRACAO E VEDACOES PARA A COMPOSICAO DA CARTEIRA 4.8 DECORRIDOS 180 (CENTO E OITENTA) DIAS DA DATA DA 1A INTEGRALIZACAO DA CLASSE, INDEPENDENTEMENT",sim,"EVENTOS DE AVALIACAO, EVENTOS DE LIQUIDACAO E PROCEDIMENTOS DE LIQUIDACAO ANTECIPADA DA CLASSE (IX) CRITERIO DE ELEGIBILIDADE (X) CUSTOS REFERENTES A DEFESA DOS",sim,CLASSIFICACAO DE RISCO,vedado,VEDADO ... DERIVATIVOS,definido_textual,AMORTIZACAO,9,0.6428571428571429
53661754000159,CRÉDITO CONSIGNADO PREFIXADO FI EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,Agro,Agro,descricao_lastro: regex `INSUMOS AGRICOLAS`,Crédito PF,Consignado/INSS,metadado_cvm_oferta,3,13,data/raw/53661754000159/669925_regulamento_regulamento_669925_2024-05-27_2024-05-27.pdf,2024-05-27,ok,35,indeterminado,concentrado,,,,,,,sim,OBJETIVO O OBJETIVO DA CLASSE E PROPORCIONAR AOS COTISTAS A VALORIZACAO DE SUAS COTAS POR MEIO DA APLICACAO DOS RECURSOS DA CLASSE NA AQUISICAO DE: (I) DIREITOS CREDITORIOS,nao,,nao,,sim,REVOLVENCIA,sim,"INDICE DE SUBORDINACAO (III) CONFEREM DIREITO DE VOTO NAS DELIBERACOES DAS ASSEMBLEIAS DE COTISTAS , OBSERVADOS OS PROCEDIMENTOS E QUORUNS PREVISTOS NESTE REGULAM",nao,,sim,"RESERVA DE DESPESAS. EMISSAO, SUBSCRICAO E INTEGRALIZACAO DAS COTAS 5.7 APOS A 1A (PRIMEIRA) EMISSAO DE COTAS , EVENTUAIS NOVAS EMISSOES DE",sim,RECOMPRA,sim,"CRITERIOS DE ELEGIBILIDADE (XI) CUSTOS REFERENTES A DEFESA DOS INTERESSES D A CLASSE E (XII) FATORES DE RISCO. 1.4 O FUNDO E CONSTITUIDO COM CLASSE UNICA, SENDO VEDAD",sim,"LIMITES DE CONCENTRACAO E VEDACOES PARA A COMPOSICAO DA CARTEIRA 4.11 DECORRIDOS 180 (CENTO E OITENTA) DIAS DA DATA DA 1A INTEGRALIZACAO DA CLASSE, INDEPENDENTEMEN",sim,"EVENTOS DE AVALIACAO, EVENTOS DE LIQUIDACAO E PROCEDIMENTOS DE LIQUIDACAO ANTECIPADA DA CLASSE (IX) ORIGEM DOS DIREITOS CREDITORIOS, (X) CRITERIOS DE ELEGIBILID",sim,CLASSIFICACAO DE RISCO,vedado,VEDADO ... DERIVATIVOS,revolvente_mais_amortizacao,REVOLVENCIA + AMORTIZACAO,11,0.7857142857142857
