Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria,arquivo_origem_tabela
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,31ª série,Sênior,05/05/2023,09/06/2023,15/06/2023,até 242.038.461,"R$ 242.038.461,00","R$ 1,00","Taxa DI + até 3,25% a.a. (bookbuilding)","Taxa DI + até 3,25% a.a. (bookbuilding)",Prazo de 36 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,458966_assembleia_assembleia_458966_2023-05-05.pdf; 475826_emissao_emissao_475826_2023-06-09.pdf; 479908_emissao_emissao_479908_2023-06-15.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,32ª série,Sênior,05/05/2023,Não identificada nos PDFs baixados,,não identificado,Não identificado nos PDFs baixados,"R$ 1,00","Taxa DI + até 3,50% a.a. (bookbuilding)","Taxa DI + até 3,50% a.a. (bookbuilding)",Prazo conforme suplemento; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,458966_assembleia_assembleia_458966_2023-05-05.pdf · ID 458966,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Subordinada Mezanino I-J,Mezanino,05/05/2023,Não identificada nos PDFs baixados,,não identificado,Não identificado nos PDFs baixados,"R$ 1,00","Taxa DI + até 4,75% a.a. (bookbuilding)","Taxa DI + até 4,75% a.a. (bookbuilding)",Prazo conforme suplemento; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,458966_assembleia_assembleia_458966_2023-05-05.pdf · ID 458966,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Subordinada Mezanino II-A,Mezanino,05/05/2023,Não identificada nos PDFs baixados,,não identificado,Não identificado nos PDFs baixados,"R$ 1,00","Taxa DI + até 6,50% a.a. (bookbuilding)","Taxa DI + até 6,50% a.a. (bookbuilding)",Prazo conforme suplemento; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,458966_assembleia_assembleia_458966_2023-05-05.pdf · ID 458966,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,33ª série,Sênior,06/02/2024,09/02/2024,09/02/2024,200.000.000,"R$ 200.000.000,00","R$ 1,00","Taxa DI + 2,10% a.a.","Taxa DI + 2,10% a.a.",60 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,596947_assembleia_assembleia_596947_2024-02-06.pdf; 602486_emissao_emissao_602486_2024-02-09.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Subordinada Mezanino I-K,Mezanino,06/02/2024,09/02/2024,09/02/2024,19.000.000,"R$ 19.000.000,00","R$ 1,00","Taxa DI + 3,70% a.a.","Taxa DI + 3,70% a.a.",60 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,596947_assembleia_assembleia_596947_2024-02-06.pdf; 602486_emissao_emissao_602486_2024-02-09.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Subordinada Mezanino I-L,Mezanino,06/02/2024,09/02/2024,09/02/2024,1.000.000,"R$ 1.000.000,00","R$ 1,00","Taxa DI + 4,60% a.a.","Taxa DI + 4,60% a.a.",96 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,596947_assembleia_assembleia_596947_2024-02-06.pdf; 602486_emissao_emissao_602486_2024-02-09.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Subordinada Mezanino II-B,Mezanino,06/02/2024,09/02/2024,09/02/2024,4.000.000,"R$ 4.000.000,00","R$ 1,00",Taxa DI + sobretaxa mezanino definida em bookbuilding,Taxa DI + sobretaxa mezanino definida em bookbuilding,Prazo conforme suplemento; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,602486_emissao_emissao_602486_2024-02-09.pdf · ID 602486,"curado parcial; volume confirmado, spread não localizado no trecho extraído",data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Subordinada Mezanino II-C,Mezanino,06/02/2024,09/02/2024,09/02/2024,1.000.000,"R$ 1.000.000,00","R$ 1,00",Taxa DI + sobretaxa mezanino definida em bookbuilding,Taxa DI + sobretaxa mezanino definida em bookbuilding,Prazo conforme suplemento; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,602486_emissao_emissao_602486_2024-02-09.pdf · ID 602486,"curado parcial; volume confirmado, spread não localizado no trecho extraído",data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,34ª série,Sênior,24/09/2024,24/09/2024,,276.400.000,"R$ 276.400.000,00","R$ 1,00","Taxa DI + 1,40% a.a.","Taxa DI + 1,40% a.a.",60 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,743529_emissao_emissao_743529_2024-09-24.pdf; 743627_assembleia_assembleia_743627_2024-09-24.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Subordinada Mezanino II-D,Mezanino,24/09/2024,24/09/2024,,24.000.000,"R$ 24.000.000,00","R$ 1,00","Taxa DI + 3,90% a.a.","Taxa DI + 3,90% a.a.",60 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,743529_emissao_emissao_743529_2024-09-24.pdf; 743627_assembleia_assembleia_743627_2024-09-24.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,35ª série,Sênior,30/06/2025,02/07/2025,12/08/2025,até 468.000.000,"R$ 468.000.000,00","R$ 1,00",Taxa DI + sobretaxa sênior definida em bookbuilding,Taxa DI + sobretaxa sênior definida em bookbuilding,72 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,928766_assembleia_assembleia_928766_2025-06-30.pdf; 939731_emissao_emissao_939731_2025-07-02.pdf; 974566_emissao_emissao_974566_2025-08-12.pdf,"curado parcial; volume final localizado, spread final não localizado no trecho extraído",data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Subordinada Mezanino I-M,Mezanino,30/06/2025,02/07/2025,12/08/2025,até 5.000.000,"R$ 5.000.000,00","R$ 1,00",Taxa DI + sobretaxa mezanino definida em bookbuilding,Taxa DI + sobretaxa mezanino definida em bookbuilding,72 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,928766_assembleia_assembleia_928766_2025-06-30.pdf; 939731_emissao_emissao_939731_2025-07-02.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Subordinada Mezanino II-E,Mezanino,30/06/2025,02/07/2025,12/08/2025,até 3.000.000,"R$ 3.000.000,00","R$ 1,00",Taxa DI + sobretaxa mezanino definida em bookbuilding,Taxa DI + sobretaxa mezanino definida em bookbuilding,72 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,928766_assembleia_assembleia_928766_2025-06-30.pdf; 939731_emissao_emissao_939731_2025-07-02.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26.749.095/0001-34,7ª série,Sênior,03/08/2021,Não identificada nos PDFs baixados,,40.000,"R$ 40.000.000,00","R$ 1.000,00",Taxa DI + sobretaxa sênior definida em ato,Taxa DI + sobretaxa sênior definida em ato,Prazo e amortização conforme suplemento; cronograma fechado não identificado,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,199890_assembleia_assembleia_199890_2021-08-03.pdf · ID 199890,"curado parcial; volume localizado, spread não localizado",data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26.749.095/0001-34,8ª série,Sênior,07/01/2022,Não identificada nos PDFs baixados,,50.000,"R$ 50.000.000,00","R$ 1.000,00",Taxa DI + sobretaxa sênior definida em ato,Taxa DI + sobretaxa sênior definida em ato,24 meses; detalhes remetem ao regulamento/suplemento,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,256863_assembleia_assembleia_256863_2022-01-07.pdf · ID 256863,"curado parcial; volume/prazo localizados, spread não localizado",data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26.749.095/0001-34,10ª série,Sênior,05/07/2023,14/07/2023,19/07/2023,50.000,"R$ 50.000.000,00","R$ 1.000,00","Taxa DI + 2,80% a.a.","Taxa DI + 2,80% a.a.",72 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,487809_assembleia_assembleia_487809_2023-07-05.pdf; 492281_emissao_emissao_492281_2023-07-14.pdf; 494131_emissao_emissao_494131_2023-07-19.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26.749.095/0001-34,Subordinada Mezanino 7ª emissão,Mezanino,05/07/2023,14/07/2023,19/07/2023,até 10.000,"R$ 10.000.000,00","R$ 1.000,00","Taxa DI + 3,95% a.a.","Taxa DI + 3,95% a.a.",36 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,487809_assembleia_assembleia_487809_2023-07-05.pdf; 492281_emissao_emissao_492281_2023-07-14.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26.749.095/0001-34,11ª série,Sênior,19/02/2024,20/02/2024,29/02/2024,35.000,"R$ 35.000.000,00","R$ 1.000,00","Taxa DI + 2,20% a.a.","Taxa DI + 2,20% a.a.",72 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,607724_assembleia_assembleia_607724_2024-02-19.pdf; 607815_emissao_emissao_607815_2024-02-20.pdf; 613017_emissao_emissao_613017_2024-02-29.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26.749.095/0001-34,Subordinada Mezanino A 8ª emissão,Mezanino,19/02/2024,20/02/2024,29/02/2024,até 3.000,"R$ 3.000.000,00","R$ 1.000,00","Taxa DI + 3,90% a.a.","Taxa DI + 3,90% a.a.",72 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,607724_assembleia_assembleia_607724_2024-02-19.pdf; 607815_emissao_emissao_607815_2024-02-20.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26.749.095/0001-34,Subordinada Mezanino B 1ª emissão,Mezanino,19/02/2024,20/02/2024,29/02/2024,até 22.000,"R$ 22.000.000,00","R$ 1.000,00",Taxa DI + sobretaxa mezanino definida em suplemento,Taxa DI + sobretaxa mezanino definida em suplemento,Prazo/amortização conforme suplemento; cronograma fechado não identificado,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,607815_emissao_emissao_607815_2024-02-20.pdf · ID 607815,"curado parcial; volume localizado, spread não localizado",data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26.749.095/0001-34,12ª série,Sênior,27/08/2024,16/09/2024,06/03/2025,até 150.000,"R$ 150.000.000,00","R$ 1.000,00","Taxa DI + 1,80% a.a.","Taxa DI + 1,80% a.a.",72 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,728867_assembleia_assembleia_728867_2024-08-27.pdf; 740542_emissao_emissao_740542_2024-09-16.pdf; 852913_emissao_emissao_852913_2025-03-06.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26.749.095/0001-34,Subordinada Mezanino B 2ª emissão,Mezanino,27/08/2024,16/09/2024,06/03/2025,até 8.000,"R$ 8.000.000,00","R$ 1.000,00","Taxa DI + 5,20% a.a.","Taxa DI + 5,20% a.a.",72 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,728867_assembleia_assembleia_728867_2024-08-27.pdf; 740542_emissao_emissao_740542_2024-09-16.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26.749.095/0001-34,13ª série,Sênior,06/08/2025,13/08/2025,18/08/2025,até 62.500,"R$ 62.500.000,00","R$ 1.000,00","Taxa DI + 1,70% a.a.","Taxa DI + 1,70% a.a.",72 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,964756_assembleia_assembleia_964756_2025-08-06.pdf; 969670_emissao_emissao_969670_2025-08-13.pdf; 974567_emissao_emissao_974567_2025-08-18.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26.749.095/0001-34,Subordinada Mezanino A 9ª emissão,Mezanino,06/08/2025,13/08/2025,18/08/2025,até 10.000,"R$ 10.000.000,00","R$ 1.000,00","Taxa DI + 2,23% a.a.","Taxa DI + 2,23% a.a.",72 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,964756_assembleia_assembleia_964756_2025-08-06.pdf; 969670_emissao_emissao_969670_2025-08-13.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26.749.095/0001-34,Subordinada Mezanino B 3ª emissão,Mezanino,06/08/2025,13/08/2025,18/08/2025,até 2.500,"R$ 2.500.000,00","R$ 1.000,00","Taxa DI + 2,93% a.a.","Taxa DI + 2,93% a.a.",72 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,964756_assembleia_assembleia_964756_2025-08-06.pdf; 969670_emissao_emissao_969670_2025-08-13.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,Cotas Seniores,Sênior,02/06/2021,Não identificada nos PDFs baixados,,não identificado,Não identificado nos PDFs baixados,"R$ 0,01","Benchmark 9,00% a.a.","Benchmark 9,00% a.a.",Pagamento de rendimentos mensal; vencimento até 25/09/2024,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,181768_assembleia_assembleia_181768_2021-06-02.pdf · p. regulamento anexo · ID 181768,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
