fundo,CNPJ,Data regulamento,Critério,Evento,Comparação,Limite,Monitorável IME,Métrica IME,Fonte
CLOUDWALK AKIRA I,42.085.830/0001-09,24/07/2025,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,966441_regulamento_regulamento_966441_2025-07-24.pdf
CLOUDWALK AKIRA I,42.085.830/0001-09,24/07/2025,Hedges/derivativos permitidos,Hedges/derivativos permitidos,—,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,966441_regulamento_regulamento_966441_2025-07-24.pdf · ID 966441 · 24/07/2025
CLOUDWALK AKIRA I,42.085.830/0001-09,28/08/2023,Limite de recompra,enquadramento,<=,75%,monitoravel,Recompras / Crédito ou Recompras / PL,513483_regulamento_regulamento_513483_2023-08-28.pdf
SUMUP SOLO DE RESPONSABILI,45.598.747/0001-21,22/04/2025,Limite de concentração,elegibilidade,<=,100%,nao_monitoravel,—,883977_regulamento_regulamento_883977_2025-04-22.pdf
SUMUP SOLO DE RESPONSABILI,45.598.747/0001-21,22/04/2025,Limite de concentração,elegibilidade,>=,100%,nao_monitoravel,—,883977_regulamento_regulamento_883977_2025-04-22.pdf
SUMUP SOLO DE RESPONSABILI,45.598.747/0001-21,28/04/2022,Alocação mínima em direitos creditórios,enquadramento,<=,50%,monitoravel,Dir Cred / PL,298055_regulamento_regulamento_298055_2022-04-28.pdf
SUMUP SOLO DE RESPONSABILI,45.598.747/0001-21,22/04/2025,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,883977_regulamento_regulamento_883977_2025-04-22.pdf
SELLER FIDC,50.473.039/0001-02,23/11/2023,Limite de concentração,elegibilidade,<=,20%,nao_monitoravel,—,558844_regulamento_regulamento_558844_2023-11-23.pdf
SELLER FIDC,50.473.039/0001-02,19/05/2025,Alocação mínima em direitos creditórios,enquadramento,>=,67%,monitoravel,Dir Cred / PL,909547_regulamento_regulamento_909547_2025-05-19.pdf
SELLER FIDC,50.473.039/0001-02,19/05/2025,Alocação mínima em direitos creditórios,enquadramento,>=,50%,monitoravel,Dir Cred / PL,909547_regulamento_regulamento_909547_2025-05-19.pdf
SELLER FIDC,50.473.039/0001-02,19/05/2025,Reserva ou caixa mínimo,enquadramento,>=,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,909547_regulamento_regulamento_909547_2025-05-19.pdf
SELLER FIDC,50.473.039/0001-02,19/05/2025,Reserva ou caixa mínimo,enquadramento,>=,100 %,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,909547_regulamento_regulamento_909547_2025-05-19.pdf
SELLER FIDC,50.473.039/0001-02,19/05/2025,Cobertura mínima de PDD/provisão,enquadramento,>=,100%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,909547_regulamento_regulamento_909547_2025-05-19.pdf
SELLER FIDC,50.473.039/0001-02,19/05/2025,Limite de recompra,enquadramento,<=,5%,monitoravel,Recompras / Crédito ou Recompras / PL,909547_regulamento_regulamento_909547_2025-05-19.pdf
SELLER FIDC,50.473.039/0001-02,19/05/2025,Subordinação mínima,enquadramento,>=,10%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",909547_regulamento_regulamento_909547_2025-05-19.pdf
CARTÃO DE COMPRA SUPPLIER II,50.988.212/0001-05,14/11/2024,Alocação mínima em direitos creditórios,enquadramento,>=,50%,monitoravel,Dir Cred / PL,1013021_regulamento_regulamento_1013021_2024-11-14.pdf
CARTÃO DE COMPRA SUPPLIER II,50.988.212/0001-05,14/11/2024,Alocação mínima em direitos creditórios,enquadramento,>=,20%,monitoravel,Dir Cred / PL,1013021_regulamento_regulamento_1013021_2024-11-14.pdf
CARTÃO DE COMPRA SUPPLIER II,50.988.212/0001-05,14/11/2024,Alocação mínima em direitos creditórios,enquadramento,>=,15%,monitoravel,Dir Cred / PL,1013021_regulamento_regulamento_1013021_2024-11-14.pdf
CARTÃO DE COMPRA SUPPLIER II,50.988.212/0001-05,14/11/2024,Alocação mínima em direitos creditórios,enquadramento,>=,67%,monitoravel,Dir Cred / PL,1013021_regulamento_regulamento_1013021_2024-11-14.pdf
CARTÃO DE COMPRA SUPPLIER II,50.988.212/0001-05,14/11/2024,Reserva ou caixa mínimo,enquadramento,>=,67%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,1013021_regulamento_regulamento_1013021_2024-11-14.pdf
CARTÃO DE COMPRA SUPPLIER II,50.988.212/0001-05,14/11/2024,Reserva ou caixa mínimo,enquadramento,>=,15%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,1013021_regulamento_regulamento_1013021_2024-11-14.pdf
CARTÃO DE COMPRA SUPPLIER II,50.988.212/0001-05,14/11/2024,Reserva ou caixa mínimo,Reserva ou caixa mínimo,—,15%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,1013021_regulamento_regulamento_1013021_2024-11-14.pdf · ID 1013021 · 14/11/2024
CARTÃO DE COMPRA SUPPLIER II,50.988.212/0001-05,14/11/2024,Hedges/derivativos permitidos,enquadramento,texto,20%,parcial,Posições mantidas em derivativos,1013021_regulamento_regulamento_1013021_2024-11-14.pdf
ANGÁ FGTS I,51.957.370/0001-52,03/04/2025,Alocação mínima em direitos creditórios,enquadramento,>=,14%,monitoravel,Dir Cred / PL,1025473_regulamento_regulamento_1025473_2025-04-03.pdf
ANGÁ FGTS I,51.957.370/0001-52,03/04/2025,Alocação mínima em direitos creditórios,enquadramento,>=,50%,monitoravel,Dir Cred / PL,1025473_regulamento_regulamento_1025473_2025-04-03.pdf
ANGÁ FGTS I,51.957.370/0001-52,03/04/2025,Alocação mínima em direitos creditórios,Alocação mínima em direitos creditórios,—,50%,monitoravel,Dir Cred / PL,1025473_regulamento_regulamento_1025473_2025-04-03.pdf · ID 1025473 · 03/04/2025
ANGÁ FGTS I,51.957.370/0001-52,03/04/2025,Reserva ou caixa mínimo,enquadramento,>=,1%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,1025473_regulamento_regulamento_1025473_2025-04-03.pdf
ANGÁ FGTS I,51.957.370/0001-52,03/04/2025,Reserva ou caixa mínimo,Reserva ou caixa mínimo,—,1%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,1025473_regulamento_regulamento_1025473_2025-04-03.pdf · ID 1025473 · 03/04/2025
ANGÁ FGTS I,51.957.370/0001-52,21/03/2025,Cobertura mínima de PDD/provisão,enquadramento,>=,14%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,863169_regulamento_regulamento_863169_2025-03-21.pdf
ANGÁ FGTS I,51.957.370/0001-52,03/04/2025,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,1025473_regulamento_regulamento_1025473_2025-04-03.pdf
ANGÁ FGTS I,51.957.370/0001-52,03/04/2025,Hedges/derivativos permitidos,enquadramento,texto,20%,parcial,Posições mantidas em derivativos,1025473_regulamento_regulamento_1025473_2025-04-03.pdf
ANGÁ FGTS I,51.957.370/0001-52,03/04/2025,Hedges/derivativos permitidos,Hedges/derivativos permitidos,—,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,1025473_regulamento_regulamento_1025473_2025-04-03.pdf · ID 1025473 · 03/04/2025
ANGÁ FGTS I,51.957.370/0001-52,03/04/2025,Subordinação mínima,enquadramento,>=,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1025473_regulamento_regulamento_1025473_2025-04-03.pdf
ANGÁ FGTS I,51.957.370/0001-52,03/04/2025,Subordinação mínima,enquadramento,>=,10%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1025473_regulamento_regulamento_1025473_2025-04-03.pdf
ANGÁ FGTS I,51.957.370/0001-52,03/04/2025,Subordinação mínima,Subordinação mínima,—,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1025473_regulamento_regulamento_1025473_2025-04-03.pdf · ID 1025473 · 03/04/2025
ANGÁ FGTS I,51.957.370/0001-52,03/04/2025,Subordinação mínima,Subordinação mínima,—,10%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1025473_regulamento_regulamento_1025473_2025-04-03.pdf · ID 1025473 · 03/04/2025
ESTRATÉGIA VINCULADA I,54.559.035/0001-94,05/04/2024,Alocação mínima em direitos creditórios,enquadramento,>=,50 %,monitoravel,Dir Cred / PL,634437_regulamento_regulamento_634437_2024-04-05.pdf
ESTRATÉGIA VINCULADA I,54.559.035/0001-94,05/04/2024,Alocação mínima em direitos creditórios,enquadramento,>=,50%,monitoravel,Dir Cred / PL,634463_regulamento_regulamento_634463_2024-04-05.pdf
ESTRATÉGIA VINCULADA I,54.559.035/0001-94,05/04/2024,Alocação mínima em direitos creditórios,Alocação mínima em direitos creditórios,—,50%,monitoravel,Dir Cred / PL,634463_regulamento_regulamento_634463_2024-04-05.pdf · ID 634463 · 05/04/2024
ESTRATÉGIA VINCULADA I,54.559.035/0001-94,05/04/2024,Alocação mínima em direitos creditórios,Alocação mínima em direitos creditórios,—,50%,monitoravel,Dir Cred / PL,634437_regulamento_regulamento_634437_2024-04-05.pdf · ID 634437 · 05/04/2024
ANGÁ FGTS III,54.810.968/0001-02,22/04/2025,Alocação mínima em direitos creditórios,enquadramento,>=,14%,monitoravel,Dir Cred / PL,937760_regulamento_regulamento_937760_2025-04-22.pdf
ANGÁ FGTS III,54.810.968/0001-02,22/04/2025,Alocação mínima em direitos creditórios,enquadramento,>=,50%,monitoravel,Dir Cred / PL,937760_regulamento_regulamento_937760_2025-04-22.pdf
ANGÁ FGTS III,54.810.968/0001-02,22/04/2025,Reserva ou caixa mínimo,enquadramento,>=,"2,00%",parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,937760_regulamento_regulamento_937760_2025-04-22.pdf
ANGÁ FGTS III,54.810.968/0001-02,22/04/2025,Reserva ou caixa mínimo,Reserva ou caixa mínimo,—,"2,00%",parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,937760_regulamento_regulamento_937760_2025-04-22.pdf · ID 937760 · 22/04/2025
ANGÁ FGTS III,54.810.968/0001-02,22/04/2025,Cobertura mínima de PDD/provisão,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,937760_regulamento_regulamento_937760_2025-04-22.pdf
ANGÁ FGTS III,54.810.968/0001-02,22/04/2025,Cobertura mínima de PDD/provisão,Cobertura mínima de PDD/provisão,—,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,937760_regulamento_regulamento_937760_2025-04-22.pdf · ID 937760 · 22/04/2025
ANGÁ FGTS III,54.810.968/0001-02,22/04/2025,Hedges/derivativos permitidos,enquadramento,>=,—,parcial,Posições mantidas em derivativos,937760_regulamento_regulamento_937760_2025-04-22.pdf
ANGÁ FGTS III,54.810.968/0001-02,22/04/2025,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,937760_regulamento_regulamento_937760_2025-04-22.pdf
ANGÁ FGTS III,54.810.968/0001-02,22/04/2025,Hedges/derivativos permitidos,Hedges/derivativos permitidos,—,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,937760_regulamento_regulamento_937760_2025-04-22.pdf · ID 937760 · 22/04/2025
ANGÁ FGTS III,54.810.968/0001-02,22/04/2025,Subordinação mínima,enquadramento,>=,10%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",937760_regulamento_regulamento_937760_2025-04-22.pdf
ANGÁ FGTS III,54.810.968/0001-02,22/04/2025,Subordinação mínima,enquadramento,>=,90%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",937760_regulamento_regulamento_937760_2025-04-22.pdf
ANGÁ FGTS III,54.810.968/0001-02,22/04/2025,Subordinação mínima,enquadramento,>=,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",937760_regulamento_regulamento_937760_2025-04-22.pdf
ANGÁ FGTS III,54.810.968/0001-02,22/04/2025,Subordinação mínima,Subordinação mínima,—,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",937760_regulamento_regulamento_937760_2025-04-22.pdf · ID 937760 · 22/04/2025
ESTRATÉGIA VINCULADA II,55.070.804/0001-59,22/05/2024,Alocação mínima em direitos creditórios,enquadramento,>=,50 %,monitoravel,Dir Cred / PL,667195_regulamento_regulamento_667195_2024-05-22.pdf
ESTRATÉGIA VINCULADA II,55.070.804/0001-59,22/05/2024,Alocação mínima em direitos creditórios,Alocação mínima em direitos creditórios,—,50%,monitoravel,Dir Cred / PL,667195_regulamento_regulamento_667195_2024-05-22.pdf · ID 667195 · 22/05/2024
QUATÁ FDC FGTS,55.401.645/0001-28,02/12/2024,Limite de concentração,elegibilidade,>=,67%,nao_monitoravel,—,793132_regulamento_regulamento_793132_2024-12-02.pdf
QUATÁ FDC FGTS,55.401.645/0001-28,01/12/2025,Alocação mínima em direitos creditórios,enquadramento,>=,67%,monitoravel,Dir Cred / PL,1051890_regulamento_regulamento_1051890_2025-12-01.pdf
QUATÁ FDC FGTS,55.401.645/0001-28,01/12/2025,Alocação mínima em direitos creditórios,enquadramento,>=,12%,monitoravel,Dir Cred / PL,1051890_regulamento_regulamento_1051890_2025-12-01.pdf
QUATÁ FDC FGTS,55.401.645/0001-28,01/12/2025,Alocação mínima em direitos creditórios,Alocação mínima em direitos creditórios,—,67%,monitoravel,Dir Cred / PL,1051890_regulamento_regulamento_1051890_2025-12-01.pdf · ID 1051890 · 01/12/2025
QUATÁ FDC FGTS,55.401.645/0001-28,01/12/2025,Cobertura mínima de PDD/provisão,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,1051890_regulamento_regulamento_1051890_2025-12-01.pdf
QUATÁ FDC FGTS,55.401.645/0001-28,01/12/2025,Cobertura mínima de PDD/provisão,enquadramento,>=,"0,00%",monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,1051890_regulamento_regulamento_1051890_2025-12-01.pdf
QUATÁ FDC FGTS,55.401.645/0001-28,01/12/2025,Cobertura mínima de PDD/provisão,Cobertura mínima de PDD/provisão,—,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,1051890_regulamento_regulamento_1051890_2025-12-01.pdf · ID 1051890 · 01/12/2025
QUATÁ FDC FGTS,55.401.645/0001-28,01/12/2025,Cobertura mínima de PDD/provisão,Cobertura mínima de PDD/provisão,—,"0,00%",monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,1051890_regulamento_regulamento_1051890_2025-12-01.pdf · ID 1051890 · 01/12/2025
QUATÁ FDC FGTS,55.401.645/0001-28,01/12/2025,Hedges/derivativos permitidos,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,1051890_regulamento_regulamento_1051890_2025-12-01.pdf
QUATÁ FDC FGTS,55.401.645/0001-28,01/12/2025,Hedges/derivativos permitidos,Hedges/derivativos permitidos,—,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,1051890_regulamento_regulamento_1051890_2025-12-01.pdf · ID 1051890 · 01/12/2025
QUATÁ FDC FGTS,55.401.645/0001-28,01/12/2025,Subordinação mínima,enquadramento,>=,15%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1051890_regulamento_regulamento_1051890_2025-12-01.pdf
QUATÁ FDC FGTS,55.401.645/0001-28,01/12/2025,Subordinação mínima,enquadramento,>=,85%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1051890_regulamento_regulamento_1051890_2025-12-01.pdf
QUATÁ FDC FGTS,55.401.645/0001-28,01/12/2025,Subordinação mínima,enquadramento,>=,3%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1051890_regulamento_regulamento_1051890_2025-12-01.pdf
QUATÁ FDC FGTS,55.401.645/0001-28,01/12/2025,Subordinação mínima,Subordinação mínima,—,3%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1051890_regulamento_regulamento_1051890_2025-12-01.pdf · ID 1051890 · 01/12/2025
VTK,62.588.266/0001-54,29/09/2025,Limite de concentração,elegibilidade,<=,60%,nao_monitoravel,—,1002580_regulamento_regulamento_1002580_2025-09-29.pdf
VTK,62.588.266/0001-54,15/09/2025,Alocação mínima em direitos creditórios,enquadramento,>=,85%,monitoravel,Dir Cred / PL,992656_regulamento_regulamento_992656_2025-09-15.pdf
VTK,62.588.266/0001-54,15/09/2025,Alocação mínima em direitos creditórios,enquadramento,>=,10%,monitoravel,Dir Cred / PL,992656_regulamento_regulamento_992656_2025-09-15.pdf
VTK,62.588.266/0001-54,18/09/2025,Atraso/Inadimplência - evento de avaliação,avaliação,<=,"20,00%",monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,995150_regulamento_regulamento_995150_2025-09-18.pdf
VTK,62.588.266/0001-54,29/09/2025,Cobertura mínima de PDD/provisão,enquadramento,<=,60%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,1002580_regulamento_regulamento_1002580_2025-09-29.pdf
