benchmark_confiavel,campos_nao_preenchidos,capacidade_ate_gatilho,categoria_risco_atual,categoria_risco_proposta,cedente,cedente_originador_literal,cnpj,cnpj_formatado,cnpj_numerico,comparabilidade_motivo,comparavel_flag,coorte,data_ref,documento_data,documento_id,excecao_asterisco_flag,excesso_vs_mercado,foco_exibicao,folga_pp,fonte_avaliacao_reclassificacao,fonte_documental,fonte_partes_recebivel,fundamento_avaliacao_reclassificacao,grupo_comparacao,middle_market_evidencia,middle_market_porte_documentado_flag,middle_market_status,minimo_estrutural_display,minimo_estrutural_formula,minimo_estrutural_natureza,minimo_estrutural_usado,minimo_junior_ajustado,minimo_junior_calculado,minimo_junior_literal,mvp_elegivel_flag,mvp_faixa_sub_atual,mvp_situacao_piso,mvp_slide_categoria,mvp_slide_categoria_fonte,mvp_slide_categoria_motivo,mvp_slide_categoria_original,mvp_slide_categoria_override_flag,n_comparaveis_categoria,nome_oficial_cvm,nome_referencia,observacao_complemento_manual,ordem,originador,pagina_clausula,papel_literal,pl_atual_brl,pl_classes_reportadas_brl,pl_subordinado_atual_brl,posicao_mercado,preco_cota_brl,preco_cota_classe_serie,preco_cota_display,preco_cota_documento_data,preco_cota_documento_id,preco_cota_excecao_asterisco_flag,preco_cota_fonte,preco_cota_natureza,preco_cota_status,reclassificacao_proposta_flag,sacado_devedor,situacao_regulatoria,status_avaliacao_reclassificacao,status_complemento_manual,status_curadoria_documental,status_identidade,status_preenchimento,status_sub_pl_atual,sub_pl_atual,subtipo_risco_diagnosticado,suporte_combinado_junior_mezanino,suporte_total,taxonomia_estrutural,texto_minimo,tipo_exibicao,tipo_recebivel_literal,nome_cvm,pl_publicado_brl,linhas_tabela_iv,contas_senior_reportadas,linhas_tabela_x_1_1,competencia_cvm,situacao_contas_senior,indicio_posicao_exclusiva,identidade_titular_cvm,ordem_pl
True,originador; cedente; sacado/devedor; tipo de recebível,,Consignado INSS e FGTS,Consignado INSS e FGTS,N/D,N/D,65976848000104,65.976.848/0001-04,65976848000104,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2026-06-22,1239452,False,-0.008995122466235655,Crédito Consignado,,N/D,FundosNet/B3; documento 1239452; referência 2026-06-22; p. 35,N/D,N/D,Consignado INSS,N/D,,N/D,N/D,direto no regulamento,junior_pl,0.05,,,0.05,True,15%–20%,incomparável,Consignado INSS e FGTS,N/D,N/D,Consignado INSS e FGTS,False,5.0,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGIBANK II RESPONSABILIDADE LIMITADA,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS AGIBANK II,N/D,58,N/D,35,N/D,2967229777.92,2967229777.9234886,451533526.1001992,em linha com o mercado,1000.0,N/D,"R$ 1.000,00",22/06/2026,1239452,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1239452,preço/valor unitário de emissão,localizado documentalmente,False,N/D,não medido,fora da revisão Financeiro/Agro,sem_overlay,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.15217342770694353,N/D,,,Consignado INSS,"Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 5,0%.",Financeiro,N/D,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGIBANK II RESPONSABILIDADE LIMITADA,2970130248.14,1.0,104.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,5.0
False,preço unitário da cota; originador; sacado/devedor; tipo de recebível,0.3386757463900362,Agro / Revenda,Agro / Revenda,Gazin,N/D,29492605000129,29.492.605/0001-29,29492605000129,Estrutura documental com cotas seniores e juniores; a métrica atual e o piso usam o total subordinado sobre o PL.,True,Carteira 101,2026-06,2026-02-12,1117213,False,,"Multicarteira Agro, Indústria e Comércio",0.16595111573111776,rating 321548 + regulamento 1117213,FundosNet/B3; documento 1117213; referência 2026-02-12; p. 44,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=321548,"Falta distinguir crédito ao consumidor, cartão ou duplicatas comerciais",Agro / Revenda,rating 321548 + regulamento 1117213,,Pendente,"51,0%",direto no regulamento,junior_pl,0.51,,,0.51,True,≥ 60%,acima do piso,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,GAZIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS - RESPONSABILIDADE LIMITADA,GAZIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIO,N/D,78,N/D,44,N/D,2494236413.23,2494236413.231075,1685981886.4199998,sem benchmark confiável,,N/D,N/D,N/D,N/D,False,N/D,N/D,não localizado,False,N/D,acima do mínimo,PENDENTE_DOCUMENTAL,sem_overlay,revisto — mínimo júnior localizado,localizado,completo_para_folga,Calculado com classes reportadas e PL oficial reconciliado,0.6759511157311178,"Recebíveis Gazin, natureza contratual não isolada",,0.51,Agro / Revenda,"O regulamento contém apenas cotas seniores e juniores; índice de subordinação mínimo de 51,0%.","Agro, Indústria e Comércio",N/D,GAZIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS - RESPONSABILIDADE LIMITADA,2586414615.72,1.0,4.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,6.0
False,originador; sacado/devedor,,Factoring,Factoring,Multicedentes e Multisacados,Multicedentes e Multisacados,11468186000124,11.468.186/0001-24,11468186000124,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2026-03-06,1130308,False,,Fomento Mercantil,,N/D,FundosNet/B3; documento 1130308; referência 2026-03-06; p. 47,cedente: IMG_8707.jpg | tipo_recebivel: IMG_8707.jpg,N/D,Factoring,N/D,,N/D,N/D,direto no regulamento,junior_pl,0.5,,,0.5,True,≥ 60%,incomparável,Factoring,N/D,N/D,Factoring,False,2.0,ATLANTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,ATLANTA FIDC NAO PADRONIZADO,N/D,86,N/D,47,cedente,3090301588.05,3090301588.083072,2464460756.1637955,sem benchmark confiável,1000000.0,Cotas Seniores,"Cotas Seniores: R$ 1.000.000,00",06/03/2026,1130308,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1130308,preço/valor unitário de emissão,localizado documentalmente,False,N/D,não medido,fora da revisão Financeiro/Agro,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.7974822799475976,N/D,,,Factoring,"Cotas subordinadas júnior / PL, mínimo de 50,0%.",Fomento Mercantil,FIDC Multicedentes & Multisacados,ATLANTA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,2368192187.85,1.0,10.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,7.0
True,originador; sacado/devedor,,Financeiro,Financeiro,Multicedentes & Multisacados,Multicedentes & Multisacados,42154687000160,42.154.687/0001-60,42154687000160,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2026-06-08,1223029,False,0.1211053883493789,Multicarteira Financeiro,,"regulamento 1223029, 100 páginas",FundosNet/B3; documento 1223029; referência 2026-06-08; p. 54,cedente: IMG_8705.JPG | tipo_recebivel: IMG_8705.JPG,"Regulamento admite vendas, serviços e CCB, que pode atingir 80%",Financeiro,"regulamento 1223029, 100 páginas",,Pendente,N/D,direto no regulamento,junior_pl,0.2,,,0.2,True,35%–60%,incomparável,Financeiro,N/D,N/D,Financeiro,False,12.0,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,MULTIPLIKE PLUS FUNDO I D CRED,Denominação cortada pela largura da coluna na foto.,53,N/D,54,cedente,2118132225.34,2118132225.3603728,895048434.993679,acima do mercado,1000.0,Cotas Subordinadas | Cotas Subordinadas Júnior | Cotas Subordinadas Mezanino,"Cotas Subordinadas: R$ 1.000,00 | Cotas Subordinadas Júnior: R$ 1.000,00 | Cotas Subordinadas Mezanino: R$ 1.000,00",2026-03-18,1140137,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1140137,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,False,N/D,não medido,MANTER_ASTERISCO,manual_aplicado,revisto — mínimo júnior calculado de cláusulas contratuais,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.42256494863063,Multissetorial com predominância permitida de CCB,,,Financeiro,"Mínimo júnior calculado: subordinadas = 40,0% do PL e júnior = 50,0% das subordinadas.",Financeiro,FIDC MultiCedente / Multisacado,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2101956978.37,1.0,175.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,8.0
True,originador; cedente; sacado/devedor; tipo de recebível,,Financeiro,Financeiro,N/D,N/D,32526025000110,32.526.025/0001-10,32526025000110,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2026-05-12,1186789,False,0.45407036834475156,Multicarteira Financeiro,,"regulamento 1186789, 96 páginas",FundosNet/B3; documento 1186789; referência 2026-05-12; p. 57,N/D,Combina financiamento Brasil Card e recebíveis Bolt Card,Financeiro,"regulamento 1186789, 96 páginas",False,Não,N/D,direto no regulamento,junior_pl,0.75,,,0.75,True,≥ 60%,incomparável,Financeiro,N/D,N/D,Financeiro,False,12.0,COBUCCIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA DE RESPONS LIMITADA,COBUCCIO FUNDO I F D C NAO P,N/D,17,N/D,57,N/D,1759550198.61,1759550198.608294,1329392835.969682,acima do mercado,1000.0,8ª Série de Cotas Seniores | Cotas Seniores,"8ª Série de Cotas Seniores: R$1.000,00 | Cotas Seniores: R$1.000,00",12/03/2026,1134299,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1134299,valor nominal unitário (VNU),localizado documentalmente — múltiplos valores/classes,False,N/D,não medido,MANTER_ALTA,sem_overlay,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.7555299286260027,"Cartão e CCB PF, recebíveis de pagamento",,,Financeiro,"Enquanto não houver cota mezanino, cotas júnior / PL, mínimo de 75,0%.",Financeiro,N/D,COBUCCIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  DE CLASSE ÚNICA FECHADA DE RESPONS LIMITADA,1726298446.03,1.0,42.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,10.0
True,originador,,Financeiro,Adquirência,"os Produtores, que, a seu exclusivo critério, cedem a totalidade ou parte de seus respectivos Direitos Creditórios Elegíveis à Classe e, para tanto, tenham realizado e/ou venham a realizar Formalização(ões) Eletrônica(s) de Cessão com a Classe, representados pela Hotmart, na qualidade de sua mandatária, nos termos dos Termos de Uso Hotmart",Hotmart,38376526000143,38.376.526/0001-43,38376526000143,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2025-07-02,948252,False,0.46270935402242785,Adquirência,,regulamento 948252,FundosNet/B3; documento 948252; referência 2025-07-02; p. 68,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=948252 | sacado_devedor: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=948252 | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=948252,Hotmart é devedora dos direitos de cartões,Financeiro,regulamento 948252,False,Não,N/D,direto no regulamento,junior_pl,0.21,,,0.21,True,≥ 60%,incomparável,Adquirência,regulamento 948252,Hotmart é devedora dos direitos de cartões,Financeiro,True,12.0,HOTFUND FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDAD,HOTFUND FIDC,OBS parcialmente legível: FIDC antecipa recebíveis de funding para a Hotmart antecipar parcelas aos criadores de conteúdo; final cortado pela foto.,30,N/D,68,cedente,1702368453.87,1702368453.8696704,1300897053.1386704,acima do mercado,1000.0,Cotas Subordinadas Júnior,"Cotas Subordinadas Júnior: R$ 1.000,00",02/07/2025,948252,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=948252,valor nominal unitário (VNU),localizado documentalmente,True,"a Hotmart, na qualidade de devedora dos Direitos Creditórios Cartões",não medido,APLICAR_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.764168914303679,Recebíveis de cartão / Hotmart,,,Financeiro,"Cotas subordinadas júnior / PL, mínimo de 21,0%.",Financeiro,"os Direitos Creditórios Cartões e os Direitos Creditórios Recebíveis a Prazo, quando referidos em conjunto ou indistintamente",HOTFUND FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDAD,1550836425.0,1.0,2.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,11.0
False,sacado/devedor,,Adquirência,Adquirência,Listo IP,Listo IP,31739396000117,31.739.396/0001-17,31739396000117,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2026-03-27,1146939,False,,Recebíveis Comerciais,,N/D,FundosNet/B3; documento 1146939; referência 2026-03-27; p. 39,originador: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1237167 | cedente: IMG_8706.JPG | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1146939,N/D,Agro / Revenda,N/D,,N/D,N/D,direto no regulamento,junior_pl,0.005,,,0.005,True,< 10%,incomparável,Adquirência,"FundosNet/B3 doc. 1146939, p. 10; IMG_8706.JPG",Recebíveis da Listo IP contra emissores derivados de transações em arranjos de pagamento.,Agro / Revenda,True,0.0,LF III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,FIDC LF III,OBS da foto: lista de concentração pré-aprovada.,79,LISTO INSTITUIÇÃO DE PAGAMENTO LTDA.,39,cedente,1385981646.72,1385981646.865284,110921515.81657636,sem benchmark confiável,1000.0,Cotas Seniores,"Cotas Seniores: R$1.000,00",20/01/2026,1088682,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1088682,valor nominal unitário (VNU),localizado documentalmente,False,N/D,não medido,fora da revisão Financeiro/Agro,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.0800310134546717,N/D,,,Agro / Revenda,"Cotas subordinadas júnior / PL, mínimo de 0,5%.","Agro, Indústria e Comércio","os direitos creditórios detidos pela Cedente em face dos Devedores, equivalentes ao valor total das Transações de Pagamento realizadas pelos Usuários com a utilização de Instrumentos de Pagamentos para a aquisição de bens ou serviços nos Estabeleciment os Credenciados, após o desconto das taxas que constituem a remuneração dos Devedores (Emissores) e das Bandeiras, bem como de outras eventuais retenções previstas nas regras do Arranjo de Pagamento (tais como Chargebacks), conforme aplicável",LF III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,1387612710.63,1.0,27.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,12.0
False,originador; sacado/devedor,0.3750438923196091,Agro / Revenda,Agro / Revenda,CredSystem,CredSystem,29226654000110,29.226.654/0001-10,29226654000110,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,True,Carteira 101,2026-06,2025-10-28,1023848,True,,Recebíveis Comerciais,0.12216413430613615,IMG_8705,FundosNet/B3; documento 1023848; referência 2025-10-28; p. 3–4; 9–10,cedente: IMG_8705.JPG | tipo_recebivel: IMG_8705.JPG,"Risco informado como cartão/consumidor, sem cláusula primária registrada",Agro / Revenda,IMG_8705,False,Não,"67,43%*","calculado: 1 − 1/3,07",junior_pl_calculado,0.6742671009769999,,0.6742671009769999,,True,≥ 60%,acima do piso,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,INVESTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,INVESTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDI,Denominação cortada pela largura da coluna na foto.,41,N/D,3–4; 9–10,cedente,1193589922.6,1193589922.6077209,950612296.4778208,sem benchmark confiável,1000.0,N/D,"R$ 1.000,00",2025-10-28,1023320,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1023320,valor nominal unitário (VNU),localizado documentalmente,False,N/D,acima do mínimo,PENDENTE_FONTE_PRIMARIA,manual_aplicado,revisto — mínimo júnior localizado,localizado,completo_para_folga,Calculado com classes reportadas e PL oficial reconciliado,0.7964312352831361,"Cartão/CCB, ecossistema Credsystem",,0.6742671009769999,Agro / Revenda,"Mínimo júnior implícito na relação PL / cotas seniores de 307,0%.","Agro, Indústria e Comércio",Cartão de Crédito - ecossistema Credsystem,INVESTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1198288591.23,1.0,2.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,13.0
True,originador; sacado/devedor,0.04121756381474182,Financeiro,Financeiro,Natura &CO Pay Sociedade de Crédito Direto S.A.,Natura &CO Pay Sociedade de Crédito Direto S.A.,57816252000100,57.816.252/0001-00,57816252000100,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,True,Carteira 101,2026-06,2026-05-07,1182394,False,-0.01805355308611306,Crédito Pessoal,0.03080600719513804,regulamento 1182394,FundosNet/B3; documento 1182394; referência 2026-05-07; p. 28; 68,cedente: IMG_8706.JPG | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1182394,Financiamentos da Natura SCD formalizados em CCB,Financeiro,regulamento 1182394,False,Não,"25,26%",direto no regulamento,junior_pl,0.2526,,,0.2526,True,20%–35%,acima do piso,Financeiro,N/D,N/D,Financeiro,False,12.0,NATURA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PESSOAL SOCIAL E IS RESP LTDA,NATURA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDI,Coluna adicional da foto: Duplicatas. Denominação cortada.,60,N/D,28; 68,cedente,1009314406.64,1009314406.6414638,286045765.9903723,em linha com o mercado,1000.0,Cotas Seniores,"Cotas Seniores: R$ 1.000,00",30/03/2026 18:00,1150911,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1150911,preço/valor unitário de emissão,localizado documentalmente,False,N/D,acima do mínimo,MANTER_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,completo_para_folga,Calculado com classes reportadas e PL oficial reconciliado,0.28340600719513803,"Financiamento a consultoras Natura, CCBs",,0.2526,Financeiro,"Cotas subordinadas / PL, mínimo de 25,26%; estrutura com uma única classe residual.",Financeiro,"os recebíveis alienados pela Endossante à Classe, originados no âmbito de operações de financiamentos concedidos pela Natura SCD às Devedoras, mediante a emissão de CCB em favor da Natura SCD",NATURA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PESSOAL SOCIAL E IS RESP LTDA,1030374490.19,1.0,3.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,15.0
False,Sub/PL atual; originador,,Agro / Revenda,Risco Corporativo,"a VOLKSWAGEN DO BRASIL INDÚSTRIA DE VEÍCULOS AUTOMOTORES LTDA., sociedade empresária, com sede na cidade de São Bernardo do Campo, Estado de São Paulo, na Estrada Marginal da Via Anchieta, s/n, Km 23,5, CEP 09823-901, inscrita no CNPJ sob",Volkswagen do Brasil S.A.,58349979000198,58.349.979/0001-98,58349979000198,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,True,Carteira 101,2026-06,2025-01-28,826213,False,,Recebíveis Comerciais,,regulamento + IMG_8706,FundosNet/B3; documento 826213; referência 2025-01-28; p. 94,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=826212 | sacado_devedor: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=826212 | tipo_recebivel: IMG_8706.JPG,Clientes devem créditos pela compra de produtos Volkswagen,Agro / Revenda,regulamento + IMG_8706,False,Não,"25,0%",direto no regulamento,junior_pl,0.25,,,0.25,False,N/D,N/D,Risco Corporativo,regulamento + IMG_8706,Clientes devem créditos pela compra de produtos Volkswagen,Agro / Revenda,True,0.0,VOLKSWAGEN TERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS COMERCIAIS RESP LTDA,VOLKSWAGEN TERA FIDC SEGMENTO RECEBIVEIS COMERCIAI,"OBS da foto: concentração grande com LM e Unidas, ambas com tendência de rating estável. Denominação cortada.",65,N/D,94,cedente,1085890404.56,1064776252.46612,268225044.5175,sem benchmark confiável,1000.0,Cotas Seniores,"Cotas Seniores: R$1.000,00",28/01/2025,826212,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=826212,preço/valor unitário de emissão,localizado documentalmente,True,"os clientes da Cedente que tenham adquirido Produtos e sejam devedores dos Direitos Creditórios , compostos por Devedores Concentrados e Devedores Pulverizados",não medido,APLICAR_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,sub_pl_atual_ausente,N/D,,Recebíveis comerciais Volkswagen,,0.25,Agro / Revenda,"Cotas subordinadas / PL, mínimo de 25,0%; estrutura com uma única classe residual.","Agro, Indústria e Comércio",Direitos creditórios,VOLKSWAGEN TERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS COMERCIAIS RESP LTDA,1024072279.28,1.0,14.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,16.0
True,originador; sacado/devedor,,Consignado INSS e FGTS,Consignado INSS e FGTS,BMG,BMG,54810968000102,54.810.968/0001-02,54810968000102,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2025-04-22,937760,False,-0.01046909680646485,Crédito Pessoal,,N/D,FundosNet/B3; documento 937760; referência 2025-04-22; p. 16,cedente: IMG_8704.JPG | tipo_recebivel: IMG_8704.JPG,N/D,Consignado FGTS,N/D,,N/D,N/D,direto no regulamento,junior_pl,0.05,,,0.05,True,15%–20%,incomparável,Consignado INSS e FGTS,N/D,N/D,Consignado INSS e FGTS,False,5.0,ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,ANGA FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CR,Denominação cortada pela largura da coluna na foto.,2,N/D,16,cedente,965301307.96,965301307.9575,155793966.36,em linha com o mercado,1000.0,Cotas Seniores | Cotas Subordinadas Junior,"Cotas Seniores: R$ 1.000,00 | Cotas Subordinadas Junior: R$ 1.000,00 | R$ 1.000,00",2025-04-22,937760,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=937760,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,False,N/D,não medido,fora da revisão Financeiro/Agro,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.1613941316305103,N/D,,,Consignado FGTS,"Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 5,0%.",Financeiro,Crédito FGTS,ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,959017731.97,1.0,2.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,17.0
True,originador,,Financeiro,Financeiro,a Subcredenciadora,MovilePay / iFood,61288838000117,61.288.838/0001-17,61288838000117,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2026-07-03,1240846,False,0.0016883510897242604,Multicarteira Financeiro,,regulamentos 1073756 e 1240846,FundosNet/B3; documento 1240846; referência 2026-07-03; p. 114,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1073756 | sacado_devedor: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1073756 | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1073756,Combina crédito e adquirência,Financeiro,regulamentos 1073756 e 1240846,False,Não,N/D,direto no regulamento,junior_pl,0.15,,,0.15,True,20%–35%,incomparável,Financeiro,N/D,N/D,Financeiro,False,12.0,IFOOD PAGO CRÉDITO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO RESP. LIMITADA,FIDC MOVILE III,N/D,93,N/D,114,cedente,722466359.01,722466359.0096748,219014167.76967472,em linha com o mercado,1000.0,Cotas Seniores,"Cotas Seniores: R$ 1.000,00",14/07/2026,1247950,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1247950,preço/valor unitário de emissão,localizado documentalmente,False,"pessoas físicas ou jurídicas que possuam uma Conta Digital do Devedor CCB e que emitam uma CCB em favor da Instituição Financeira Parceira, conforme aplicável, com o objetivo de realizar uma operação de crédito",não medido,MANTER_ASTERISCO,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.30314791137097535,"Estrutura mista, CCB + recebíveis de credenciadoras",,,Financeiro,"Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 15,0%.",Financeiro,"os Direitos Creditórios CCB e os Direitos Creditórios Credenciadoras, quando referidos em conjunto ou indistintamente",IFOOD PAGO CRÉDITO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO RESP. LIMITADA,831082238.43,1.0,2.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,18.0
False,preço unitário da cota; originador; sacado/devedor; tipo de recebível,,Agro / Revenda,Risco Corporativo,Trademaster,Trademaster,31570767000180,31.570.767/0001-80,31570767000180,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2026-05-25,1203635,False,,Recebíveis Comerciais,,"regulamento 1203635, 80 páginas",FundosNet/B3; documento 1203635; referência 2026-05-25; p. 39,cedente: IMG_8706.JPG,"Notas fiscais e duplicatas de vendas/serviços, mínimo 2.500 devedores e máximo 5% por devedor",Agro / Revenda,"regulamento 1203635, 80 páginas",,Candidato,N/D,direto no regulamento,junior_pl,0.05,,,0.05,True,20%–35%,incomparável,Risco Corporativo,"regulamento 1203635, 80 páginas","Notas fiscais e duplicatas de vendas/serviços, mínimo 2.500 devedores e máximo 5% por devedor",Agro / Revenda,True,0.0,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRADEPAY VAREJO I - RESPONSABILIDADE LIMITADA,FUNDO DE INVESTIMENTO EM DIREITOS,Denominação cortada pela largura da coluna na foto.,84,N/D,39,cedente,702136589.85,702136589.8502237,163659203.2401963,sem benchmark confiável,,N/D,N/D,N/D,N/D,False,N/D,N/D,não localizado,True,N/D,não medido,APLICAR_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.23308741576216588,Recebíveis comerciais pulverizados Trademaster,,,Agro / Revenda,"Cotas subordinadas júnior / PL, mínimo de 5,0%.","Agro, Indústria e Comércio",N/D,FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS TRADEPAY VAREJO I - RESPONSABILIDADE  LIMITADA,695882171.83,1.0,41.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,19.0
