grupo,fundo,nome_curto,cnpj,data_referencia,documento_id,tipo_documento,categoria_documento,source_file,page,categoria_evidencia,termos_encontrados,trecho,fonte_pagina
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/09/2024 11:00,749010,AGE,assembleia,data/raw/33254370000104/749010_assembleia_assembleia_749010_2024-09-03.pdf,7,preco_economia,"\bmeta de remunera[cç][aã]o\b, \bremunera[cç][aã]o\b, \bspread\b","...l 25.00% 26 30-10-25 Juros + Principal 33.33% 27 30-11-25 Juros + Principal 50.00% 28 30-12-25 Juros + Principal 100.00% V. Data de Pagamento: cada uma das datas apresentadas no cronograma acima, ou dia útil seguinte. 4. As cotas da 2ª Série de Cotas Seniores serão valorizadas diariamente, a partir do Dia Útil da respectiva Data de Subscrição Inicial até a data de resgate da 2ª Série de Cotas Seniores, nos termos do Capítulo 11 do Regulamento. A Meta de Remuneração Sênior será determinada por meio da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois dias) Dias úteis da Meta de Remuneração. A valorização diária da Cota Sênior se dará conforme a fórmula abaixo: (1 + 𝑇𝑎𝑥𝑎𝐷𝐼) 1 252 × (1 + 𝑆𝑝𝑟𝑒𝑎𝑑) 1 252 Onde o Spread é equivalente (i) 3,5% (três inteiros e cinco décimos por cento) ou (ii) 4,5% (quatro inteiros e cinco décimos por cento) em caso de Ev...",749010_assembleia_assembleia_749010_2024-09-03.pdf p.7
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/09/2024 11:00,749010,AGE,assembleia,data/raw/33254370000104/749010_assembleia_assembleia_749010_2024-09-03.pdf,8,preco_economia,\bremunera[cç][aã]o\b,"4 alternativos e não serão , em hipótese nenhuma, buscados pelo Fundo ou aplicados sobre as Cotas Seniores de forma cumulativa. 5. Se o patrimônio do Fundo permitir, e observadas as (i) Condições de Amortização e Resgate apresentadas no item 3 acima; e (ii) a ordem de alocação de recursos prevista no Capítulo 13 do Regulamento, a Remuneração Sênior será paga (a) em cada Data de Pagamento, ou (b) na forma do Artigo 13.2 em caso de caracterizado o Evento de Aceleração das Cotas Seniores, em ambos os casos, em moeda corrente nacional, observados os termos do Regulamento. 6. Se o Patrimônio do Fundo permitir, e observadas as Condições de Amortização e Resgate apresentadas no item 3 acima, a ordem de alocação dos recursos prevista no Capítulo 13 do Regulamento e a possibilidade de caract...",749010_assembleia_assembleia_749010_2024-09-03.pdf p.8
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,Regulamento,regulamento,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,2,preco_economia,\bremunera[cç][aã]o\b,"2 Índice 1. FORMA DE CONSTITUIÇÃO E PRAZO DE DURAÇÃO 3 2. POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA 3 3. CRITÉRIOS DE ELEGIBILIDADE E CONDIÇÕES DE CESSÃO 6 4. FATORES DE RISCO 7 5. ADMINISTRADORA 16 6. OBRIGAÇÕES, VEDAÇÕES E RESPONSABILIDADES DA ADMINISTRADORA 16 7. REMUNERAÇÃO DA ADMINISTRADORA 18 8. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA 19 9. GESTORA, DISTRIBUIDOR, CUSTODIANTE E AGENTE DE COBRANÇA 20 10. COTAS 25 11. SUBSCRIÇÃO, INTEGRALIZAÇÃO E VALOR DAS COTAS 29 12. AMORTIZAÇÃO E RESGATE DAS COTAS 31 13. ORDEM DE ALOCAÇÃO DOS RECURSOS 33 14. METODOLOGIA DE AVALIAÇÃO DOS ATIVOS DO FUNDO 35 15. EVENTOS DE AVALIAÇÃO 35 16. EVENTOS DE LIQUIDAÇÃO ANTECIPADA E LIQUIDAÇÃO DO FUNDO 37 17. DESPESAS E ENCARGOS DO FUNDO 3...",207364_regulamento_regulamento_207364_2021-08-13.pdf p.2
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,Regulamento,regulamento,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,5,preco_economia,\bDI\b,"...os Financeiros abaixo relacionados: a) títulos de emissão do Tesouro Nacional; b) operações compromissadas lastr eadas nos títulos mencionados na alínea a) acima; c) certificados e recibos de depósito bancário de emissão de Instituições Autorizadas; d) cotas de fundos de investimento que invistam exclusivamente nos Ativos Financeiros mencionados nas alíneas a), b) e/ou c) acima; e e) cotas de fundos de investimento em renda fixa ou referenciados DI , inclusive administrados e/ou geridos pelo Administrador. 2.11 A Gestora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributação dos Cotistas. Entretanto, não há garantia de que o Fundo terá o tratamento tributário aplicável aos fundos de longo prazo, de forma que a Gestora não assume qualquer compromisso nesse sentido. 2.12 A...",207364_regulamento_regulamento_207364_2021-08-13.pdf p.5
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,Regulamento,regulamento,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,16,preco_economia,\bremunera[cç][aã]o\b,"...res . As Cotas Seniores serão amortizadas de acordo com o estabelecido neste Regulamento e nos respectivos Suplementos. No entanto, há eventos que podem ensejar a antecipação do pagamento da amortização , tais como nas hipóteses de liquidação ante cipada nos termos do Capítulo 16 deste Regulamento. Nestes casos, os Cotistas terão seu horizonte original de investimento reduzido e poderão não co nseguir reinvestir os recursos recebidos com a mesma remuneração buscada pelo Fundo. 5. Administradora 5.1 O Fundo é administrado pela Captalys Distribuidora de Títulos e Valores Mobiliários Ltda ., instituição financeira com sede na Cidade de São Paulo, Estado de São Paulo, na Rua Doutor Renato Paes de Barros, 1017, 10º andar, Itaim Bibi, inscrita no CNPJ/ME sob o nº 36.266.751/0001 -00, autorizada a prestar serviços de administração fiduciária, previstos na Instrução CVM nº 558, de 26 de março de 2015, conf...",207364_regulamento_regulamento_207364_2021-08-13.pdf p.16
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,Regulamento,regulamento,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,18,preco_economia,\bremunera[cç][aã]o\b,"...omo os ativos integrantes das respectivas carteiras e os de emissão ou coobrigação dessas. 6.5 É vedado à Administradora, em nome do Fundo, além do disposto no artigo 36 da Instrução CVM nº 356/01 e no presente Regulamento: (a) criar qualquer ônus ou gravame, seja de que tipo ou natureza for, sobre os Direitos Creditórios Adquiridos e os Ativos Financeiros integrantes da carteira do Fundo; e (b) emitir Cotas em desacordo com este Regulamento. 7. Remuneração da Administradora 7.1 Pelos serviços de administração do Fundo e gestão dos Direitos Creditórios e demais Ativos Financeiros do Fundo, bem como a de escrituração de Cotas do Fundo, e outros previstos neste Regulamento , o Fundo pagar á uma ta xa máxima de administração equivalente a 1,25% ( um inteiro e vinte e cinco centésimos por cento ) ao ano sobre o Patrimônio Líquido do Fundo, garantindo-se à Administradora o valor mínimo mensal de R$ 30.0...",207364_regulamento_regulamento_207364_2021-08-13.pdf p.18
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,Regulamento,regulamento,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,26,preco_economia,"\bmeta de remunera[cç][aã]o\b, \bremunera[cç][aã]o\b","...nte relatório de classificação de risco. 10.2 Cotas Seniores 10.2.1 As Cotas Seniores têm as seguintes características, vantagens, direitos e obrigações comuns: (a) prioridade de amortização, resgate e distribuição de rendimentos da carteira do Fundo em relação às Cotas Subor dinadas, observado o disposto neste Regulamento; (b) Valor Unitário de Emissão fixado no respectivo Suplemento de Cotas Seniores; (c) a quantidade, a forma de colocação e a Meta de Remuneração Sênior serão definidas no respectivo Suplemento, que será parte integrante deste Regulamento; (d) valor unitário calculado todo Dia Útil, para efeito de definição de seu valor de integralização, amortização ou resgate, observados os critérios no Capítulo 11 deste Regulamento; (e) direito de voto em todas e quaisquer matérias objeto de deliberação nas Assembleias Gerais, sendo que a cada Cota Sênior corresponderá 1 (um) voto;",207364_regulamento_regulamento_207364_2021-08-13.pdf p.26
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021 16:00,211844,AGE,assembleia,data/raw/33254370000104/211844_assembleia_assembleia_211844_2021-08-13.pdf,2,preco_economia,\bremunera[cç][aã]o\b,"...edação constante no Anexo I da presente Ata , conforme as alterações a seguir ora aprovadas: a) alteração do item 9.2.1 do Regulamento do Fundo, para incluir novas atividades cuja responsabilidade é da Gestora; b) alteração do Capítulo 10 do Regulamento do Fundo, para definição da Relação Mínima de Subordinação, entre outros pequenos ajustes de redação; c) alteração do Capítulo 12 do Regulamento do Fundo, para prever a constituição de Reserva de Remuneração Sênior e regras de amortização extraordinária de Cotas ; d) alteração do Capítulo 13 do Regulamento do Fundo, para atualizar as regras de aplicação de recursos pela Administradora; e) alteração do Capítulo 15 do Regulamento do Fundo, para a previsão de novos eventos de avaliação; f) alteração do Capítulo 18 do Regulam ento do Fundo, para inclusão de nova matéria para deliberação pela Assembleia Geral; g) alteração do Anexo I do Regulamento do Fu...",211844_assembleia_assembleia_211844_2021-08-13.pdf p.2
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022,365262,Regulamento,regulamento,data/raw/33254370000104/365262_regulamento_regulamento_365262_2022-10-14.pdf,2,preco_economia,\bremunera[cç][aã]o\b,"2 Índice 1. FORMA DE CONSTITUIÇÃO E PRAZO DE DURAÇÃO 3 2. POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA 4 3. CRITÉRIOS DE ELEGIBILIDADE E CONDIÇÕES DE CESSÃO 7 4. FATORES DE RISCO 10 5. ADMINISTRADORA 22 6. OBRIGAÇÕES, VEDAÇÕES E RESPONSABILIDADES DA ADMINISTRADORA 22 7. REMUNERAÇÃO DA ADMINISTRADORA 25 8. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA 26 9. GESTORA, DISTRIBUIDOR, CUSTODIANTE E AGENTE DE COBRANÇA 27 10. COTAS 34 11. SUBSCRIÇÃO, INTEGRALIZAÇÃO E VALOR DAS COTAS 39 12. AMORTIZAÇÃO E RESGATE DAS COTAS 42 13. ORDEM DE ALOCAÇÃO DOS RECURSOS 46 14. METODOLOGIA DE AVALIAÇÃO DOS ATIVOS DO FUNDO 48 15. EVENTOS DE AVALIAÇÃO 48 16. EVENTOS DE LIQUIDAÇÃO ANTECIPADA E LIQUIDAÇÃO DO FUNDO 51 17. DESPESAS E ENCARGOS DO FUNDO 5...",365262_regulamento_regulamento_365262_2022-10-14.pdf p.2
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022,365262,Regulamento,regulamento,data/raw/33254370000104/365262_regulamento_regulamento_365262_2022-10-14.pdf,6,preco_economia,\bDI\b,"...de depósito bancário de emissão de Instituições Autorizadas; observado caso a instituição seja a Mercado Crédito Sociedade de Crédito, Financiamento e Investimento S.A. o montante estará limitado a 10% (dez por cento) do Patrimônio Líquido do Fundo; d) cotas de fundos de investimento que invistam exclusivamente nos Ativos Financeiros mencionados nas alíneas a), b) e/ou c) acima; e e) cotas de fundos de investimento em renda fixa ou referenciados DI, inclusive administrados e/ou geridos pelo Administrador. 2.11 A Gestora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributação dos Cotistas. Entretanto, não há garantia de que o Fundo terá o tratamento tributário aplicável aos fundos de longo prazo, de forma que a Gestora não assume qualquer compromisso nesse sentido. 2.12 A ...",365262_regulamento_regulamento_365262_2022-10-14.pdf p.6
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022,365262,Regulamento,regulamento,data/raw/33254370000104/365262_regulamento_regulamento_365262_2022-10-14.pdf,21,preco_economia,\bremunera[cç][aã]o\b,"...iores . As Cotas Seniores serão amortizadas de acordo com o estabelecido neste Regulamento e nos respectivos Suplementos. No entanto, há eventos que podem ensejar a antecipação do pagamento da amortização, tais como nas hipóteses de liquidação antecipada nos termos do Capítulo 16 deste Regulamento. Nestes casos, os Cotistas terão seu horizonte original de investimento reduzido e poderão não conseguir reinve stir os recursos recebidos com a mesma remuneração buscada pelo Fundo.",365262_regulamento_regulamento_365262_2022-10-14.pdf p.21
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022,365262,Regulamento,regulamento,data/raw/33254370000104/365262_regulamento_regulamento_365262_2022-10-14.pdf,25,preco_economia,\bremunera[cç][aã]o\b,"...omo os ativos integrantes das respectivas carteiras e os de emissão ou coobrigação dessas. 6.5 É vedado à Administradora, em nome do Fundo, além do disposto no artigo 36 da Instrução CVM nº 356/01 e no presente Regulamento: (a) criar qualquer ônus ou gravame, seja de que tipo ou natureza for, sobre os Direitos Creditórios Adquiridos e os Ativos Financeiros integrantes da carteira do Fundo; e (b) emitir Cotas em desacordo com este Regulamento. 7. Remuneração da Administradora 7.1 Pelos serviços de administração do Fundo e gestão dos Direitos Creditórios e demais Ativos Financeiros do Fundo, bem como a de escrituração de Cotas do Fundo, e outros previstos neste Regulamento, o Fundo pagará uma taxa máxima de administração equivalente a 1,25% (um inteiro e vinte e cinco centésimos por cento) ao ano sobre o Patrimônio Líquido do Fundo, garantindo-se à Administradora o valor mínimo mensal de R$ 30.000,00...",365262_regulamento_regulamento_365262_2022-10-14.pdf p.25
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022,365262,Regulamento,regulamento,data/raw/33254370000104/365262_regulamento_regulamento_365262_2022-10-14.pdf,36,preco_economia,"\bmeta de remunera[cç][aã]o\b, \bremunera[cç][aã]o\b","...ente relatório de classificação de risco. 10.2 Cotas Seniores 10.2.1 As Cotas Seniores têm as seguintes características, vantagens, direitos e obrigações comuns: (a) prioridade de amortização, resgate e distribuição de rendimentos da carteira do Fundo em relação às Cotas Subordinadas, observado o disposto neste Regulamento; (b) Valor Unitário de Emissão fixado no respectivo Suplemento de Cotas Seniores; (c) a quantidade, a forma de colocação e a Meta de Remuneração Sênior serão definidas no respectivo Suplemento, que será parte integrante deste Regulamento; (d) valor unitário calculado todo Dia Útil, para efeito de definição de seu valor de integralização, amortização ou resgate, observados os critérios no Capítulo 11 deste Regulamento; (e) direito de voto em todas e quaisquer matérias objeto de deliberação nas Assembleias Gerais, sendo que a cada Cota Sênior corresponderá 1 (um) voto; (f) é expressamente ...",365262_regulamento_regulamento_365262_2022-10-14.pdf p.36
