Fundo,CNPJ,Data,Classe/Série,Evento,Volume,Remuneração,Amortização/Vencimento,Fonte
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,,"ilidade; e (xiv) monitorar a ocorrência de quaisquer Eventos de Liquidação Antecipada de sua responsabilidade. 6.7. Os serviços de controladoria dos ativos serão também prestados pelo Gestor (nessa função, “Agente de Controladoria”). 6.8. Como pagamento pelos serviços prestados ao Fundo, o Gestor fará jus a uma remuneração a ser deduzida da Taxa de Administração, conforme estabelecida no Contrato de Gestão e no item…","foco de atuação “Financiamento de Veículos”. 3. FORMA DE CONSTITUIÇÃO 3.1. O Fundo é constituído sob a forma de condomínio fechado, de modo que as Cotas de cada série somente poderão ser resgatadas ao término do prazo de duração da respectiva série , ou em virtude de Liquidação Antecipada do Fundo . É admitida a amortização das Cotas, conforme disposto no presente Regulamento ou por decisão da Assembleia Geral de Co…",174945_regulamento_regulamento_174945_2021-04-30.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,,"7.6 do Regulamento para incluir os custos de contratação do Agente Depositário pelo Custodiante para a guarda dos Documentos Comprobatórios relativos à Cédulas de Crédito Bancário emitidas em Meio Físico, sendo que, em função disso, este passa a vigorar com a redação transcrita abaixo: “7.6. Serão ainda acrescidos à remuneração devida ao Custodiante os valores equivalentes a (i) R$ 5.000,00 (cinco mil reais), por mê…","DE VEÍCULOS REALIZADA EM 27 DE MAIO DE 2021 13 3. FORMA DE CONSTITUIÇÃO 3.1. O Fundo é constituído sob a forma de condomínio fechado, de modo que as Cotas de cada série somente poderão ser resgatadas ao término do prazo de duração da respectiva série, ou em virtude de Liquidação Antecipada do Fundo. É admitida a amortização das Cotas, conforme disposto no presente Regulamento ou por decisão da Assembleia Geral de Co…",179879_assembleia_assembleia_179879_2021-05-27.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,"R$150.000,00","de fluxo de caixa dos Direitos Creditórios, considerando apenas fluxos com vencimento até a última data de resgate das Cota s Seniores, deduzidos das suas respectivas despesas de PDD (Provisão para Devedores Duvidosos), calculada nos termos da Política Pública do Administrador, trazidos à valor presente pela taxa de remuneração mensal das Cotas Seniores na data do cálculo, utilizando a Taxa DI mais recente divulgada…","foco de atuação “Financiamento de Veículos”. 3. FORMA DE CONSTITUIÇÃO 3.1. O Fundo é constituído sob a forma de condomínio fechado, de modo que as Cotas de cada série somente poderão ser resgatadas ao término do prazo de duração da respectiva série , ou em virtude de Liquidação Antecipada do Fundo . É admitida a amortização das Cotas, conforme disposto no presente Regulamento ou por decisão da Assembleia Geral de Co…",289716_regulamento_regulamento_289716_2022-04-12.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,Cotas Subordinadas Júnior,evento de cota,"R$ 500.000.000,00",,"sforços restritos, no valor de até R$ 500.000.000,00 (quinhentos milhões de reais), nos termos do Regulamento do Fundo e da ICVM 476. 2. seguinte nova redação: 14.3. As Cotas Subordinadas têm as seguintes características, vantagens, direitos e obrigações comuns: 2 (i) subordinam-se às Cotas Seniores para efeito de amortização, resgate e distribuição de rendimentos da carteira do Fundo, observado o disposto neste Reg…",313668_assembleia_assembleia_313668_2022-06-09.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,,"ilidade; e (xiv) monitorar a ocorrência de quaisquer Eventos de Liquidação Antecipada de sua responsabilidade. 6.7. Os serviços de controladoria dos ativos serão também prestados pelo Gestor (nessa função, “Agente de Controladoria”). 6.8. Como pagamento pelos serviços prestados ao Fundo, o Gestor fará jus a uma remuneração a ser deduzida da Taxa de Administração, conforme estabelecida no Contrato de Gestão e no item…","om foco de atuação “Financiamento de Veículos”. 3. FORMA DE CONSTITUIÇÃO 3.1. O Fundo é constituído sob a forma de condomínio fechado, de modo que as Cotas de cada série somente poderão ser resgatadas ao término do prazo de duração da respectiva série, ou em virtude de Liquidação Antecipada do Fundo. É admitida a amortização das Cotas, conforme disposto no presente Regulamento ou por decisão da Assembleia Geral de C…",313669_regulamento_regulamento_313669_2022-06-09.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,1ª Série,evento de cota,"R$ 1.000,00","DA MESA: Presidente: João Claudio Del Nero Frizzo; e Secretário: Alan Russo Najman. ORDEM DO DIA: deliberar sobre (I) a prorrogação das Cotas Seniores da 1ª Série, conforme Instrumento Particular de 2ª (Segunda) Alteração do Regulamento do Fundo, datado em 30 de abril de 2021, de modo a alterar (a) as datas de pagamento da remuneração das Cotas Seniores; (b) as datas de pagamento de principal das Cotas Seniores; e (…","ado de início da distribuição das Cotas Seniores objeto do presente Suplemento, ou posteriormente, caso esse período seja estendido, nos termos da Instrução CVM 476/09. Benchmark das Cotas Seniores CDI+1,07% ao ano, a ser calculada na forma do Anexo IV do Regulamento. Período de Carência 18 meses de carência para início da amortização das Cotas Período de Carência Pagamento da Remuneração das Cotas Seniores A remune…",516120_assembleia_assembleia_516120_2023-08-31.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,,"Eventos deAvaliaçãode suaresponsabilidade; e(xiv)monitorar aocorrência dequaisquer Eventos deLiquidaçãoAntecipadade sua responsabilidade.6.7.Osserviçosde controladoria dos ativosserão tambémprestados pelo Gestor(nessa função,Agente de Controladoria6.8.Como pagamento pelos serviços prestados ao Fundo, o Gestor fará jus a umaremuneraçãoa ser deduzida da Taxa deAdministração,conforme estabelecida no ContratodeGestãoe n…","mo fundo deinvestimento em direitoscreditórios,tipocom foco deatuaçãode3.FORMA DECONSTITUIÇÃO3.1.O Fundo é constituído sob a forma de condomínio fechado, de modo que asCotas de cada série somente poderão ser resgatadas ao término do prazo de duração darespectivasérie,ou em virtude deLiquidaçãoAntecipada do Fundo.Éadmitida aamortização das Cotas, conforme disposto no presente Regulamento ou por decisão daAssembleia G…",516121_regulamento_regulamento_516121_2023-08-31.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,Cotas Subordinadas no suplemento atualizado da 1ª Emissão de Cotas S,evento de cota,,"nas fluxos com data vencimento de até 3 (três) anos a partir da última data de resgate das Cotas Seniores, ou seja, até 1º de outubro de 2028, deduzidos das suas respectivas despesas de PDD (Provisão para Devedores Duvidosos), calculada nos termos da Política Pública do Administrador, trazidos à valor presente pela taxa de remuneração mensal das Cotas Seniores na data do cálculo, utilizando a Taxa DI mais recente di…",ão do item 14.22 do Regulamento; (4) a inclusão do item 14.23 do Regulamento com a conseguinte renumeração dos demais itens; (5) a alteração do subitem (vii) do item 15.1 do Regulamento; (6) a inclusão do item 15.1.2 do Regulamento; (7) a alteração das definições de no Regulamento; (8) a alteração da disposição referente à Amortização das Cotas Subordinadas no suplemento atualizado da 1ª Emissão de Cotas Subordinada…,537767_assembleia_assembleia_537767_2023-10-09.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,,"ilidade; e (xiv) monitorar a ocorrência de quaisquer Eventos de Liquidação Antecipada de sua responsabilidade. 6.7. Os serviços de controladoria dos ativos serão também prestados pelo Gestor (nessa função, “Agente de Controladoria”). 6.8. Como pagamento pelos serviços prestados ao Fundo, o Gestor fará jus a uma remuneração a ser deduzida da Taxa de Administração, conforme estabelecida no Contrato de Gestão e no item…","om foco de atuação “Financiamento de Veículos”. 3. FORMA DE CONSTITUIÇÃO 3.1. O Fundo é constituído sob a forma de condomínio fechado, de modo que as Cotas de cada série somente poderão ser resgatadas ao término do prazo de duração da respectiva série, ou em virtude de Liquidação Antecipada do Fundo. É admitida a amortização das Cotas, conforme disposto no pre sente Regulamento ou por decisão da Assembleia Geral de…",537768_regulamento_regulamento_537768_2023-10-09.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,,"o Fundo, ressalvada a possibilidade de formalização de garantias em favor do Administrador, da Gestor ou terceiros que representem o Fundo como titular da garantia, que devem diligenciar para segregá- las adequadamente dos seus próprios patrimônios; (ix) emitir Cotas em desacordo com este Regulamento; (x) prometer remuneração predeterminada aos Cotistas; (xi) realizar operações e negociar com ativos financeiros ou m…","iro”, com foco de atuação “Financiamento de Veículos”. 3. FORMA DE CONSTITUIÇÃO 3.1. O Fundo é constituído sob a forma de condomínio fechado, de modo que as Cotas de cada subclasse somente poderão ser resgatadas ao término do prazo de duração da classe, ou em virtude de Liquidação Antecipada do Fundo. É admitida a amortização das Cotas, conforme disposto no presente Regulamento ou por decisão da Assembleia Geral de…",792021_regulamento_regulamento_792021_2024-11-27.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,emissão,,"respectivos Devedores que esteja m adimplente deseje m renegociar a dívida pendente de pagamento com o Cedente. A recompra de direitos creditórios dava-se pelo valor presente dos direitos creditórios vencidos, calculado com base no preço de cessão, atualizado pro rata temporis, com base na taxa equivalente à taxa da remuneração da s respectivas CCBs em questão, desde a data em que for pago pelo fundo ao Cedente até…","tas) Nota 2025 Patrimônio líquido no início 936.861 Total de 2.040.000 cotas de subclasse sênior a R$ 295,3692 602.553 Total de 1.507.748 cotas de subclasse subordinada a R$ 221,7268 334.308 Resultado pertencente aos detentores de cotas classificadas no patrimônio líquido 136.335 Cotas amortizadas 7. a) (ii) (125.000) Amortização de cotas de subclasse subordinada (125.000) Cotas resgatadas 7. a) (iii) (948.196) Resg…",1068798_emissao_emissao_1068798_2025-10-06.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,36.643.621/0001-30,,,emissão,"R$ 30.000,00","axa de Administração devida. 7.4 Os valores acima não incluem as despesas e os encar gos previstos na cláusula 18 do presente Regulamento, a serem debitados do Fundo pela Administradora. 7.5 Não serão cobradas dos Cotistas quaisquer outras ta xas, tais como taxa de ingresso ou taxa de saída. 7.6 Adicionalmente à remuneração prevista no Artigo 7.1 deste Regulamento, o Fundo, com base em seu resultado, remunerará a Ge…","ditórios, nos termos da política de investimento , de composição e de diversificação da carteira do Fundo descrita neste Regulamento. 2. FORMA DE CONSTITUIÇÃO 2.1 O Fundo é constituído sob a forma de condomínio fec hado, de modo que as Cotas somente serão resgatadas quando da liquidação do Fundo, sendo permitida a amortização das Cotas, nos termos do presente Regulamento. 3. PRAZO DE DURAÇÃO 3.1 O Fundo terá prazo d…",185842_emissao_emissao_185842_2020-03-02.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,36.643.621/0001-30,,,evento de cota,"R$ 30.000,00","axa de Administração devida. 7.4 Os valores acima não incluem as despesas e os encar gos previstos na cláusula 18 do presente Regulamento, a serem debitados do Fundo pela Administradora. 7.5 Não serão cobradas dos Cotistas quaisquer outras ta xas, tais como taxa de ingresso ou taxa de saída. 7.6 Adicionalmente à remuneração prevista no Artigo 7.1 deste Regulamento, o Fundo, com base em seu resultado, remunerará a Ge…","ditórios, nos termos da política de investimento , de composição e de diversificação da carteira do Fundo descrita neste Regulamento. 2. FORMA DE CONSTITUIÇÃO 2.1 O Fundo é constituído sob a forma de condomínio fec hado, de modo que as Cotas somente serão resgatadas quando da liquidação do Fundo, sendo permitida a amortização das Cotas, nos termos do presente Regulamento. 3. PRAZO DE DURAÇÃO 3.1 O Fundo terá prazo d…",185850_regulamento_regulamento_185850_2020-03-02.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,36.643.621/0001-30,,,evento de cota,,"do Fundo com a posição das carteiras próprias e carteiras administradas dos investidores do Fundo, inclusive para fins de verificação dos limites estabelecidos nas normas aplicáveis a tais investidores, como, por exemplo, a Resolução CMN 4.661, não é de responsabilidade da Instituição Administradora ou da Gestora. 5. REMUNERAÇÃO DA INSTITUIÇÃO ADMINISTRADORA 5.1 Pelos serviços de administração, gestão, custódia, con…","bjetivo do Fundo e sua política de investimento, conforme descritos na Cláusula 8. 2. FORMA DE CONSTITUIÇÃO E PRAZO DE DURAÇÃO 2.1 O Fundo é constituído sob a forma de condomínio aberto, de modo que suas Cotas podem ser resgatadas a qualquer tempo, observados os prazos previstos neste Regulamento, sendo vedada a amortização de Cotas, conforme disposto no presente Regulamento. 2.2 O Fundo tem prazo de duração indeter…",185852_regulamento_regulamento_185852_2021-06-09.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,36.643.621/0001-30,,,evento de cota,,"do Fundo com a posição das carteiras próprias e carteiras administradas dos investidores do Fundo, inclusive para fins de verificação dos limites estabelecidos nas normas aplicáveis a tais investidores, como, por exemplo, a Resolução CMN 4.661, não é de responsabilidade da Instituição Administradora ou da Gestora. 5. REMUNERAÇÃO DA INSTITUIÇÃO ADMINISTRADORA 5.1 Pelos serviços de administração, gestão, c ustódia, co…","objetivo do Fundo e sua política de investimento, conforme descritos na Cláusula 8. 2. FORMA DE CONSTITUIÇÃO E PRAZO DE DURAÇÃO 2.1 O Fundo é constituído sob a forma de condomínio aberto, de modo que suas Cotas podem ser resgatadas a qualquer tempo, observados os prazos previstos neste Regulamento, sendo vedada a amortização de Cotas, conforme disposto no presente Regulamento. 2.2 O Fun do tem prazo de duração indet…",226811_regulamento_regulamento_226811_2021-10-18.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,36.643.621/0001-30,,,evento de cota,,,,308723_assembleia_assembleia_308723_2022-05-25.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,36.643.621/0001-30,,,evento de cota,,,,425667_evento_evento_425667_2023-03-07.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,36.643.621/0001-30,,,evento de cota,,"do Fundo com a posição das carteiras próprias e carteiras administradas dos investidores do Fundo, inclusive para fins de verificação dos limites estabelecidos nas normas aplicáveis a tais investidores, como, por exemplo, a Resolução CMN 4.661, não é de responsabilidade da Instituição Administradora ou da Gestora. 5. REMUNERAÇÃO DA INSTITUIÇÃO ADMINISTRADORA 5.1 Pelos serviços de administração, gestão, custódia, con…","objetivo do Fundo e sua política de investimento, conforme descritos na Cláusula 8. 2. FORMA DE CONSTITUIÇÃO E PRAZO DE DURAÇÃO 2.1 O Fundo é constituído sob a forma de condomínio aberto, de modo que suas Cotas podem ser resgatadas a qualquer tempo, observados os prazos previstos neste Regulamento, sendo vedada a amortização de Cotas, conforme disposto no presente Regulamento. 2.2 O Fundo tem prazo de duração indete…",472090_regulamento_regulamento_472090_2023-05-29.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,36.643.621/0001-30,,,evento de cota,,,,480751_assembleia_assembleia_480751_2023-06-16.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,36.643.621/0001-30,,,evento de cota,,"do Fundo com a posição das carteiras próprias e carteiras administradas dos investidores do Fundo, inclusive para fins de verificação dos limites estabelecidos nas normas aplicáveis a tais investidores, como, por exemplo, a Resolução CMN 4.661, não é de responsabilidade da Instituição Administradora ou da Gestora. 5. REMUNERAÇÃO DA INSTITUIÇÃO ADMINISTRADORA 5.1 Pelos serviços de administração, gestão, custódia, con…","objetivo do Fundo e sua política de investimento, conforme descritos na Cláusula 8. 2. FORMA DE CONSTITUIÇÃO E PRAZO DE DURAÇÃO 2.1 O Fundo é constituído sob a forma de condomínio aberto, de modo que suas Cotas podem ser resgatadas a qualquer tempo, observados os prazos previstos neste Regulamento, sendo vedada a amortização de Cotas, conforme disposto no presente Regulamento. 2.2 O Fundo tem prazo de duração indete…",480756_regulamento_regulamento_480756_2023-06-16.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,36.643.621/0001-30,,,evento de cota,,,,493749_assembleia_assembleia_493749_2023-07-18.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,36.643.621/0001-30,,,evento de cota,,"insolvência; (iii) características, direitos, condições de emissão, subscrição, integralização, amortização e resgate das Cotas; (iv) ordem de alocação de recursos; (v) assembleia especial de 4 PARTE GERAL DO REGULAMENTO cotistas e demais procedimentos aplicáveis às manifestações de vontade dos cotistas; (vi) remuneração dos prestadores de serviços; (vii) política de investimento e composição e diversificação da car…","uízo de outros requisitos e informações previstos na regulamentação, sobre as respectivas: (i) características gerais, incluindo a indicação dos demais prestadores de serviços; (ii) responsabilid ade dos cotistas e regime de insolvência; (iii) características, direitos, condições de emissão, subscrição, integralização, amortização e resgate das Cotas; (iv) ordem de alocação de recursos; (v) assembleia especial de 4…",786319_regulamento_regulamento_786319_2024-11-19.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,36.643.621/0001-30,,,evento de cota,,"emissão, subscrição, integralização, amortização e resgate das Cotas; (iv) ordem de alocação de recursos; (v) assembleia especial de Docusign Envelope ID: D3905119-62FD-4AC9-A601-090BF95D4457 4 PARTE GERAL DO REGULAMENTO cotistas e demais procedimentos aplicáveis às manifestações de vontade dos cotistas; (vi) remuneração dos prestadores de serviços; (vii) política de investimento e composição e diversificação da car…","juízo de outros requisitos e informações previstos na regulamentação, sobre as respectivas: (i) características gerais, incluindo a indicação dos demais prestadores de serviços; (ii) responsabilidade dos cotistas e regime de insolvência; (iii) características, direitos, condições de emissão, subscrição, integralização, amortização e resgate das Cotas; (iv) ordem de alocação de recursos; (v) assembleia especial de Do…",826314_regulamento_regulamento_826314_2025-01-13.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,"R$ 400.000.000,00",,"icardo Donisete Stabile, Rodrigo Martins Cavalcante, Jessica Bezerra Da Silva, Douglas Shibayama, Raccelli Portela Santonastaso e Marcos Moretti. Para verificar as assinaturas vá ao site https://www.portaldeassinaturas.com.br e utilize o código 6CBC-E56E-ECAC-E8F8. 101330904.1 (v) a alteração do Capítulo Quatorze - Da Amortização Acelerada, Liquidação Extraordinária Do Fundo E Resgate Antecipado De Cotas, em decorrê…",179557_assembleia_assembleia_179557_2021-05-25.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,"o nos termos do Contrato de Gestão. “Relatório de Acompanhamento” Relatório mensal a ser elaborado e disponibilizado pelo Gestor aos Cotistas e ao Administrador até o 16º (décimo sexto) dia (inclusive) do mês calendário (ou o Dia Útil subsequente, caso a data máxima para disponibilização não seja um Dia Útil). ""Remuneração do Administrador"" A remuneração devida ao Administrador, conforme prevista no Capítulo Dezoito…","ÍTULO DEZ - DAS CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................................................ 53 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS .................................................... 62 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS .................... 72 CAPÍTULO TREZE – DOS EVENTOS…",179561_regulamento_regulamento_179561_2021-05-25.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,"R$ 5.756.250,46","), conforme lista de presença arquivada junto à Administradora, e a representante da Administradora. 3. COMPOSIÇÃO DA MESA: Presidente: Isabella Uno; Secretário: Rafael Polifemi. 5. ORDEM DO DIA: Deliberar sobre , na forma da presente ata da Assembleia Geral Extraordinária de Cotistas (“Ata”): (i) a alteração da remuneração do Agente de Cobrança , a qual passará a ser equivalente a 0,5% (cinco décimos por cento) ao…","o valor do Patrimônio Líquido do Fundo, observado o valor mínimo mensal de R$30.000,00 (trinta mil reais).” (vi) a alteração do item 19.2 do Regulamento d o Fundo, o qua l passará a vigorar com a seguinte redação: “19.2. Até a Data Limite de Investimento em Direitos Creditórios e/ou a ocorrência de um Evento de Amortização Acelerada, de um Evento de Avaliação ou de um Evento de Liquidação do Fundo, o Administrador d…",296735_assembleia_assembleia_296735_2021-12-30.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,"nos termos do Contrato de Gestão. “Relatório de Acompanhamento” Relatório mensal a ser elaborado e disponibilizado pelo Gestor aos Cotistas e ao Administrador até o 16º (décimo sexto) dia (inclusive) do mês calendário (ou o Dia Útil subsequente, caso a data máxima para disponibilização não seja um Dia Útil). ""Remuneração do Administrador"" A remuneração devida ao Administrador, conforme prevista no Capítulo Dezoito d…","ICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ........................................................................................................ 55 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ................................................................... 63 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS ................................... 74 CAPÍTULO TREZ…",296748_regulamento_regulamento_296748_2021-12-30.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,Cotas Seniores (conforme definido no Regulamento),evento de cota,"R$ 500.000.000,00",,"o Regulamento do Fundo (Limites de Concentração), o qual passará a vigorar com a redação constante do Anexo B a esta Ata; e 2 (iv) mediante a aprovação dos itens anteriores, consequentemente, autorizar a Administradora a tomar todas as medidas necessárias ao cumprimento das deliberações desta Ata, nos termos e prazos exigidos pela regulamentação. 6. DELIBERAÇÕES: Examinadas e debatidas as matérias constantes da Orde…",297780_assembleia_assembleia_297780_2022-04-29.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,"nos termos do Contrato de Gestão. “Relatório de Acompanhamento” Relatório mensal a ser elaborado e disponibilizado pelo Gestor aos Cotistas e ao Administrador até o 16º (décimo sexto) dia (inclusive) do mês calendário (ou o Dia Útil subsequente, caso a data máxima para disponibilização não seja um Dia Útil). ""Remuneração do Administrador"" A remuneração devida ao Administrador, conforme prevista no Capítulo Dezoito d…","ICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ........................................................................................................ 56 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ................................................................... 64 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS ................................... 75 CAPÍTULO TREZ…",297781_regulamento_regulamento_297781_2022-04-29.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,"R$ 42.297.479,55","”), conforme lista de presença arquivada junto à Administradora, e a representante da Administradora. 3. COMPOSIÇÃO DA MESA: Presidente: Isabella Uno; Secretário: Juliana Gurzoni. 5. ORDEM DO DIA: Deliberar sobre, na forma da presente ata da Assembleia Geral Extraordinária de Cotistas (“Ata”): (i) a alteração da remuneração aplicável ao Agente de Recebimento e ao Agente de Cobrança CCB e consequente alteração da Clá…","ii) a alteração da redação do s itens 19.2, 19.3 e 19.4 do Capítulo Dezenove do Regulamento do Fundo, de forma a restar clara a forma de alocação dos recursos do Fundo, os quais passarão a vigorar com a seguinte redação: 19.2. Até a Data Limite de Investimento em Direitos Creditórios e/ou a ocorrência de um Evento de Amortização Acelerada, de um Evento de Avaliação ou de um Evento de Liquidação do Fundo, o Administr…",366672_assembleia_assembleia_366672_2022-10-14.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,"nos termos do Contrato de Gestão. “Relatório de Acompanhamento” Relatório mensal a ser elaborado e disponibilizado pelo Gestor aos Cotistas e ao Administrador até o 16º (décimo sexto) dia (inclusive) do mês calendário (ou o Dia Útil sub sequente, caso a data máxima para disponibilização não seja um Dia Útil). ""Remuneração do Administrador"" A remuneração devida ao Administrador, conforme prevista no Capítulo Dezoito…","CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ................................................................................................... Erro! Indicador não definido. CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ................................. Erro! Indicador não definido. CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS . Erro! Indicador não definido. CAPÍTULO TREZE – DOS…",366675_regulamento_regulamento_366675_2022-10-14.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,"3.400, conjunto 91 parte, inscrita no CNPJ/ME sob o nº 22.119.959/0001-83 (“ Genial Gestão ”), para a exercer a função de Gestor do Fundo; (iii) a alteração do Capítulo Dezoito do Regulamento do Fundo para que passe a constar a nova DocuSign Envelope ID: 564B316E-1075-4156-8FA4-48FD0BC09D27 2 Taxa de Administração e a remuneração do Custodiante; (iv) a realização pelo atual auditor do Fundo da auditoria de transferê…","os Direitos Creditórios; (b) a permissão para que a Genial Gestão realize (ou instrua) o investimento da parcela do Patrimônio Líquido do Fundo que não estiver alocada em Direitos Creditórios na aquisição de Ativos Financeiros, conforme Política de Investimento definida no Regulamento, desde que, nesse caso, o prazo de amortização e resgate seja igual ou inferior a 30 (trinta) dias; e (c) a não realização de resgate…",383962_assembleia_assembleia_383962_2022-11-24.pdf
